Molecule_Name,inchikey,repeat_0,repeat_1,repeat_2,repeat_3,repeat_4
OCNT-2314460,QYHDOFQZWNVICE-UHFFFAOYSA-N,2,2,4,2,1
OCNT-2314461,QYFXAYDDKNNFAP-UHFFFAOYSA-N,3,4,2,2,0
OCNT-2314462,RJXPZBSDBSSSRE-UHFFFAOYSA-N,2,2,0,4,3
OCNT-2314465,CBZVZUYDLPWQDO-UHFFFAOYSA-N,1,2,0,4,1
OCNT-2314467,YMZKDLNFPCZEFP-UHFFFAOYSA-N,3,2,4,1,3
OCNT-2314468,DAZULYSTDCFGOM-DZGCQCFKSA-N,2,1,4,0,3
OCNT-2314473,WXFRBHMZPSUVHD-UHFFFAOYSA-N,4,1,0,2,4
OCNT-2314478,PPZDZOGYWKBBMI-UHFFFAOYSA-N,1,4,2,0,2
OCNT-2314480,DMSGWBYWZFAVFS-UHFFFAOYSA-N,3,3,2,2,4
OCNT-2314481,GEJVZRUGXRBCTB-UHFFFAOYSA-N,3,3,2,1,3
OCNT-2314482,SCENQOKIKYBZGN-UHFFFAOYSA-N,0,4,4,1,0
OCNT-2314483,NWNMCXZQYBPRPZ-UHFFFAOYSA-N,4,0,0,4,0
OCNT-2314484,NQHRLOVRIMNNFT-UHFFFAOYSA-N,1,4,2,1,4
OCNT-2314487,VKKZJKXTMRRBFA-UHFFFAOYSA-N,3,4,4,4,4
OCNT-2314488,JMNYNFDFEMFFTN-UHFFFAOYSA-N,1,1,1,2,2
OCNT-2314492,JHMXYYCTSDBMSY-UHFFFAOYSA-N,2,0,3,3,2
OCNT-2314494,AWPZLKNJCNHYPP-UHFFFAOYSA-N,4,1,3,3,0
OCNT-2314499,WEGDKVGLZWGWSI-UHFFFAOYSA-N,4,2,2,1,0
OCNT-2314500,KBIZODSRDYBQSE-UHFFFAOYSA-N,4,0,1,3,3
OCNT-2314502,UPDFXVMQTKYTKC-UHFFFAOYSA-N,0,1,0,0,1
OCNT-2314504,LVFROFMVKKGOAE-UHFFFAOYSA-N,4,4,1,2,3
OCNT-2314508,UVNYBBOFNBCKJI-UHFFFAOYSA-N,2,0,4,0,1
OCNT-2314509,QYXPINIYROVOMX-UHFFFAOYSA-N,2,3,1,4,4
OCNT-2314511,RJHZEIYCINLCIB-UHFFFAOYSA-N,4,1,3,4,4
OCNT-2314515,NCIBUVAYBGDBLS-UHFFFAOYSA-N,2,0,4,0,1
OCNT-2314516,MYQPLCJFXCDWRJ-UHFFFAOYSA-N,4,3,1,4,4
OCNT-2314523,LRBHGXZQWVNOHB-QFBILLFUSA-N,1,1,1,4,1
OCNT-2314524,LQVTYUIEGKMZHO-UHFFFAOYSA-N,0,4,2,4,2
OCNT-2314526,MEEZHJJBYCBMLL-UHFFFAOYSA-N,4,3,3,3,4
OCNT-2314527,NUKMCQPEFJSAAZ-MBOZVWFJSA-N,1,3,1,4,3
OCNT-2314528,LBALHOFHHOXUBB-UHFFFAOYSA-N,1,4,0,1,3
OCNT-2314532,CPQMCVQRXMBQOJ-KOMQPUFPSA-N,3,2,2,1,3
OCNT-2314534,JDRYIRLVOYCPNW-UHFFFAOYSA-N,1,3,3,3,3
OCNT-2314536,JUZQLSXEWXJSQX-UHFFFAOYSA-N,3,0,0,0,2
OCNT-2314537,DSQFTSWIPOKTPP-UHFFFAOYSA-N,0,1,1,4,4
OCNT-2314539,CDMXNTHBKPPMIJ-INIZCTEOSA-N,0,4,3,3,3
OCNT-2314547,LATOOSZSOUGHJE-UHFFFAOYSA-N,0,3,4,1,3
OCNT-2314548,LXFHBEHWOYNRSS-MRXNPFEDSA-N,2,3,3,3,4
OCNT-2314551,OOGUISVCCPNPKO-UHFFFAOYSA-N,2,4,4,0,0
OCNT-2314553,GIALTPSZWGVKPW-UHFFFAOYSA-N,3,3,1,2,1
OCNT-2314554,JHMGHRRGECNUOZ-UHFFFAOYSA-N,1,3,4,0,2
OCNT-2314559,BRLCJROZNOOQAY-UHFFFAOYSA-N,0,4,2,3,1
OCNT-2314561,KIFGRFFZZJBKRI-QMEXGPQWSA-N,3,3,2,4,2
OCNT-2314567,KXMATESBGAVCSV-UHFFFAOYSA-N,1,0,2,3,1
OCNT-2314568,CEYRGLDKUBETCE-UHFFFAOYSA-N,1,3,3,3,1
OCNT-2314570,VYPAFGXRKCBKND-UHFFFAOYSA-N,1,3,1,1,2
OCNT-2314574,VMMAOGVIBOQCRR-UHFFFAOYSA-N,0,1,4,0,3
OCNT-2314575,LOQPWSNDFNSRCO-YOEHRIQHSA-N,0,3,3,1,1
OCNT-2314582,DPCDLHZNSWCOIR-UHFFFAOYSA-N,2,1,4,2,0
OCNT-2314583,SBEZNPUQNMRIFB-UHFFFAOYSA-N,1,3,2,3,0
OCNT-2314584,NWLUCHZBIHVDPU-UHFFFAOYSA-N,4,2,4,3,2
OCNT-2314586,SMPWASMRDISMMM-INSVYWFGSA-N,0,2,4,1,0
OCNT-2314588,SGAGKBYBXBBBFW-UHFFFAOYSA-N,0,1,0,0,2
OCNT-2314591,GCQDSXSVRBQJIS-UHFFFAOYSA-N,4,3,3,1,1
OCNT-2314592,QKNOSEMAOFCOMM-UHFFFAOYSA-N,0,2,4,1,0
OCNT-2314594,IBFJUDRBIHPALZ-UHFFFAOYSA-N,4,3,1,1,1
OCNT-2314601,LFXVHOUFAAADOI-UHFFFAOYSA-N,1,0,3,3,3
OCNT-2314602,IZFMINWQFIPHFI-UHFFFAOYSA-N,4,3,4,1,4
OCNT-2314603,YVNZWBMVYHHHAQ-UHFFFAOYSA-N,2,3,1,0,4
OCNT-2314606,IGKQFPRNWVVKOY-UHFFFAOYSA-N,3,2,3,1,4
OCNT-2314607,JYIJURXJIRGYLD-UHFFFAOYSA-N,2,3,0,1,1
OCNT-2314608,XYBUTVQAVQGLQI-UHFFFAOYSA-N,4,3,3,4,3
OCNT-2314609,RASBLIZWRZHKCZ-ZDUSSCGKSA-N,0,1,2,0,2
OCNT-2314610,RQWFYJBPMOLITH-KBPBESRZSA-N,2,2,0,1,0
OCNT-2314611,XWECBMLZVRIZIV-FOLVSLTJSA-N,3,3,3,4,3
OCNT-2314613,XFLWIZMCEFPWSR-UHFFFAOYSA-N,1,3,4,0,0
OCNT-2314615,FPRANIGYQRKCBH-UHFFFAOYSA-N,2,3,3,1,3
OCNT-2314616,HUIABVFTVYHWJJ-UHFFFAOYSA-N,0,2,2,1,1
OCNT-2314617,GPZVJCWQYLPCKC-UHFFFAOYSA-N,3,3,1,3,3
OCNT-2314618,NSLZYGYPESEJPJ-UHFFFAOYSA-N,1,1,0,2,2
OCNT-2314619,KPGDGRHDGRXNJT-UHFFFAOYSA-N,1,1,0,2,1
OCNT-2314621,PSBKQXWLPLHNHO-UHFFFAOYSA-N,3,0,2,1,2
OCNT-2314624,LKDLNDMROZFUSW-UHFFFAOYSA-N,4,3,3,4,3
OCNT-2314625,RJHVPYKVGPHSDL-UHFFFAOYSA-N,4,0,3,2,1
OCNT-2314629,XWXFPZLYHJMDET-UHFFFAOYSA-N,1,2,0,2,2
OCNT-2314630,LSLIEHCSXLSEBB-UHFFFAOYSA-N,0,0,3,4,2
OCNT-2314631,REGAQXHKDCARHB-LBPRGKRZSA-N,4,3,1,2,3
OCNT-2314632,LAXFUTMBNOBLAP-UHFFFAOYSA-N,0,0,3,3,3
OCNT-2314636,GJYQEWJPDFTXRK-UHFFFAOYSA-N,3,4,0,0,0
OCNT-2314637,AJCDYTGJIVDHJR-UHFFFAOYSA-N,1,0,2,0,2
OCNT-2314639,IVNIMDZBVHNVOZ-UHFFFAOYSA-N,2,2,4,3,3
OCNT-2314641,HVBXEBBUJKBNKF-UHFFFAOYSA-N,4,0,3,0,4
OCNT-2314646,SSYDLPWOKKRCSK-UHFFFAOYSA-N,1,3,3,0,3
OCNT-2314649,BXCHGIKOQTXVJL-SFHVURJKSA-N,1,2,0,0,4
OCNT-2314654,JCXGYPVDNKEZKL-UHFFFAOYSA-N,3,2,0,0,0
OCNT-2314657,FQFAHDMNRAXBFT-UHFFFAOYSA-N,4,1,1,1,1
OCNT-2314658,PZFOBSYXPOAFTE-UHFFFAOYSA-N,4,3,0,1,2
OCNT-2314662,GTGFBWKCCOBBSR-UHFFFAOYSA-N,1,0,4,3,2
OCNT-2314663,YXEZVWSMQQMHDY-UHFFFAOYSA-N,1,3,3,4,1
OCNT-2314665,NGCHIDKGLOUTJZ-UHFFFAOYSA-N,2,3,1,4,2
OCNT-2314667,RLHHNQCNJVVVEI-UHFFFAOYSA-N,2,3,4,4,1
OCNT-2314673,KDRZNRIULSLEHY-UHFFFAOYSA-N,2,2,3,1,1
OCNT-2314674,HUZQULPZWZSFBK-UHFFFAOYSA-N,3,1,0,1,3
OCNT-2314682,PHJZMKYHWKGXEO-UHFFFAOYSA-N,0,0,4,0,0
OCNT-2314683,GKYGLOCHFIRIIR-UHFFFAOYSA-N,0,1,4,2,2
OCNT-2314688,ULOBBAQXDYDAIA-UHFFFAOYSA-N,4,3,4,3,1
OCNT-2314691,NXBAEKZVCZWXNN-UHFFFAOYSA-N,3,2,4,3,1
OCNT-2314692,KOULUEUAIZCSHA-UHFFFAOYSA-N,3,3,4,4,1
OCNT-2314693,GBIZTEIKKCLWIH-UHFFFAOYSA-N,1,0,0,3,3
OCNT-2314694,LJXDGFVGNPOQIW-UHFFFAOYSA-N,3,3,1,4,4
OCNT-2314695,VCDIWEJDASRNMH-UHFFFAOYSA-N,2,3,3,3,2
OCNT-2314699,IIGPKLVZMJDWCL-PXAZEXFGSA-N,3,3,0,0,2
OCNT-2314705,PALLJXRWIIGYCG-UHFFFAOYSA-N,0,3,2,1,4
OCNT-2314706,QXPYQRMVAGAKQV-UHFFFAOYSA-N,0,3,0,3,1
OCNT-2314708,BOVZTVIRIMQCMP-QUCCMNQESA-N,1,3,1,3,4
OCNT-2314713,XQQGIAHMCMVCAN-UHFFFAOYSA-N,4,4,2,0,1
OCNT-2314714,JACDKLURUYSVFJ-UHFFFAOYSA-N,1,4,4,4,4
OCNT-2314715,PJDIXNHLJXRWIU-UHFFFAOYSA-N,2,3,2,0,0
OCNT-2314717,OSTWVWUINOEZHS-UHFFFAOYSA-N,1,2,4,4,0
OCNT-2314720,YNBUZBXAPIGYTF-UHFFFAOYSA-N,2,4,3,2,3
OCNT-2314724,RXXQUZGRACSXLB-UHFFFAOYSA-N,0,1,2,4,1
OCNT-2314726,USHNZYKNXBMNCZ-UHFFFAOYSA-N,0,0,3,1,0
OCNT-2314739,XEDRHVSLJMQZHC-UHFFFAOYSA-N,2,0,3,3,2
OCNT-2314741,QDZLJEUNTNYVTE-UHFFFAOYSA-N,2,4,0,0,3
OCNT-2314744,RDICYFQRZMFODS-MFKMUULPSA-N,0,4,4,3,2
OCNT-2314747,ZJIFXAXTZXIZMY-UHFFFAOYSA-N,1,0,2,0,2
OCNT-2314750,HDZXPBGQDAEJGU-UHFFFAOYSA-N,0,4,0,3,1
OCNT-2314757,WGLOMJBEIXDVFC-UHFFFAOYSA-N,3,4,3,3,1
OCNT-2314759,YWMOZLLJWDAVMV-UHFFFAOYSA-N,0,4,1,0,4
OCNT-2314762,FIZHAGNIRXKEOB-UHFFFAOYSA-N,2,3,3,2,4
OCNT-2314763,PXEMWOAWSRNDKZ-UHFFFAOYSA-N,4,4,0,0,4
OCNT-2314768,YZQWTLZRWDTEFR-UHFFFAOYSA-N,2,2,0,4,0
OCNT-2314770,CVYZOTQELJXXRO-UHFFFAOYSA-N,0,4,0,3,0
OCNT-2314771,KEFQOUBNQGJMHL-UHFFFAOYSA-N,1,2,0,0,0
OCNT-2314773,FESOESUMEBWVHB-UHFFFAOYSA-N,1,0,3,2,2
OCNT-2314774,JOCLTLPPILWCOV-UHFFFAOYSA-N,2,4,2,4,0
OCNT-2314777,UOEUTDCAVNXVAV-UHFFFAOYSA-N,2,3,4,1,1
OCNT-2314778,FLGWVQJYGWKVRH-UHFFFAOYSA-N,3,1,3,1,2
OCNT-2314781,CXAMTUILUGPKDJ-UHFFFAOYSA-N,2,3,2,2,2
OCNT-2314787,SBXRHPFDQZBYMA-UHFFFAOYSA-N,2,4,1,0,3
OCNT-2314790,HSAUZTPCISNECZ-UHFFFAOYSA-N,3,4,4,4,3
OCNT-2314795,WBCFEEVPPONADX-UHFFFAOYSA-N,1,4,1,4,0
OCNT-2314796,QWGZRNQOLUAEIB-UHFFFAOYSA-N,0,4,1,2,1
OCNT-2314799,JEMYMLMQFHQPFR-UHFFFAOYSA-N,2,0,0,1,1
OCNT-2314800,RWPZLYAJVRZADS-UHFFFAOYSA-N,4,2,1,4,3
OCNT-2314801,MSJUBWSXQQCCCY-UHFFFAOYSA-N,4,2,2,2,4
OCNT-2314802,YBJWXBHKMYXDHZ-KSTDHSDQSA-N,2,3,0,2,3
OCNT-2314804,WPPNSINALVFTOS-UHFFFAOYSA-N,1,2,0,2,4
OCNT-2314805,OWUMXLCYZSGLOQ-UHFFFAOYSA-N,0,1,0,0,3
OCNT-2314807,NTQGLVXAIXWVHU-UHFFFAOYSA-N,3,1,0,0,3
OCNT-2314809,KPCBJDYSXNGNDR-UHFFFAOYSA-N,1,0,1,3,1
OCNT-2314812,BSJXRLCVGOHZJM-UHFFFAOYSA-N,4,3,0,4,3
OCNT-2314813,INXQKQFVKVEEGI-UHFFFAOYSA-N,3,2,3,0,0
OCNT-2314816,UVTFRJCSVXDRSZ-UHFFFAOYSA-N,0,2,2,0,0
OCNT-2314818,WLUCRDYWGXKMRX-UHFFFAOYSA-N,2,2,0,3,2
OCNT-2314820,YDZMNLGKLZGCSU-UHFFFAOYSA-N,0,2,4,0,4
OCNT-2314824,KHFVVQAZFGCEPJ-UHFFFAOYSA-N,1,4,4,4,2
OCNT-2314827,JAKRBEYEQJYSGS-UHFFFAOYSA-N,4,1,3,1,2
OCNT-2314831,UQTGTRXTMUCGSR-UHFFFAOYSA-N,2,2,4,4,0
OCNT-2314833,ZTGPOQMDDOIOQA-UHFFFAOYSA-N,1,0,2,0,3
OCNT-2314844,WBSUSHQBTYVJDH-UHFFFAOYSA-N,4,2,4,1,0
OCNT-2314845,IYLGBPVZGLQLDU-UHFFFAOYSA-N,2,0,0,4,1
OCNT-2314853,PUEJSMDTGQUQIA-UHFFFAOYSA-N,0,0,3,3,2
OCNT-2314858,NFRVHKAABSCAEL-UHFFFAOYSA-N,4,3,3,4,1
OCNT-2314859,GTHFTMXIWHJARY-UHFFFAOYSA-N,0,3,2,0,0
OCNT-2314861,QEANUYNJYOTEEV-UHFFFAOYSA-N,4,1,0,1,0
OCNT-2314864,IZSWTCQKDZJSHD-UHFFFAOYSA-N,0,4,3,4,1
OCNT-2314865,MBUUYQOGWSMVTD-UHFFFAOYSA-N,2,0,0,3,4
OCNT-2314866,PUVFNUJBXLULQY-UHFFFAOYSA-N,0,1,3,0,1
OCNT-2314872,XBAMHOMIJVDSSD-UHFFFAOYSA-N,2,3,3,1,4
OCNT-2314875,KLXUZEOQTNJRRF-UHFFFAOYSA-N,0,0,3,0,4
OCNT-2314877,OWGIODKGDMWLEU-UHFFFAOYSA-N,4,0,0,0,0
OCNT-2314879,UHULZKUAQVSGMS-UHFFFAOYSA-N,1,1,0,3,1
OCNT-2314884,LHONXHPIOQMVRB-UHFFFAOYSA-N,4,0,3,2,3
OCNT-2314885,YXZREZJHVQNFPS-UHFFFAOYSA-N,2,3,1,3,2
OCNT-2314886,MQBNKWAHRJKITI-UHFFFAOYSA-N,2,4,0,2,4
OCNT-2314895,KNTPHJCKWPHKJW-UHFFFAOYSA-N,0,3,1,0,0
OCNT-2314896,SCISKZABYYDABD-UHFFFAOYSA-N,1,1,1,0,1
OCNT-2314897,IHKQTIHFTGRELM-UHFFFAOYSA-N,4,4,4,1,0
OCNT-2314898,ODWLEQVMUYNMBW-UHFFFAOYSA-N,4,3,4,0,0
OCNT-2314899,NZQDVNRULUOBED-UHFFFAOYSA-N,0,4,2,1,1
OCNT-2314902,SQZUVLLUVJDPHA-UHFFFAOYSA-N,3,2,1,1,4
OCNT-2314903,FNAADSQRTFFGRD-UHFFFAOYSA-N,4,3,1,1,4
OCNT-2314905,QTAPQRDOUOSYMS-UHFFFAOYSA-N,3,4,2,0,1
OCNT-2314906,COSKONQOXHRMBA-UHFFFAOYSA-N,2,1,2,3,1
OCNT-2314907,BORUZYFEQSVJRU-UHFFFAOYSA-N,2,1,2,4,3
OCNT-2314910,ATILYCBHFUMMJO-UHFFFAOYSA-N,2,3,0,4,2
OCNT-2314919,UEHHICXAQCFMIC-UHFFFAOYSA-N,3,0,4,4,3
OCNT-2314924,GLVIPJZPZKYYPY-UHFFFAOYSA-N,2,2,2,3,2
OCNT-2314927,OJISFMIUEGMAME-UHFFFAOYSA-N,3,1,1,1,3
OCNT-2314928,CPLZEKVZZPZDRM-UHFFFAOYSA-N,3,1,1,0,3
OCNT-2314929,WYRQUHYUCVJXLF-UHFFFAOYSA-N,0,3,0,4,4
OCNT-2314930,OCROYZUDBKQNEW-UHFFFAOYSA-N,2,4,3,1,0
OCNT-2314937,MGNXSCOULZVGLZ-UHFFFAOYSA-N,3,2,4,4,1
OCNT-2314941,FFCKEKQOXALYPI-UHFFFAOYSA-N,4,1,4,0,1
OCNT-2314946,QHHTXVIQZKULHO-UHFFFAOYSA-N,2,1,2,3,0
OCNT-2314947,UIDZVAFTZBZAHG-UHFFFAOYSA-N,1,2,2,3,2
OCNT-2314951,QZAUUTZZYACFFE-UHFFFAOYSA-N,2,1,3,2,0
OCNT-2314960,CTBCAGWGSNTRHE-UHFFFAOYSA-N,0,3,0,0,3
OCNT-2314961,SPUMOJFUQGNYND-UHFFFAOYSA-N,4,2,3,0,1
OCNT-2314962,UXPDAXCXFZTAEN-UHFFFAOYSA-N,4,0,4,2,1
OCNT-2314966,URDLEVJEFQHTIJ-UHFFFAOYSA-N,4,1,4,4,0
OCNT-2314968,IAOARJMKEVETCS-UHFFFAOYSA-N,1,1,4,1,0
OCNT-2314969,UBAYQRWMNBZFGL-UHFFFAOYSA-N,4,3,2,4,3
OCNT-2314972,YKCHTVMJDRAQRR-SNVBAGLBSA-N,4,2,1,1,2
OCNT-2314976,CFZVRCZAOCISPL-UHFFFAOYSA-N,4,2,0,3,2
OCNT-2314977,IKLROGGBSVRPBV-UHFFFAOYSA-N,3,2,3,2,1
OCNT-2314985,HGRGABFJUIANRF-UHFFFAOYSA-N,3,1,0,3,0
OCNT-2314988,PIWRKLXWYMRFMP-UHFFFAOYSA-N,4,3,2,4,3
OCNT-2314989,YDRIIVMAQGIRPU-UHFFFAOYSA-N,4,0,3,0,4
OCNT-2314990,SLZARXHZTPOCTN-KGLIPLIRSA-N,2,3,2,1,0
OCNT-2314992,ZBKBXXMIEOKEDU-UHFFFAOYSA-N,0,3,2,0,3
OCNT-2314993,PHELUAMDTXQCHI-UHFFFAOYSA-N,0,1,3,4,0
OCNT-2314994,CNRVFDJTCUIFFO-UHFFFAOYSA-N,2,1,1,2,0
OCNT-2314995,LKGXUXAUPNVFKD-UHFFFAOYSA-N,4,2,3,0,0
OCNT-2314998,GEYZZYHKDCQEGW-UHFFFAOYSA-N,4,3,2,1,2
OCNT-2315001,BXAIWANBKAGJGC-UHFFFAOYSA-N,0,4,3,3,1
OCNT-2315005,WFGBFNNEVGBDAM-UHFFFAOYSA-N,4,4,4,1,4
OCNT-2315007,KPZHOTAFRDKLBB-UHFFFAOYSA-N,0,2,1,1,0
OCNT-2315008,IPAJNZRDKHKVHD-KBXCAEBGSA-N,1,3,0,2,4
OCNT-2315009,ZIWQGZGZLCSARO-UHFFFAOYSA-N,1,1,4,3,4
OCNT-2315016,HWINTXPCEKXGPY-UHFFFAOYSA-N,2,1,1,3,0
OCNT-2315017,LPZUBZFPBWFQLK-UHFFFAOYSA-N,3,1,4,3,1
OCNT-2315024,AXAKOINREVMBNI-UHFFFAOYSA-N,1,0,2,1,1
OCNT-2315030,JAHCDTOPQPDPHN-UHFFFAOYSA-N,1,2,3,0,2
OCNT-2315032,ZOFONFQOCWKQSC-UHFFFAOYSA-N,1,2,2,1,2
OCNT-2315034,LNKZWMHWZLHGNP-UHFFFAOYSA-N,4,4,4,0,4
OCNT-2315035,CEJFFSJPHGYCBC-UHFFFAOYSA-N,1,3,2,3,2
OCNT-2315036,BUVFEHNROMUBNS-UHFFFAOYSA-N,0,0,4,1,1
OCNT-2315039,BPCOBMCJNXSZEU-UHFFFAOYSA-N,1,2,3,0,2
OCNT-2315042,QUTDGZYQXZVYFC-SJKOYZFVSA-N,3,1,2,3,3
OCNT-2315044,AZCBROJFRMWNSM-UHFFFAOYSA-N,3,4,3,0,3
OCNT-2315045,YQKLTNOXGTYSOG-UHFFFAOYSA-N,4,3,0,4,0
OCNT-2315047,YPJFXIJLHXBGKP-UHFFFAOYSA-N,1,2,3,1,4
OCNT-2315048,RFJYCSUCQCJDEI-UHFFFAOYSA-N,2,4,3,3,0
OCNT-2315050,VXFXFMMWFUFBAR-JOCQHMNTSA-N,0,1,0,2,4
OCNT-2315052,ZGEMMWJWKPEQMQ-UHFFFAOYSA-N,4,1,3,1,0
OCNT-2315056,LBCJOUUDNYKSSR-KRWDZBQOSA-N,0,0,0,1,2
OCNT-2315060,GDEIECWMPLCILB-UHFFFAOYSA-N,3,0,4,2,2
OCNT-2315064,IOBKGDZZBKRYCG-UHFFFAOYSA-N,3,0,1,1,1
OCNT-2315065,LEPFPRHGHXQZEH-UHFFFAOYSA-N,1,0,3,1,2
OCNT-2315071,LXUZXBQSMPWWGQ-UHFFFAOYSA-N,1,1,1,2,3
OCNT-2315072,OEBOOYUKNSUOQK-UHFFFAOYSA-N,2,2,1,2,0
OCNT-2315074,VGNAGDOFHMNKBO-UHFFFAOYSA-N,4,4,3,4,0
OCNT-2315078,SDMQHYLNIDDXHB-UHFFFAOYSA-N,4,4,0,3,3
OCNT-2315079,YCHNKCQNPQJYSD-UHFFFAOYSA-N,0,2,4,2,0
OCNT-2315082,WCQPNTIVTWMJSZ-UHFFFAOYSA-N,0,4,0,2,2
OCNT-2315085,WLNCXFGFXQTKBE-UHFFFAOYSA-N,4,0,3,2,3
OCNT-2315086,FPBTWBPEUXKRGD-UHFFFAOYSA-N,2,4,3,4,2
OCNT-2315087,JCPHKQUSKIQDIE-UHFFFAOYSA-N,4,4,3,4,3
OCNT-2315089,MLTHGNJIXXBNLK-UHFFFAOYSA-N,1,4,3,2,3
OCNT-2315091,GSTBSEUUXUQNRC-UHFFFAOYSA-N,3,0,4,0,3
OCNT-2315092,IRUBKGMUVRXDDT-UHFFFAOYSA-N,4,2,2,1,3
OCNT-2315093,NNYMFTQOHMHWPE-UHFFFAOYSA-N,4,2,1,2,1
OCNT-2315097,LVHWZRNQJDKLTI-UHFFFAOYSA-N,2,0,4,1,1
OCNT-2315099,YMIUUTGGHDBTPH-RBUKOAKNSA-N,3,4,1,0,2
OCNT-2315100,OMFDORLLFYKNDS-UHFFFAOYSA-N,4,4,2,0,1
OCNT-2315103,FWQGELGUVIJUCC-UHFFFAOYSA-N,0,0,4,2,3
OCNT-2315105,XHGXFOASAKTBFC-GJZGRUSLSA-N,1,1,0,3,0
OCNT-2315106,RXLYLRXSZARXIK-UHFFFAOYSA-N,2,2,0,2,2
OCNT-2315109,TWYNIFVWCAYSRD-UHFFFAOYSA-N,4,0,3,1,2
OCNT-2315110,FVCRQUYWBISHDA-YOEHRIQHSA-N,3,0,0,4,4
OCNT-2315112,UWNDLRVKSDTTRP-UHFFFAOYSA-N,2,2,1,2,4
OCNT-2315113,NMMUSFDWIGXTFN-UHFFFAOYSA-N,2,3,4,1,4
OCNT-2315114,LTHPWOHLAQICFN-UHFFFAOYSA-N,1,0,3,1,4
OCNT-2315115,KINHQBDMIBLWLO-UHFFFAOYSA-N,3,3,0,4,1
OCNT-2315120,AZWGCDLUISJWCP-UHFFFAOYSA-N,1,4,0,0,0
OCNT-2315121,DDBVVOVNSRWTJU-UHFFFAOYSA-N,4,3,0,1,0
OCNT-2315122,AEWNIHAZTQQYQS-UHFFFAOYSA-N,2,2,0,1,2
OCNT-2315124,IDDPEFVBONMJLV-UHFFFAOYSA-N,3,4,1,4,4
OCNT-2315125,CLRKWAAJAUYALU-CABCVRRESA-N,3,0,3,2,2
OCNT-2315126,VJHDBUJUYUPJJI-UHFFFAOYSA-N,0,1,1,1,0
OCNT-2315127,YTDXULYLZJAREL-UHFFFAOYSA-N,4,2,0,2,1
OCNT-2315130,NVWRCKWSACBUON-UHFFFAOYSA-N,2,3,1,4,0
OCNT-2315131,FDGLXIWOBFIFIJ-UHFFFAOYSA-N,0,2,3,4,1
OCNT-2315133,AHQNKQQOLTVRAI-UHFFFAOYSA-N,0,4,1,0,0
OCNT-2315138,OZKNWIJAQFXAKL-UHFFFAOYSA-N,4,4,1,2,3
OCNT-2315139,NSGCRWKYWZTZPF-UHFFFAOYSA-N,1,2,0,4,4
OCNT-2315145,VNRPFJXBODKBRZ-UHFFFAOYSA-N,4,2,1,4,4
OCNT-2315146,PNDJJJLHVBRNTL-UHFFFAOYSA-N,1,4,0,3,0
OCNT-2315147,CAFOAHPXRAJQAK-UHFFFAOYSA-N,2,4,3,3,1
OCNT-2315148,RYUHAUCQHUWDOU-UHFFFAOYSA-N,4,1,2,2,0
OCNT-2315149,YCVRUZSBJRNHDW-VQIMIIECSA-N,0,3,3,0,2
OCNT-2315150,BPSZGIAFILZKMB-UHFFFAOYSA-N,2,2,2,3,2
OCNT-2315152,YBCPCIMMDSGFDJ-UHFFFAOYSA-N,4,1,2,2,4
OCNT-2315153,FEROKVSYPLWBAJ-UHFFFAOYSA-N,0,3,3,1,2
OCNT-2315155,GBCJFMVVTQVMHP-PYMCNQPYSA-N,4,0,0,2,4
OCNT-2315156,DXZFYTFQGFMLCK-UHFFFAOYSA-N,2,1,4,1,4
OCNT-2315157,JIYQVLAOAGMGGA-UHFFFAOYSA-N,2,1,2,4,3
OCNT-2315159,DSCFKVGBYYIBIQ-UHFFFAOYSA-N,2,3,4,1,0
OCNT-2315165,PJVFRSPLCNBIGM-UHFFFAOYSA-N,0,0,1,4,4
OCNT-2315166,GCAPEUQNYRLCNB-UHFFFAOYSA-N,3,4,0,3,3
OCNT-2315172,SUGLTFAJWIOHPU-UHFFFAOYSA-N,0,1,3,2,1
OCNT-2315174,BVZPBARCGQEFOO-UHFFFAOYSA-N,1,0,0,3,0
OCNT-2315175,OUIMHMZUPAOFMZ-UHFFFAOYSA-N,4,0,2,4,0
OCNT-2315178,NMGBMHHLXGGQSX-UHFFFAOYSA-N,0,3,1,0,3
OCNT-2315179,YGEJAGMUFFRADY-UHFFFAOYSA-N,4,1,4,0,4
OCNT-2315183,BKZIOMFKCGEUHT-UHFFFAOYSA-N,2,2,3,2,2
OCNT-2315185,HLKBFLBGOYKZDI-JKSUJKDBSA-N,3,4,2,0,2
OCNT-2315186,MVVQOOQOXKXXNX-UHFFFAOYSA-N,0,4,4,3,3
OCNT-2315191,ADXRQUBBOLTEOW-JDBFWQQPSA-N,2,2,0,0,1
OCNT-2315193,FDYYIRBBYIDRKJ-UHFFFAOYSA-N,4,3,3,0,4
OCNT-2315194,MKZQCDVLIOJVRH-UHFFFAOYSA-N,4,2,1,2,3
OCNT-2315195,NMOWDWMKIBNABG-UHFFFAOYSA-N,0,0,3,2,1
OCNT-2315200,XDSNDYXIMICPRR-UHFFFAOYSA-N,0,0,0,2,4
OCNT-2315201,FLSQQEOSBFMSDU-UHFFFAOYSA-N,0,0,2,4,0
OCNT-2315202,OIGAMNBRMKHQFG-UHFFFAOYSA-N,2,3,1,4,1
OCNT-2315204,DONKUAXVCYJBIN-UHFFFAOYSA-N,1,1,4,2,3
OCNT-2315211,OKFLIVSLDROEJN-UHFFFAOYSA-N,4,3,3,0,1
