canonical_smiles,CYP1A2_pIC50_direct_inhibition,CYP2C9_pIC50_direct_inhibition,CYP2D6_pIC50_direct_inhibition,CYP3A4_pIC50_direct_inhibition,CYP1A2_AID1851_max_inhibition,CYP2C9_AID1851_max_inhibition,CYP2D6_AID1851_max_inhibition,CYP3A4_AID1851_max_inhibition,chemprop_split
COc1ccc(N(CC(=O)Nc2cccc(C)c2)S(=O)(=O)c2c(C)n[nH]c2C)cc1,,,,,54.6924,74.9123,68.3688,100.825,train
COC(=O)c1ccc(/C=N\NC(=O)c2ccc(C)cc2Cl)cc1,,,,,49.3328,88.1841,-7.0552,90.4119,train
CN(C)C(=O)c1ccc(-c2cncnc2NCc2cccnc2)cc1,,,,,26.15,-8.286,19.73,64.6342,train
CCNc1ncc2ncc(=O)n(C[C@H]3CCCO3)c2n1,,,,,95.24,-29.33,8.659,21.0162,train
CN(C)Cc1ccccc1-c1cncnc1NCc1ccccc1,,,,,79.61,-4.752,73.34,67.1428,train
COc1cc(/C=C/C(=O)N2CCN(CC(O)COc3ccccc3)CC2)cc(OC)c1OC.Cl,,,,,-3.5529,-130.963,5.8255,43.2438,train
COc1cccc(Cn2c(=O)c(CCc3ccccc3)nc3cnc(OC)nc32)c1,,,,,59.59,88.84,7.483,100.07,train
COC(=O)N1CCC2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)CC1,,,,,19.18,4.533,76.94,24.289,train
COc1ccc(-c2nc(-c3cccc(C)c3)nc(N3CCN(C)CC3)c2C#N)cc1,,,,,22.7452,67.724,4.9715,13.056,train
COc1cc2c(cc1OC)-c1cc3nc4ccccc4nc3n1C(C)(C)C2,,,,,57.9,8.272,-3.984,76.1129,train
CNc1ccc2oc(C[C@H]3O[C@]4(CC[C@H]3C)O[C@H]([C@H](C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O,,,,,58.07,22.21,-4.122,93.9558,train
O=C(NN=C1c2ccccc2-c2ccccc21)c1ccccn1,,,,,80.6818,32.704,9.723,67.0552,train
CC(=O)O.O=C(N/N=C/c1cc([N+](=O)[O-])ccc1N1CCNCC1)c1ccc([N+](=O)[O-])cc1,,,,,24.0773,9.4369,46.4096,-5.3412,train
CCOC(=O)C1CCCN(S(=O)(=O)c2ccccc2)C1,,,,,11.4637,-29.1485,11.4588,22.8457,train
CC(C)c1ccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)cc1,,,,,18.78,90.38,-2.43,28.5422,train
CC(=O)O[C@@H]1C[C@]2(C)[C@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)[O-].[Na+],,,,,-2.753,9.161,0.7885,-18.939,train
CC(=O)O[C@H]1C[C@@]2(C)[C@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@H]4CC[C@@]32C)/C1=C(/CCC=C(C)C)C(=O)[O-].[Na+],,,,,4.605,28.77,-2.599,3.1772,train
Cc1nn(CC(=O)NCc2ccccc2)c(C)c1[N+](=O)[O-],,,,,4.0784,-1.3014,17.4483,30.9721,train
Nc1ncnc2c1ncn2CCCCC(=O)O,,,,,3.155,-9.415,3.979,8.4825,train
Cc1nc2cnc(Oc3ccccc3)nc2n(CCc2ccccc2)c1=O,,,,,35.53,15.13,-8.489,43.5602,train
COC(=O)C1=CCCN(C)C1,,,,,-1.778,-0.6899999999999995,-0.9479,-0.2118500000000001,train
O=P([O-])(O)C(Cl)(Cl)P(=O)([O-])O.[Na+].[Na+],,,,,2.788,14.4,-11.02,-7.2946,train
C=CCN(CC=C)C(=S)NC(=O)c1ccc(OC)c(Br)c1,,,,,78.9178,45.4868,78.7565,100.443,train
O=C(O)c1nnsc1-c1csnn1,,,,,3.704,13.86,6.919,19.6771,train
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,,,,,8.303,-2.314,-4.919,3.9704,train
COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F,,,,,79.685,25.956000000000003,-1.7928,19.5679,train
COc1ccc([C@@H]2CNC(=O)C2)cc1OC1CCCC1,,,,,81.8875,-14.0845,-2.2965,46.051175,train
C[C@@H]1CCCC(CC(=O)O)(CC(=O)O)C1,,,,,17.65,-9.766,-0.077,9.7973,train
CNc1nc(-c2ccccc2Cl)nc2ccccc12,,,,,87.06,-75.12,48.09,62.4245,train
Cc1nc(SCC(=O)Nc2ccc(N3CCOCC3)cc2)nc(C)c1C,,,,,16.2892,44.8836,-14.7456,91.999,train
CC(C)(C)c1cc(C(=O)O)c(CN2CCCCC2)o1.Cl,,,,,9.1738,7.3248,-25.159,12.5116,train
C=C(CC1([C@@H](NP(=O)(c2ccccc2)c2ccccc2)[C@H]2C[C@@H]2CCCC)CC1)c1ccccc1,,,,,15.75,67.65,8.165,90.7681,train
CCOC(=O)c1[nH]c(C)c(C(=O)OCC(=O)N2c3ccccc3CC2C)c1C,,,,,43.3897,75.117,36.0327,26.3283,train
CCOC(=O)c1oc2ccccc2c1NC(=O)c1ccc(S(=O)(=O)N(C)C)cc1,,,,,72.8674,79.6204,-15.0423,88.9619,train
COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@H](CN2CCCC2)C1,,,,,24.35,45.117,47.650000000000006,62.7329,train
CCCCCC1CC1C(=O)N/N=C/c1ccc(N(C)C)cc1,,,,,81.1866,121.17884,88.642,90.1515,train
C=CCN1CCc2c(cc(O)c(O)c2Cl)[C@H](c2ccccc2)C1,,,,,30.19,32.9,68.72,-36.6637,train
CCCn1cnc2c(SCc3ccc(Cl)cc3)nc(N)nc21,,,,,116.28543999999997,44.35,31.67,32.6654,train
c1csc(CNc2nc(-c3ccoc3)nc3ccccc23)c1,,,,,109.9,11.2,93.6,98.2449,train
CO[C@@H]1/C=C\O[C@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C/[C@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H]1C,,,,,9.97,6.493,-11.65,56.6314,train
C[C@@H]1OC=C2[C@@H](O)[C@H]3O[C@H]3C(=O)[C@@]23[C@H]1[C@H]1C2=C([C@@H](O)[C@H]4O[C@@H]4C2=O)[C@@H]3O[C@@H]1C,,,,,-2.273,-19.77,-1.815,18.6331,train
c1ccc2c(N3CCNCC3)nc(-c3ccc4c(c3)OCO4)nc2c1,,,,,83.92,-12.64,86.98,62.6324,train
COCCn1c(=O)cnc2cnc(N3CCN(C)CC3)nc21,,,,,67.08,-2.284,3.424,13.6183,train
O=C(Cn1cnc2cc(Cl)ccc2c1=O)Nc1ccc2c(c1)OCO2,,,,,26.3331,25.7711,-27.142,-35.8025,train
CN1CC[C@]2(C)c3cc(O)ccc3N(C)[C@@H]12,,,,,34.989999999999995,60.15,45.28,41.5351,train
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1,,,,,103.1,18.9,30.53,81.6606,train
O=c1c(-c2ccc(F)c(F)c2)nc2cncnc2n1-c1ccccc1,,,,,90.75,41.96,7.35,54.5169,train
COc1ccccc1NC(=S)NNC(=O)c1c(Cl)c(C)nn1C,,,,,12.1266,117.563,7.7977,68.7529,train
Cl.NCCCCCc1nnc(SCc2ccc(Cl)c(Cl)c2)o1,,,,,109.923,104.013,100.3290399999999,86.4049,train
COCC(=O)N1CCC2(CC1)CCN(c1ccc(-c3ccccc3)cc1)CC2,,,,,7.842,-8.035,61.88,-26.2415,train
CCN1C[C@]2(C)CC[C@@H](O)[C@]34[C@@H]5C[C@H]6[C@@H](O)[C@@H]5[C@](O)(C[C@@H]6OC)[C@@H](C[C@@H]23)[C@H]14,,,,,9.025,-8.373,-3.371,4.9246,train
CCN1C[C@]2(C)CC[C@H](O)[C@@]34[C@@H]5C[C@H]6[C@@H](O)[C@H]5[C@](O)(C[C@@H]6OC)[C@H](C[C@@H]23)[C@H]14,,,,,7.339,-13.03,-3.417,7.0076,train
COc1ccc(C[C@@H](N)c2ccc(OC)cc2)cc1,,,,,29.02,15.79,81.51,30.0637,train
CCOc1cc(NC(=O)C2CCCCC2)c(OCC)cc1NC(=O)c1ccco1,,,,,52.441,50.3881,7.0071,50.7284,train
CC(C)(C)c1cc2cccnc2n1Cc1ccccc1,,,,,66.711,-1.3957,44.9655,31.0032,train
CS(=O)(=O)Nc1ccc(Cc2noc(-c3ccc4[nH]cc(CCN)c4c3)n2)cc1,,,,,100.2,43.34,97.11,70.7809,train
CCC(C)(C)N=C(NC#N)Nc1cccnc1,,,,,66.06,-20.58,22.34,64.2816,train
Cc1cc(-c2ccc(/C=N/n3cnnc3)o2)c([N+](=O)[O-])cc1C,,,,,81.1684,110.746,36.7609,-16.7067,train
O=C(CC(NS(=O)(=O)c1ccc(Cl)cc1)c1ccco1)NCc1ccco1,,,,,40.8005,69.5726,100.3290399999999,74.9899,train
Cc1nc2ncnn2c(C)c1CCC(=O)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1,,,,,36.0409,63.8362,10.7166,70.8424,train
COc1cccc(-c2nc(NCCc3c[nH]c4ccc(OC)cc34)c3ccccc3n2)c1,,,,,111.2,67.62,69.12,83.3235,train
CC(=O)Nc1ccc(NC(=O)C/C(C)=N/NC(=O)C(=O)N2CCCC2)cc1,,,,,-1.3271,-8.8767,-7.2352,6.2182,train
CCc1nc(SCC(=O)NCCc2ccccc2)c2oc3ccccc3c2n1,,,,,90.1422,105.406,12.7136,94.496,train
c1ccc([C@@H]2CN3CCSC3=N2)cc1,,,,,22.49333333333333,-4.102333333333333,28.563333333333333,13.1496,train
O=C(O)CSc1ccc(N=C=S)cc1,,,,,20.38,-7.505,-4.75,17.6778,train
CCOc1nc(NCCN2CCOCC2)nc(Nc2ccc(C)cc2)n1,,,,,28.0187,31.3824,55.4718,57.2608,train
Cc1ccc(Nc2nc(-c3c(C)nc4ncccn34)cs2)cc1,,,,,63.7944,-146.303,63.4467,89.2063,train
COc1cccc(-c2nccc(NCc3cccc(C)c3)n2)c1,,,,,99.84,42.55,87.65,106.887,train
CC(C)=CCC/C(C)=C/CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccccc4)C(=O)[C@H]3CC[C@H]12,,,,,-3.919,1.372,8.8,49.8432,train
CC(C)=CCC/C(C)=C/CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccccc4)C(=O)[C@H]3CC[C@@H]12,,,,,-4.856,-24.41,-14.99,7.781,train
NC(=O)N[C@H](CC(=O)O)C(=O)O,,,,,11.16,-13.97,-15.24,-0.0568,train
CN1CCN(c2ncc3nc(-c4cc(F)cc(F)c4)c(=O)n(CCc4ccccc4)c3n2)CC1,,,,,16.91,4.141,8.546,61.2948,train
COc1ccc(CCCO[C@@H](Cn2ccnc2)c2ccc(OC)cc2)cc1,,,,,101.0,2.202,6.351,83.0491,train
CNc1ccnc(-c2ccccc2C)n1,,,,,111.8,-24.47,4.808,44.8672,train
COc1ccccc1CC(=O)O/N=C(\N)Cc1cccc2ccccc12,,,,,75.8519,-121.763,5.9211,83.3131,train
O=C(O)CN1CCN(CC(=O)O)CC(=O)[O][Hg][O]C(=O)C1,,,,,60.55,94.38,88.64,78.0837,train
c1ccc(-c2nnn(CCN3CCCCC3)n2)cc1,,,,,35.41,-3.454,42.71,9.9776,train
Cc1cnc(C(=O)OCC(=O)N(C(C)C)C(C)C)cn1,,,,,-3.1183,1.7517,-7.4216,1.2035,train
CCCN1CCc2cc(O)cc3c2[C@H]1Cc1ccc(O)c(O)c1-3,,,,,73.14,45.08,32.61,22.5555,train
CN(C)CCNCCN,,,,,0.1288,-42.82,-8.697,3.9106,train
COCCSc1nnc(NC(=O)C(C)(C)C)s1,,,,,57.915,21.3553,-17.7988,12.7347,train
COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N4CCCC4)[nH]c3C[C@H]2CN1C(=O)c1ccccc1,,,,,26.7,94.3,16.69,86.5303,train
Nc1c2c(nc3ccccc13)CCC[C@H]2O,,,,,62.14,-32.42,6.836,4.3955,train
COc1ccc2cc(CCNC(=O)C3CC3)c(=O)[nH]c2c1,,,,,77.5517,6.5587,-5.6709,21.8935,train
c1ccc(-c2cccc(N3CCCC4(CCNCC4)C3)c2)cc1,,,,,89.56,37.58,83.24,83.2089,train
CCOC(=O)CNC(=O)CSc1nnc(-c2ccncc2)n1-c1ccc(Cl)cc1,,,,,1.3926,66.1882,1.4105,90.4401,train
CC(=O)NCCNc1nc(-c2c(C)noc2C)nc2ccccc12,,,,,112.0,-4.698,2.296,73.0578,train
Cc1nn(C)c(Cl)c1NC(=O)OCc1ccc(Cl)cc1Cl,,,,,97.1158,-36.6532,12.8848,87.0148,train
O=C(NC1CCCCC1)c1ccc(COCC(F)(F)F)o1,,,,,63.9643,54.5931,12.1521,16.9684,train
N[C@H]1[C@@H](C(=O)O)[C@H]2C=C[C@H]1C2.O=S(=O)(O)c1ccccc1,,,,,-9.879,-15.31,-18.95,0.5877,train
COc1ccc2[nH]c3c(c2c1)CCN=C3C,,,,,105.3,24.91,84.86,37.6312,train
Nc1ccccc1Oc1ncc(C(F)(F)F)cc1Cl,,,,,102.918,-37.1781,15.2733,79.7316,train
CCN1C(=O)[C@H]2[C@H]3[C@H](O)[C@H](O)C/C(=N/OCC(C)C)[C@H]3CC[C@@H]2C1=O,,,,,1.291,3.022,6.524,-19.1914,train
CCN1C(=O)[C@H]2[C@H]3[C@H](O)[C@H](O)C/C(=N/OCC(C)C)[C@@H]3CC[C@@H]2C1=O,,,,,10.78,-28.28,-8.5,6.7023,train
CC(C)OC(=O)C(CC(=O)O)N1CCOCC1,,,,,-1.7032,1.1506,-5.5268,-0.0868,train
O=C(NCCOC12CC3CC(CC(C3)C1)C2)c1cccc(Br)c1,,,,,53.5709,88.7851,72.8051,3.1916,train
COC(=O)CCC(=O)NNC(=O)CCCOc1ccc(Cl)cc1Cl,,,,,74.1581,-85.3094,7.1142,42.7498,train
Cc1snc(SCC(=O)N/N=C(\N)COc2cccc(C(F)(F)F)c2)c1C#N,,,,,63.4424,-24.2367,10.2868,81.0573,train
CC(C)CC(=O)N1CCC(O)(CS(=O)(=O)Cc2ccccc2)CC1,,,,,-6.2319,7.6072,-0.7917,13.6196,train
CCC(c1nnnn1CCOC)N1CCN(C(=O)c2ccco2)CC1.Cl,,,,,-13.201096000000001,40.7438,6.0588,37.1974,train
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc2nonc12,,,,,50.71,93.52,-2.995,90.5464,train
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,,,,,46.61,74.34,6.806,63.9073,train
O=C(Nc1cccc2ccccc12)c1nn(C23CC4CC(CC(C4)C2)C3)cc1Br,,,,,12.6092,-77.3277,-29.327624,0.2368,train
O=C(c1ccncc1)N1CCC2(CCCN(c3ccncc3)C2)CC1,,,,,-1.42,-9.841,15.57,26.4522,train
O=C(Nc1ccc(Cl)cc1)NC1CCCCC1,,,,,20.6737,58.6146,2.7133,-9.3346,train
N#Cc1cccc(-c2cncnc2NCc2cccnc2)c1,,,,,110.0,-6.748,9.204,102.782,train
O=C(NNS(=O)(=O)c1cc(Cl)cc(Cl)c1)c1sccc1-n1cccc1,,,,,69.8016,97.0062,28.3789,94.0407,train
CCC(Sc1nc2cc3c(cc2c(=O)n1Cc1ccco1)OCO3)C(=O)Nc1ccccc1OC,,,,,13.8525,80.2038,55.9645,91.5359,train
CCOC(=O)c1c(C)nc2c(c1-c1ccccc1)C(=O)CC(C)(C)C2,,,,,64.8853,38.4472,2.1104,29.7624,train
COc1ccccc1C1CC(c2c(-c3ccccc3)c3cc(Cl)ccc3[nH]c2=O)=NN1S(C)(=O)=O,,,,,55.774,62.1808,43.166,67.9833,train
CC(C)Sc1cc(N2CCCC2)nc(-c2ccc(F)cc2)n1,,,,,98.0623,51.5908,3.3659,48.0058,train
O=C1C[C@H]2C(=O)[C@@H]1[C@@H](C(=O)O)[C@H]2C(=O)O,,,,,10.96,-19.53,-11.49,3.1211,train
Cc1noc(C)c1-c1cc(NC2CC2)ncn1,,,,,108.8,1.99,39.14,55.104,train
CCCN(C(=S)Nc1ccccc1)C1CCS(=O)(=O)C1,,,,,20.7501,17.97,4.8512,16.8361,train
O=C(c1cccc(F)c1)N1CCC2(CCCN(c3cccc(-c4ccccc4)c3)C2)CC1,,,,,33.2,67.99,11.39,47.069,train
O=S(=O)(c1ccccc1)c1cnn2c(C(F)(F)F)cc(-c3ccccc3)nc12,,,,,26.3125,45.6346,7.8517,-14.1875,train
Clc1ccccc1-c1nc(N2CCNCC2)c2ccccc2n1,,,,,94.2,-2.983,27.98,76.3304,train
COc1cc2c(cc1OC)[C@H](C)NCC2,,,,,1.219,6.113,5.439,4.5818,train
Cc1ccccc1-n1nc2c(c1NC(=O)c1ccc(S(=O)(=O)N(C)C)cc1)CSC2,,,,,8.2351,92.1488,40.6758,97.5121,train
COc1ccc(C2C(C(=O)N3CCN(C)CC3)c3ccccc3C(=O)N2C2CCCCC2)cc1,,,,,4.3675,14.0433,5.8468,82.9068,train
Cc1nn(C)c(Cl)c1S(=O)(=O)N[C@@H](c1ccccc1)[C@]1(C)C[C@H]1[C@@H](C)C(=O)Nc1ccc2ccccc2c1,,,,,25.65,44.03,-6.42,99.6373,train
COc1ccc(CNC(=O)CN(CC2CCCO2)C(=O)CNS(=O)(=O)c2ccccc2)cc1,,,,,14.4924,44.2404,2.1034,53.5253,train
Cc1sc(=NC(=O)c2ccco2)n(C)c1-c1ccc(F)cc1,,,,,64.823,68.1038,-8.5588,-25.1622,train
CS(=O)(=O)Nc1cccc(-c2cncnc2Nc2ccc(F)cc2)c1,,,,,111.5,8.149,32.63,108.10995999999993,train
N[C@@H](Cc1cnc[nH]1)C(=O)O,,,,,7.036,-22.82,-2.385,38.759,train
C=C(C)C#C[C@@](O)(C(=O)OC1CCN(C)CC1)c1ccccc1,,,,,9.025,-0.3736,-17.58,24.1275,train
CC(NC(=O)OCc1ccccc1)C(=O)NCC1CCCO1,,,,,67.7063,-4.2678,-13.2179,4.2586,train
CC(=O)Nc1ccc(Nc2ncc([N+](=O)[O-])c(Nc3ccc(NC(C)=O)cc3)n2)cc1,,,,,46.0064,54.1857,4.7377,60.1448,train
CN(C)CCN(Cc1cccs1)c1ccccn1,,,,,22.19,-9.645,85.68,6.44815,train
CN(C)c1ccc(-c2noc(C3CCN(S(=O)(=O)c4cccc(C(=O)O)c4)CC3)n2)cc1,,,,,19.7115,57.501,-5.6828,21.2479,train
N=c1c2cn[nH]c2ncn1Nc1ccccc1,,,,,55.6396,44.3816,18.0099,24.258,train
Cc1cc(C(F)F)n2nc(C(=O)Nc3cccnc3Cl)nc2n1,,,,,20.0074,21.3253,5.8891,-2.457,train
O=C(Nc1nnc(COc2ccc(Cl)cc2)s1)c1ccc([N+](=O)[O-])cc1,,,,,-8.1067,-8.4601,-11.506,-57.3169,train
CN(C)CCCOc1ccc(NC2c3ccccc3CSc3ccccc32)cc1.O=C(O)C(=O)O,,,,,5.891,36.8594,29.4268,-0.9415,train
CN(C)Cc1ccccc1-c1cc(Nc2ccccc2)ncn1,,,,,68.19,-8.764,63.31,23.673,train
Cc1nc2cnc(Nc3ccccc3)nc2n(C2CC2)c1=O,,,,,88.67,16.52,-2.879,72.1268,train
O=C(Oc1ccccc1)N1CCC2(CC1)CN(Cc1ccncc1)C2,,,,,56.71,94.81,16.08,58.7054,train
CCC1Oc2ccccc2N(CC(=O)NCCCN2CCCCC2C)C1=O,,,,,4.1107,-41.2086,70.6629,48.8987,train
CCCC(=O)N1c2ccccc2C(N(C(C)=O)c2ccccc2)CC1C,,,,,9.484,102.122,4.0491,30.6912,train
COc1ccccc1CNc1cc(-c2cccc(C#N)c2)ncn1,,,,,105.4,-8.282,3.171,51.9188,train
CS(=O)(=O)N1CCC2(CCN(c3ccccc3)CC2)CC1,,,,,-13.201096000000001,-42.3,-14.48,15.7936,train
O=C1c2ccccc2NC(c2ccncc2)N1c1ccccn1,,,,,10.3589,89.1356,-9.4521,71.9807,train
CC(=O)[C@@H]1[C@@H]2C(=O)N(C3CCCCC3)C(=O)[C@@H]2C2c3ccccc3C=CN21,,,,,65.4477,64.0854,46.3385,59.7798,train
Cc1cccc(NC(=O)C2(c3ccccc3)CC2(Cl)Cl)c1,,,,,73.492,117.405,69.8199,-48.1239,train
C=CC1=C[C@@H](O)[C@@H]2O[C@@H]2C12OCCCO2,,,,,8.766,-12.22,1.064,4.0397,train
N#C/C(=C\c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1)c1nc2ccccc2[nH]1,,,,,26.8025,85.6139,81.3299,46.5632,train
COCCn1c(=O)c(-c2ccc(F)c(F)c2)nc2cncnc21,,,,,93.13,22.31,7.066,45.5754,train
CCc1cc2c(Sc3nc4ccccc4s3)ncnc2s1,,,,,75.3924,64.6351,1.7172,-6.0424,train
COc1cc(OC)cc(C(=O)NC(=S)NCCc2ccccc2)c1,,,,,92.5949,81.8489,59.8811,87.168,train
CN1N=C(N)c2cn([C@H]3O[C@@H](CO)[C@@H](O)[C@@H]3O)c3ncnc1c23,,,,,41.59,3.992,-13.13,14.6469,train
C[C@H](CO)NC(=O)[C@@H]1C[C@H]1[C@@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,,,,,9.586,-2.032,2.792,93.3005,train
C[C@H](CO)NC(=O)[C@H]1C[C@@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,,,,,7.782,0.6543,2.296,50.1106,train
COc1ccc(-c2nc3cnc(N4CCNCC4)nc3n(Cc3cccs3)c2=O)cc1,,,,,59.68,35.24,6.459,108.10995999999993,train
c1ccc2c(c1)Sc1ccccc1N2C[C@H]1CN2CCC1CC2,,,,,5.285,-8.952,89.37,6.51,train
CN[C@H](CC(=O)O)C(=O)O,,,,,43.86,-11.28,-5.667,-0.6376,train
COC(=O)c1ccc(NC(=S)N2CCN(Cc3cccc(C)c3)CC2)cc1,,,,,18.568,98.9513,34.7889,81.7554,train
O=P1(NCCCl)OCCCN1CCCl,,,,,3.231,8.125,-7.108,4.8598,train
CN1CCN(c2ccc3ccccc3n2)CC1,,,,,83.75,0.8734999999999999,3.685000000000001,6.322749999999999,train
C[C@](N)(CCP(=O)(O)O)C(=O)O,,,,,32.1,-7.57,-8.583,14.4744,train
NS(=O)(=O)c1ccc(CNC(=O)/C=C/c2c(Cl)cccc2Cl)cc1,,,,,71.4753,-134.848,21.5173,51.8577,train
COc1ccc(C2=C(C#N)C(=O)OC2)cc1,,,,,81.7772,44.4355,1.1422,36.5552,train
C[N+]12CCC(CC1)[C@@H](OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,,,,,-1.748,16.46,26.61,11.8275,train
N[C@H](C(=O)O)c1cc(O)cc(O)c1,,,,,49.0,17.439500000000002,0.121,57.66975,train
Cn1cccc1C(=O)N1CCC2(CCN(C(=O)Nc3ccccc3)CC2)CC1,,,,,14.07,-7.744,-4.242,-36.2236,train
O=C(CCc1ccccc1)NNC(=S)NC(=O)c1ccccc1,,,,,46.8146,66.5848,21.1718,-6.9976,train
COCCn1c(=O)c(CCc2ccccc2)nc2cnc(N3CCN(C)CC3)nc21,,,,,61.99,6.995,7.475,23.5393,train
CN(C)C(=O)c1ccc(-c2ccc3ncnc(N4CCC(C(=O)O)CC4)c3c2)cc1,,,,,28.12,-37.23,-2.875,-1.8455,train
Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,,,,,1.539,18.22,-7.446,7.2062,train
COc1cccc(C(CC(=O)Nc2cccc3ccccc23)NC(=O)c2ccccc2)c1,,,,,7.2777,91.4575,16.0616,91.4977,train
O=c1c(-c2cccc(F)c2)nc2cncnc2n1-c1ccccc1,,,,,103.0,58.66,9.29,55.6881,train
CC(=NCC(=O)O)c1ccccc1,,,,,26.93,-2.395,60.34,4.8286,train
Cc1cccc(N/C(=N\S(=O)(=O)c2ccccc2)C(F)(F)F)c1,,,,,74.2307,121.17884,-4.6529,95.2084,train
NC(N)=NC[C@@H]1COC2(CCCCC2)O1,,,,,4.711,-16.97,-7.363,1.5174,train
CN(Cc1ccco1)c1ncnc2ccc(-c3ccoc3)cc12,,,,,91.95,10.46,90.51,69.2184,train
Cc1cccc(C)c1NC(=O)CCN1C(=O)C2C3CCC(C3)C2C1=O,,,,,-1.2642,43.2127,0.9731,-0.8211,train
NC(=O)c1ccc[n+](CC(=O)OCCC23CC4CC(CC(C4)C2)C3)c1.[Cl-],,,,,-2.0427,-3.7143,34.73,1.2073,train
CN=C(N)/N=C(\N)Nc1cc2ccccc2c2ccccc12,,,,,86.61,14.62,87.96,14.5029,train
CC(=O)OCc1c(C(F)(F)F)nn(C)c1Sc1ccccc1,,,,,74.8961,63.0665,12.7438,22.4584,train
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,,,,,16.07,8.232,-7.093,71.8614,train
Cn1c(CN2CCCC2)nc2cc(NC(=O)C3CCCCC3)ccc21,,,,,-4.5369,-0.6497,1.3716,14.0626,train
c1ccc2c(c1)OC[C@@H](C1=NCCN1)O2,,,,,20.201666666666664,25.743333333333336,53.10333333333333,6.928666666666667,train
O=C(Oc1ccccc1)N1CCC2(CC1)CCN(c1cccc(-c3ccccc3)c1)CC2,,,,,38.26,2.207,1.291,-75.015344,train
CC1Cc2ccccc2N1C(=O)C1CCCN(S(=O)(=O)c2cccc3nsnc23)C1,,,,,94.0633,87.3303,13.153,99.0875,train
COC(=O)N1CCC2(CC1)CN(c1cccc(-c3ccccc3)c1)C2,,,,,-2.463,-2.161,-7.998,-4.1724,train
CCSc1cc(N2CCCC2)nc(-c2ccc(F)cc2)n1,,,,,108.878,17.9553,5.6624,45.0749,train
C=CCNC(=O)c1csc(-c2ccccc2)n1,,,,,62.3376,74.7072,-17.0541,40.1835,train
O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,,,,,8.325,-6.226,2.591,3.21,train
CCn1c(-c2ccccc2Cl)nn(CC(=O)Nc2ccccc2OC)c1=S,,,,,20.2808,-104.348,8.9866,91.8512,train
CCOC(=O)N1CCC(NC(=O)CCc2nc(C3=CCN(C)CC3)no2)CC1,,,,,13.3277,27.6141,-1.2829,42.3432,train
COc1ccc2[nH]cc(CCNc3ncnc4ccc(-c5ccc(C(=O)N(C)C)cc5)cc34)c2c1,,,,,46.36,65.68,39.81,98.6302,train
CCCC1(C(=O)OC)C=C2C(=C(C)C(=O)C2C)CN1,,,,,20.6,6.703,-1.182,86.3666,train
CN(CCc1ccccn1)Cc1ccc(Cl)cc1Cl,,,,,77.6784,35.8498,90.5452,73.3202,train
O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC[C@@]2(CCN(Cc3nccs3)C2)C1,,,,,45.54,1.584,15.17,98.9953,train
CCCCCOc1ccc(OC(=O)c2ccncc2)cc1,,,,,68.0237,101.594,59.9749,41.5527,train
O=C(N[C@@]1(C(=O)O)C[C@@H]1c1ccccc1)c1ccccc1,,,,,-2.449,-5.776,-11.35,6.5625,train
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,,,,,35.34,9.187,94.31,28.0991,train
c1ccc(CCCCN2CCC(c3ccccc3)CC2)cc1,,,,,78.09,0.5781,94.04,-60.1395,train
