canonical_smiles,CYP2C9_pIC50_direct_inhibition,chemprop_split
Cn1nncc1S(=O)(=O)NCC1CCCc2ccccc21,5.081791727,val
C[C@H]1CNC[C@@H](C(=O)NCCc2c[nH]c3c(Cl)cccc23)O1,4.45650581,train
Cc1csc2nc(CC(=O)NC3CCCc4cnccc43)cn12,4.501823733,train
CC1(C)CN(C(CNC(=O)c2cnn3cccnc23)c2ccc(Cl)cc2)CCO1,5.843404918,train
CN(C(=O)c1cc2c(C(F)F)nn(C)c2s1)C1CCCc2c1cnn2C,4.826138907,train
CCN(CCC(=O)O)C(=O)c1ccc(-n2cnnc2)cc1,2.232522223,val
O=C(Cc1cccc(C(F)(F)F)n1)Nc1ccc(CCO)cc1,4.835100305,train
Cc1ccn(-c2ccc(C(=O)N3CCNC(=O)C3c3ccccc3F)cc2)n1,3.721030725,val
O=C(NCc1c[nH]c(=O)c2ccccc12)c1cnn(C2CCC2)c1,3.948041368,train
O=C(c1cc(C(F)F)ncn1)N1CC[C@H](c2ccccc2)[C@H](CO)C1,4.170819863,train
O=C(c1[nH]c2ccc(Cl)cc2c1Cl)N1CCC(O)(c2ccc(F)cc2)C1,5.574504115,train
O=C(c1occ2c1CCC2)N1CCN(CCc2ccncc2)CC1,6.249375022,train
CC1(C)CC(NC(=O)c2ncoc2-c2ccc3c(c2)OCCO3)c2ccc(F)cc2O1,5.558221168,train
CC(C)n1nnnc1-c1cccc(NC(=O)[C@H]2OCCO[C@H]2C)c1,4.358172748,train
CSCC1(CC(=O)N2CCOc3ccc(O)cc3C2)CC1,3.981641483,train
NC(=O)c1cc(C(=O)N[C@H]2C[C@H](c3ccccc3F)C2)c[nH]1,4.004899832,train
Nc1ncc2c(n1)CN(C(=O)CNc1cccc(C(F)(F)F)c1)CC2,4.089388888,train
O=C(c1coc(=O)c2ccccc12)N1CCCC2(CCCc3ccccc32)C1,5.098439273,train
N#Cc1cc(C(=O)N[C@H]2CC[C@H]2c2ccccc2)cnc1C(F)(F)F,4.934082808,train
COc1ccc(CNc2nc3c(c(=O)[nH]c(=O)n3C)n2C)cc1OC(F)F,4.431757222,train
CCn1cccc(NC(=O)CC2CC(=O)Nc3ccccc32)c1=O,3.563222173,train
Cn1cc(C(=O)Nc2ccc(-c3nnc[nH]3)cc2)c(C2CC2)n1,4.011552745,val
Cn1nc(C2CCCCC2)cc1NC(=O)c1cccnc1O,4.33119492,train
Cc1nc2ccc(NC(=O)c3cc(C4CC4)nn3C)cn2n1,3.368922037,val
CC(C(=O)Nc1ccc2c(c1)C=CCCC2)n1cnc2c(N)ncnc21,4.707371583,val
O=C(NC(c1ccncc1)C1CC1)c1cccc(OCC(F)F)n1,5.046635412,train
CC(c1ccccc1)N1CC(C(=O)NS(=O)(=O)c2ccc3c(c2)CCCC3)CC1=O,4.127431312,train
COc1ccc(C)cc1S(=O)(=O)Nc1cc(Cl)cc(Cl)c1,5.916701148,train
O=C(Nc1ccc(NC(=O)C2CCCO2)cc1)NC1CCCN(c2ccccc2Cl)C1=O,3.924278895,train
COCC1COCCN1C(=O)c1cccc(Oc2nccs2)c1,3.811110198,train
Cc1nccc(C(=O)N2CC3(CC(NC(=O)CC4C=CCC4)c4nccn43)C2)n1,3.773184115,val
O=C(NC1CC12CCOCC2)c1ccc(-c2cn[nH]c2)cc1,5.01984021,train
O=C(CN1CCCCCC1)Nc1ccc(NC(=O)Cn2cnc(-c3ccccc3)cc2=O)cc1,4.292589002,train
COc1ccc2c(c1)OCCC2NC(=O)c1cc(C)c(C)cn1,5.2200345,train
COc1ccc(Cn2nnc(C(=O)NCc3nnc(C(C)C)[nH]3)c2C)cc1,4.328677935,val
CCn1ncc(Cl)c1C(=O)NCc1cn(-c2ccc(OC)cc2)nn1,4.769103968,train
Cc1cnc(N2CCN(C(=O)c3cccc4c(=O)c(C)c(-c5ccccc5)oc34)CC2)s1,5.7279869,train
O=C(COc1ccc2c(c1)CCCC2)NC1CCCCC1,5.288130243,train
O=C(Nc1ccc(-n2nn[nH]c2=O)cc1)c1ccc(NS(=O)(=O)c2ccccc2)cc1,4.666424627,train
CSc1[nH]c(=O)c(C(=O)N2Cc3ccccc3OCC2C)cc1C#N,5.46195077,train
COc1ccc(Cl)cc1C(=O)N1CCC(Oc2cccc(F)c2)CC1,5.815088023,train
Cn1nccc1C1CCCN(C(=O)c2cnn(C3CC3)c2)C1,2.172735368,train
O=C(Cc1c[nH]c2ccccc12)Nc1ccc(C(=O)O)c(Cl)c1,3.945283598,train
COc1ccc(C)cc1-n1ccc(C(=O)NS(=O)(=O)c2nnc(C)s2)n1,4.621773723,val
COc1ccc(C)cc1-n1ccc(C(=O)NS(=O)(=O)c2cnc3c(cnn3C)c2)n1,4.182288827,train
Cc1nnc(-c2cccc(-c3noc(C4CC(=O)N(c5ccc6c(c5)CCC6)C4)n3)c2)[nH]1,5.830906093,train
Cc1cscc1C(=O)NC1CC2(CN(C(=O)c3cc(F)c[nH]3)C2)n2ccnc21,4.378780605,train
Cn1nnnc1-c1cccc(NC(=O)C2CC(c3ccccc3)=NO2)c1,4.530382988,train
CCC(C)(CC(=O)O)NC(=O)c1c(Cl)c2ccccc2n1C,3.80193069,train
CC(C)C(C(=O)N1CCc2cnc(N)nc2C1)c1cccc(Cl)c1,4.22897121,train
COc1ccccc1C1CCN(c2ncnc3c2CCCC3)C1,5.627217555,train
CN(C)c1ncccc1NC(=O)c1cn2c(n1)CCCC2,2.116546882,train
Cc1cccc(NC2CCN(C(=O)c3n[nH]c4ccc(Cl)cc34)CC2)c1,5.568218563,train
COC(=O)c1ccc(-c2nc3ncccc3n2C)cc1Br,3.774066435,train
Cc1[nH]nc2ncc(C(=O)Nc3cccc(-c4nnc[nH]4)c3)cc12,3.825464348,train
Cc1nn(C(C)(C)C)cc1C(C)NC(=O)N1Cc2ccccc2C1,4.445804383,train
NC(=O)C[C@@H](NC(=O)c1c[nH]nc1-c1ccccc1F)c1cccc(Cl)c1,4.203007505,train
Cc1ccc(O)c(CNc2ccc(C(=O)N3CC(C)OC(C)C3)cc2)n1,4.02715398,train
CCc1nc(CS(=O)(=O)CC(=O)Nc2ccc3c(c2)CCC3)cs1,4.672109782,train
O=C(CNC(=O)c1ccc2[nH]ncc2c1)Nc1cccc(F)c1,4.834714417,train
Cc1cc(NC(=O)N2CCC(C#Cc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)CC2)no1,4.64849597,val
O=C(Cn1c(=O)[nH]c2ccccc2c1=O)NC1CCc2c(F)cccc21,5.298671545,train
NC(=O)c1cnn2c(C(=O)N3CCC(c4nccs4)CC3)ccnc12,4.009303855,train
Cc1nn(C)c2ncc(C(=O)N3CCCC3c3cccc(F)c3)cc12,3.79505246,train
O=C(c1cnn2c1CCC2)N1CCc2[nH]c3ccc(F)cc3c2C1,4.58349848,train
NC(=O)c1cc(NC(=O)c2c[nH]nc2-c2ccc(Cl)cc2)ccc1Cl,4.689225493,train
COc1ccc2nc(CSc3ncc(Oc4ccccc4)cn3)[nH]c2n1,5.383703715,train
CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)N3CC(OC(=O)NC(C)C)C3)cc2)cc1,5.222089855,train
Cc1nc(NC(=O)C2CN(C)CCO2)sc1Cc1ccc(F)cc1F,4.523741623,val
CN1CCCN(c2ccc(-c3noc(C4CC5C=CC4C5)n3)cn2)CC1,4.343554605,train
Cc1oc(-c2ccccc2)nc1CN1CCN(C(=O)c2ccco2)CC1,4.628559415,train
Cc1cc(C)c(NC(=O)CN2CCN(c3cncc4ccccc34)CC2)c(C)c1,4.47994384,train
CC(C)(C)NS(=O)(=O)c1ccc(Cl)c(C(=O)NCCc2nc3ccccc3s2)c1,5.294196572,train
O=C(CC1OCCc2ccsc21)Nc1ccc(-n2cnnn2)c(F)c1,4.577439082,train
CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)NCc3cc4n(n3)CCCO4)cc2)cc1,4.367487787,train
CS(=O)(=O)c1ccc2nc(NC(=O)c3cccn4nccc34)sc2c1,3.2569073,train
CCOC(=O)CCCS(=O)(=O)N1CCC(n2cc(C)cn2)CC1,3.771417367,train
C[C@@H](NC(=O)c1n[nH]c2ccccc12)C1CCN(C(=O)c2cnn(-c3ccncc3)c2)CC1,6.121997667,train
Cc1nn(C(C)(C)C)cc1C(=O)NC(C)c1cccc(N2CCCC2)c1,4.603520292,train
Cn1ncc2c1CCCN(C(=O)c1cnc3c(cnn3Cc3ccccc3)c1)C2,4.358722135,train
CCC1(CC)CNC(=O)C1NC(=O)c1cc(-c2ccncc2)nn1C,5.256709498,train
Cc1c(C(=O)Nc2ccc3ccn(C)c3c2)nnn1Cc1ccncc1,5.393560195,train
CC(C)C1(c2ccccc2)CN(C(=O)C2CCN(S(N)(=O)=O)CC2)C1,3.81197556,train
CN1CCOc2ccc(NC(=O)c3cc4cc(F)ccc4[nH]3)cc21,5.308222345,train
Cc1cccc(C)c1C1CCCN1C(=O)NC(c1ccccc1)C1CCOC1,4.676399095,train
Cc1cc2cc(CNC(=O)c3cccc([N+](=O)[O-])c3)ccc2[nH]1,5.390880708,train
NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccc2ccc(Cl)cc2n1,4.55864245,train
O=C(NC1CCOC2(CCCC2)C1)c1ccc2nccnc2n1,2.977566293,train
O=C(CCc1ccncn1)N1CCCc2cccc(O)c21,3.926251815,train
O=C(CCc1nc(-c2ccncc2)no1)N1CCCCC1Cc1ccc(O)cc1,5.695131488,train
O=C(NC1CCN(C(=O)CCc2ccccc2)CC1)c1ccc2cnccc2n1,4.550284243,train
O=C(NC[C@H]1CCCO1)N1CCc2ccccc2[C@@H]1c1ccccc1,4.520361398,train
O=C(NCC1CCN(c2ccncc2)CC1)C1CCN(CC(F)(F)F)CC1,3.367810055,train
Cc1cnccc1CNC(=O)C1CCC(NC(=O)CC2CCCC2)CC1,6.634048078,train
CS(=O)(=O)CC(=O)N(CCc1ccccc1)Cc1ccccc1,4.306365523,train
COc1ccc(-c2nc(-c3cccc(C(N)=O)c3)no2)c(F)c1,6.04096778,val
CCn1nc(C)c(C(=O)OCc2nc(-c3c(F)cccc3F)cs2)c1C,5.766372338,train
O=C(NCc1cnccn1)NCC1CCN(c2ccc(Cl)cc2)C1,4.538471022,train
O=C(Nc1ccc2ncccc2c1)C1(c2nccc3ccccc23)CC1,4.816918858,train
Cc1cc(S(N)(=O)=O)ccc1CNc1ccc2nnc(-c3ccccc3)n2n1,5.824570385,train
CC(C)Oc1cccc(C(=O)Nc2c[nH]nc2-c2ccccn2)n1,5.480493273,train
Cc1cccc(C)c1CN(C)C(=O)NCc1ncnn1-c1ccccc1,4.344612705,train
O=C1CC(Nc2ncnc3[nH]ccc23)CN1C1CC1c1ccccc1,4.60174871,val
O=C1NCCN(C(=O)NC2CCc3c(Cl)cccc32)C1c1ccccc1,4.473722868,train
CC1(C)C(=O)Nc2ccc(C(=O)N3CCOC(c4cccs4)C3)cc21,4.941546918,train
C=C1CCN(C(=O)NCc2ccc(S(=O)(=O)NC3CC3)cc2)CC1,4.445633612,train
O=C(Cc1cccc2cccnc12)N1CCCCC1c1ncon1,4.086753965,train
CC(C)COc1ccc(C2(C(=O)N3CCc4[nH]ncc4C3)CCC2)cc1,5.50988637,train
CCN1CCCc2cc(-c3nc4cc(S(N)(=O)=O)ccc4n3C)ccc21,4.63661053,train
CC(C)(C(=O)N1CCC(c2cc(O)[nH]n2)C1)c1ccccc1,4.432133955,train
CC(C)CC(c1nc(Cc2cncn2C)no1)N1CCCCC1=O,4.469144978,train
Cc1oc(-c2ccccc2)nc1CC(=O)NS(=O)(=O)C1CCCOC1,3.292325943,val
Cc1cccc(C(=O)O)c1NC(=O)C(O)(c1ccccc1)c1ccccc1,4.372431393,train
Cc1[nH]c2ccccc2c1CC(=O)N1CCC(Nc2cccnn2)CC1,4.442178795,train
Cc1cnccc1OC1CCN(C(=O)c2cnc3c(c2)nnn3C)CC1,4.462939343,train
O=S(=O)(Nc1cnc2c(F)cccc2c1)c1ccnn1C1CCC1,5.434820112,train
Cc1ccc(S(=O)(=O)N2CCCC(CCO)CC2)c(F)c1,4.796889147,train
COCc1cc(NC(=O)N2CCC(Cc3ccccc3)C2)ncn1,4.363102817,val
Cc1n[nH]c(NC(=O)CCc2nc3sc4c(c3c(=O)[nH]2)CCC(C)C4)c1C#N,4.390676375,train
O=C(Nc1cnn(CC2CCCO2)c1)c1cccnc1OCC(F)(F)F,4.759754125,train
Cc1cnc(C2CCN(c3cc(C4CC4)ncn3)CC2)s1,4.72554833,val
Cc1ccc2c(CC(=O)N3CCC(F)(C#N)C3)c[nH]c2c1,4.511683888,train
O=C(NCC1OCCc2ccccc21)c1occc1COc1ccccc1,5.383323447,train
O=C1NC[C@H](O)C(=O)N1Cc1nc2c(s1)CC(c1ccccc1)CC2,4.316033938,train
CC(O)c1cn(CC(=O)NCC2(N3CCOCC3)CCCCC2)nn1,2.60472614,train
O=C(NCC1CCCC2(CCC2)O1)Nc1cc2ccccc2nn1,4.269143742,train
CNC(=O)CCC(=O)Nc1nc2cc3c(cc2s1)OCCO3,4.101973017,train
Cc1ccc(Cl)cc1N1CCC(CNC(=O)c2cccn3c(=O)[nH]nc23)C1,5.257443265,train
CC1(C)CCC(CCNC(=O)c2csc3cncn23)OC1,5.218507295,train
O=C(Nc1nc2ccccc2n1CCc1ccccn1)c1csc(-c2ccsc2)n1,5.49736638,train
O=C(NCc1coc2ccccc12)N1C2CCC1COC2,4.00862591,train
CCOc1ccc(S(=O)(=O)Nc2c(C)cccc2CC)cc1OCC,5.410899278,train
COc1cc(C(=O)NCCN2CCc3sccc3C2)ccc1C,4.692787228,val
COc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)c1ccc(-c2ncn(C)n2)cc1,4.0925307,train
COc1ccc2nccc(N3CCCC(N4CCNC4=O)C3)c2c1,4.40062726,val
OC1(C(F)(F)F)CCN(c2cncc(OC3CCCCC3)n2)C1,5.077286642,train
O=C(c1csc(C2CC2)n1)N1CCN(CC(=O)N2CCc3ccccc32)CC1,4.28646041,train
COCC1CN(C(=O)C2(S(=O)(=O)c3ccccc3)CCCCC2)CC(C)(C)O1,3.76229973,val
O=C1NC(=O)c2cc(NC(=O)N3CCCC(C(=O)Nc4ccc(Cl)cn4)C3)ccc21,5.045262232,train
CC(C)(NC(=O)c1ccc2c(c1O)CCCC2)c1nnn[nH]1,4.69239445,train
CN(C)CCn1c(=O)oc2ccc(NC(=O)C3Cc4ccccc4O3)cc21,4.594852832,val
O=C(N[C@H]1CCO[C@@H]1c1ccncc1)c1ccc(C(F)F)c(F)c1,5.403005335,train
Cc1nc(NC(CO)c2cccc(C(F)(F)F)c2)c2cn[nH]c2n1,4.814374697,val
CC[C@@H]1C(=O)NCCCN1Cc1nc(-c2cccc(Cl)c2)no1,4.512599342,train
O=C(NC1CCCc2c(O)cccc21)C1CCN(CC(F)(F)F)CC1,4.077661932,train
O=C(NC1CCCc2c1cnn2Cc1ccccc1)N1CCCC(c2nc3ccccc3[nH]2)C1,5.713666525,train
COc1cc(F)c(C(C)NC(=O)c2ccccc2OC(F)(F)F)cc1OC,4.766145335,val
Cc1ncc2c(n1)CCC(NC(=O)N1CC3(CCCC3)c3cc4c(cc3C1C)OCCO4)C2,4.686216873,train
COc1ccc2cc(C(=O)NC(C)C3(N4CCOCC4)CCCC3)[nH]c2c1,4.523620613,train
CN(C)S(=O)(=O)c1cccc(NC(=O)CN2C(=O)NC3(CCCc4ccccc43)C2=O)c1,6.86453859,val
CC(NC(=O)c1ccc(-c2cn[nH]c2)cc1)(C(N)=O)c1ccccc1,5.81104472,train
NC(=O)c1ccc(S(=O)(=O)N[C@H]2C[C@H](c3ccccc3F)C2)cc1,5.483737665,train
O=C(c1coc(C2CC2)n1)N1CCOc2c(Cl)cc(Br)cc21,5.64302717,train
CCc1ccc2c(c1)CCN2C(=O)NCc1n[nH]c(C(C)(C)C)n1,5.04378537,val
Cc1ccc(CNC(=O)NC2(C)Cc3ccccc3C2)c(=O)n1C,3.868494742,val
CC(O)(CNC(=O)Nc1cnc2c(c1)COCC2)c1cccc(Cl)c1,4.137838903,val
c1cc(-c2noc(C34CCCN(CCC3)C4)n2)cc(-n2ccnc2)c1,5.133736072,val
Nc1cc(C(=O)Nc2nc(C3CCOCC3)cs2)ccn1,3.819707403,train
O=C(NCC(F)(F)C(F)F)C1CCN(c2ccccc2Cl)C1,5.056307233,train
COc1cccc(C(=O)NCCNC(=O)C2COc3ccccc3C2)c1,4.924880705,train
CN(c1cccnc1)S(=O)(=O)c1ccc2c(c1)CC(C)(C)O2,4.811714238,val
Cc1ccc(CC(=O)N2CCCn3nncc3C2)cc1Cl,3.630289262,train
COc1cccc(OC)c1C(=O)N1CCN(C(=O)c2ccc(C)c(F)c2)CC1,4.755540072,train
CC(C)(C)OC(=O)NC1CCc2ncc(NC(=O)NCC(C)(O)c3ccc(F)cc3F)cc2C1,5.026001208,val
O=C(NCC1CCN(c2ccc(Cl)cc2)C1)c1cc2c(cn1)OCCO2,5.558461777,val
COc1ccccc1-c1cn(C(C)c2cnc(C)cn2)nn1,4.511105465,train
O[C@H]1CC(Cn2cccn2)C[C@@H]1Nc1ccc(-n2ccnc2)nn1,4.843844922,train
Cn1nc(C2CC2)cc1C(=O)N1CCC(O)(c2nc(C3CC3)no2)C1,4.669884363,train
CC(C)(C(=O)N1CCCC(CO)(Cc2ccccc2)C1)n1cccn1,4.703555175,train
CC(C)(C)c1cnc(NC(=O)N2CCC(c3ccncc3)CC2)s1,5.80400439,train
CC1(c2ccc(C(=O)N3CCN(C4CC4)c4ccccc43)cc2)NC(=O)NC1=O,4.646084325,train
O=C(Cc1cc2c(ccc3ccccc32)o1)NC1(c2nnn[nH]2)CCC1,4.14718139,train
Fc1ccc2c(C3CCN(c4cnc5c(n4)CCCC5)CC3)noc2c1,5.526946955,train
O=C(NCCc1ccn(-c2ccc(F)cc2)n1)c1ccc(NCC2CC2)nc1,5.656788533,train
Cc1c(C(=O)Nc2cccc(-c3ccn[nH]3)c2)sc2cncn12,6.147345507,train
Cc1ccc(-c2ccncc2)cc1NC(=O)c1cccc(C(N)=O)c1,5.285970397,val
CCC1CN(C(=O)c2cnn3cccc(OC)c23)c2ccccc2O1,4.673295933,train
COc1ccc(C(=O)Nc2cccc(-c3noc(C)n3)c2)c(F)c1,5.390214842,train
CCc1c[nH]c2ncnc(NCc3ccc(CO)c(F)c3)c12,4.826926822,train
O=C(N[C@H]1C[C@H](Oc2ccccc2)C1)c1conc1C1CC1,4.96286487,train
Cc1cc(CNC(=O)Nc2ncn(C(C)(C)C)n2)ccc1F,4.49529326,train
COc1cc(C(=O)Nc2cc(Cl)cc(C(=O)O)c2)cc(OC)c1C,4.686238868,train
Brc1cccc(C2CCN(c3ncnc4nc[nH]c34)C2)c1,5.025751562,train
CS(=O)(=O)c1cccnc1C(=O)N1CCC(c2ccsc2)CC1,3.98661406,train
CC1CN(C(=O)c2ccnc(-n3cccn3)c2)CCN1c1ccccc1,5.306912353,train
COc1cn(-c2ccccc2)nc1-c1nc(-c2ccccn2)no1,4.738780262,train
Cc1cccc2c1OC(C(=O)NS(=O)(=O)c1ccc3c(c1)CCCC3)C2,5.332611875,train
Cc1nc(-c2cn(CC(=O)N3c4ccccc4CC3C)nn2)cs1,4.658641953,train
O=C1CCC(N2Cc3ccc(-n4cc(C5CCCC5)nn4)cc3C2=O)C(=O)N1,4.738098785,train
Cc1noc(C)c1CCNC(=O)N1CCC(CCc2ccc(F)cc2F)CC1,5.54125345,train
COc1cccc(C2CN(C(=O)c3ccc4c(c3)OCC(=O)N4)CCO2)c1,5.131516197,train
CCc1ccc(S(=O)(=O)N2CCN(c3cnccn3)CC2)s1,5.565423,train
COc1cccc(CNC(=O)Cn2cc(-c3ccc(CO)cc3)nn2)c1,5.517536215,train
CC1CC(c2cccc(F)c2)N(C(=O)Nc2cnns2)C1,4.630324435,train
CCN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1ccncn1,3.737686862,train
Cc1nc(-c2c(C)noc2C)sc1C(=O)Nc1cccc(-c2cn[nH]c2)c1,5.44547568,train
C#CCCC(=O)Nc1nc(-c2ccc(NS(C)(=O)=O)cc2)cs1,4.716332523,train
COc1ccc(CNC(=O)N2CCC(C)C(n3ccnc3)C2)cc1F,4.226813665,train
COc1ccc(-c2noc(CCC(=O)N3CCC(c4c[nH]cn4)CC3)n2)cc1,7.384353628,train
Cn1c(-c2ccc(-c3ccncc3)cc2F)nc2ncccc21,6.492068782,val
Cc1ccc(Cn2nccc2NS(=O)(=O)c2cnc3c(c2)c(C)nn3C)cc1,4.476754965,val
COCC#CCn1cnc2cc(-c3ccc(OC)cc3)sc2c1=O,5.525399845,train
COc1cccc2sc(NC(=O)N3CCC(C(=O)Nc4ccncc4)CC3)nc12,5.518729925,train
COc1ccccc1[C@H](O)CNC(=O)C1(c2cc(F)cc(F)c2)CCCC1,4.796339697,val
O=C(NC1CCCN(Cc2nnc3n2CCCC3)C1)c1ccc2ccccc2c1,3.581929248,train
CC1(c2cccc(-c3noc(-c4cccc5c6c([nH]c45)CCCC6)n3)c2)NC(=O)NC1=O,5.54022385,train
C[C@H]1CN(C)c2ccccc2CN1C(=O)Nc1cc(-c2ccsc2)nn1C,4.4886113,val
CCc1cccc(C)c1NS(=O)(=O)c1ccc(C)c(C(=O)OC)c1,5.860128827,train
N#Cc1cc2ccccc2nc1N[C@@H]1CC(Cn2ccnc2)C[C@H]1O,6.298419715,val
CC(NC(=O)C1CCCN1C(=O)c1ccc2ccccc2c1O)c1cnn(C)c1,4.795075902,train
COCc1nc(C(=O)NC2CCN(c3ccccc3OC)CC2)cs1,4.718607175,val
C=C(C)CN(Cc1ccccc1)C(=O)C(=O)Nc1ccc2c(c1)C(=O)NCC2,4.85324961,train
Clc1ccc(-n2cc(-c3ccc4cnccc4c3)nn2)cc1,6.84774712,train
NC(=O)C(Cc1ccccc1)n1cc(-c2cccc3c2CCCC3)nn1,5.149962775,val
COc1ccc([C@@H]2C[C@H]2C(=O)N2CCC(C(=O)N3CCOCC3)CC2)cc1,5.170290357,train
Cn1ccc(-c2cc(C(=O)N3CCC(c4ccsc4)CC3)no2)n1,5.118007265,train
O=C(c1ccc2[nH]ncc2c1)N1CCCC(C(=O)N2CCC3(C2)Oc2ccccc2O3)C1,5.194204078,train
CC(=O)Nc1cccc2c1CCN(C(=O)C(C)n1cnc3c(N)ncnc31)C2,2.819178187,train
CCc1cnc(CNS(=O)(=O)c2cnn(-c3ccccc3)c2)s1,4.95467905,train
O=C1CC(CNC(=O)N2CC3(CCCC3)c3c(F)cccc32)CN1,4.145326198,train
CNC(=O)CN1CCC(NC(=O)c2ccc(Oc3cccc(F)c3)cn2)CC1,3.884817165,val
Cc1cccc(CC2(O)CCN(C(=O)c3c(C)[nH]c4ccccc34)CC2)c1,5.616664545,train
CC(NC(=O)NC1CC(=O)N(C2CC2)C1)c1cccc2ccccc12,4.34353939,val
O=C(Nc1ccc(Cn2cccn2)cc1)c1c[nH]nc1-c1cccnc1,4.008129688,train
CCCN(CC)c1ccc(C(=O)N2CCC(C(=O)N3CCOCC3)CC2)cc1,4.069478327,val
O=C(NCc1n[nH]c2c1CN(C(=O)CO)CC2)c1ccc2[nH]ncc2c1,3.868267795,train
O=C(NC1CCCc2cnccc21)c1cc2occc2s1,5.030913983,train
Cc1nc2c(NC(=O)c3ccc4c(c3)C(C)CO4)cccc2c(=O)n1C1CCC(=O)NC1=O,4.73087448,train
CCn1cc(CN(C)C(=O)N[C@@H]2C[C@H]2c2ccc(F)cc2)cn1,4.192898545,train
CC(C)(CNC(=O)NC1CC(=O)N(C2CC2)C1)c1ccc2c(c1)OCCO2,3.720009605,train
CCn1cc(CC(=O)Nc2c3c(nn2-c2ccccc2)CCC3)nn1,3.347611093,val
CC(C(=O)Nc1cccc(-c2ccn[nH]2)c1)c1ccccc1,5.057958487,train
O=C(Nc1cccc2c1OCCO2)N1CCNC(c2ccccc2)C1,5.1066958,train
CC1(NS(=O)(=O)c2cccc3cnccc23)CCOC1C1CC1,4.30632804,train
NC(=O)Nc1cccc(C(=O)NC2CCc3cn[nH]c3C2)c1,4.22619845,train
COc1cccc(C(O)CNC(=O)c2ccc(N3CCCCCC3)nc2)c1,4.789169343,train
Cn1cc(C2CCN(C(=O)c3[nH]c4ccccc4c3Cl)CC2)cn1,4.881934692,train
C[C@@H]1COC[C@@](CO)(CNC(=O)c2ccc3nc(N(C)C)oc3c2)N1C,3.943921112,val
Cc1nc2cc(F)c(F)cc2n1CC(=O)Nc1cccc(N2CCNC2=O)c1,5.049563625,train
CC(NC(=O)N1CCC[C@H]1CN1CCOCC1)c1nc(Cc2ccccc2)no1,3.86617964,train
CC1CN(CC(C)(C)O)CCN1C(=O)NCCCc1ccc(Cl)cc1,4.437455658,train
Cc1cc(NC(=O)N2CCCC2(CO)CC(C)C)ccn1,3.816464,train
CCC1(CC)CNC(=O)C1NC(=O)c1csc(-c2ncc[nH]2)n1,2.935518698,train
Cc1sc(=O)n(CCC(=O)N2CC(CO)c3ccccc32)c1C,4.543253922,train
Cc1cccc2c1N(C1CC1)CCN2C(=O)c1cc(-c2ccco2)[nH]n1,5.042204528,train
Cn1c(-c2ccnn2C(F)(F)F)nc2cc(S(N)(=O)=O)ccc21,3.699893772,train
COc1ccc(-c2noc(CCC(=O)N3CCOCC3c3nc(C)no3)n2)cc1,4.62582743,train
CCCOc1cccc(-c2nc3cccc(F)c3c(=O)[nH]2)c1,4.033609225,train
Cc1ccc(N2CCCC(n3cc(C(=O)N(C)C)nn3)C2=O)cc1,3.251789132,train
CCc1cc(NC(=O)N2CC3(CCCC3)C2c2ccccc2)no1,5.197979617,val
CC(C)COc1ccc(C2(c3noc(Cn4cnnn4)n3)CCCC2)cc1,5.4782905,train
O=C(Nc1ccc(C2CCC2)cn1)NC1CC12CCOCC2,4.599239127,val
Cn1nc2ccccc2c1-c1noc(-c2cccc(=O)n2C)n1,4.453017443,val
O=C(N[C@@H]1CC(Cn2ccnc2)C[C@H]1O)c1ccn2nncc2c1,5.332874845,train
O=C(Nc1cccc2c1CCO2)c1cnn2ccccc12,4.021605685,train
COc1ccccc1[C@H](O)CNC(=O)c1cc(C)nc(C)c1,3.876411357,train
Cc1ccc(C2(c3noc(Cn4cc(C)cn4)n3)CCOCC2)cc1,4.739627965,train
Cc1[nH]c2ccccc2c1SCCNC1CCCOCC1,4.480717803,train
CC[C@H]1CCO[C@H]1C(=O)NS(=O)(=O)c1ccc(OCc2ccccc2)cc1,5.467756697,train
O=C(Nc1cccc(Cn2cncn2)c1)NC1CCCN(c2ccccc2Cl)C1=O,4.790166708,val
COC(=O)c1ccncc1-n1cc(-c2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)nn1,5.325529552,train
O=C(CN1C[C@H](Cc2ccccc2)[C@@H](O)C1)Nc1cc(F)ccc1F,5.085396777,val
Cc1nn(C)c(C)c1S(=O)(=O)NC(=O)c1ccnn1C1CCCC1,3.735297835,train
COc1ccc(C2CCN(C(=O)NCc3c[nH]nc3C)C2)cc1,4.49648943,train
O=C(Nc1nnc(C23CC4CC(CC(C4)C2)C3)s1)N1CCC(O)C(F)(F)C1,4.550614333,train
O=C(Nc1ccc(O)cc1Cl)c1ccccc1OC(F)(F)F,5.368831337,train
Cc1c(C(=O)NCc2cccc3c2OCC3)nnn1-c1ccn(C)n1,4.57588223,train
Cc1[nH]c2ccccc2c1C(=O)Nc1cc(C(F)(F)F)c2cn[nH]c2c1,6.027333925,train
CCc1nc2n(n1)CCCC2NC(=O)N1CCC(c2nccs2)CC1,2.869953317,train
