canonical_smiles,CYP2D6_pIC50_direct_inhibition,chemprop_split
Cc1nccc(NC2CCN(c3ccc(F)c(Cl)c3)C2)n1,4.221894255,train
COc1ccc(F)cc1C(=O)NC1CCN(c2ncccc2Cl)C1,4.49313406,train
OC[C@H]1CN(c2nsc(C3CC3)n2)C[C@@H]1c1ccccc1,4.94468207,train
O=C(Cc1ccc(Br)cc1F)NCCCNc1ccccn1,4.635499835,train
CCOc1ncccc1C(=O)Nc1cc(S(=O)(=O)Nc2cccc(Cl)c2)ccc1O,4.611851455,val
Cc1c(-c2nc(-c3cccc(Cn4ccnc4)c3)no2)nnn1-c1cccc2cccnc12,4.421127375,train
Cc1ccc(NCc2c[nH]nc2-c2ccsc2)cc1C(N)=O,4.231444813,train
Cc1c(Cl)cccc1N1CCN(Cc2nnn(C)n2)CC1,4.775547402,train
Cn1ccnc(N2CCN(S(=O)(=O)c3ccccc3)CC2)c1=O,4.343164012,val
OC1(CNCc2cn(Cc3ccccc3)nc2-c2cccnc2)CCCCC1,5.608274595,val
O=C(CCC1CCNCC1)Nc1ccc(-n2ccnc2)cc1,5.552559793,train
CC1CCCN(C(=O)CCNc2ccnc3cc(F)ccc23)C1,4.56037505,train
CCOC(=O)c1cnc2ccc(F)cc2c1N1CCN(C)CC1,4.890751172,train
OC(CC1CCCO1)CN1CCN(c2ccccc2F)CC1,5.372491528,train
CCn1nncc1C(=O)Nc1ccc(-c2ncc3n2CCCC3)cc1,4.694257665,train
Cc1cc(CNc2ccc(Cl)c(C#N)n2)nc(N2CCCC2)n1,4.488723545,train
COC(=O)c1cc(CN[C@H]2C[C@H](c3ccccc3C)C2)c[nH]1,5.9466183,val
OCC1(NCc2cc(O)cc(Cl)c2)CCCc2ccccc21,5.710005255,train
O=C(NCC(c1cccc(Cl)c1)N1CCOCC1)c1cccc2c1CCC2,5.235721253,train
Cn1cncc1C(=O)Nc1cc(-c2ccc(Cl)cc2)nn1CCO,4.554106922,train
O=C(NCc1ccccc1-c1ccncc1)C(O)c1cccc(C(F)(F)F)c1,5.220961942,val
Cc1cc(CC(C)NC(=O)NC2COc3c2ccc(C)c3C)n[nH]1,4.548939843,val
Cc1nc(-c2cccc(CNC(=O)[C@H]3C[C@@H]3c3ccncc3)c2)n[nH]1,5.750609368,train
CCc1c[nH]c2ncnc(N3CCC4(CC3)OCCc3ccccc34)c12,5.081173085,train
Cc1onc(N)c1S(=O)(=O)N1CC(c2ccccc2)C2(CCC2)C1,4.716784168,train
Cc1cccc(C(C)(C)CNc2nccc3c2nnn3C)n1,4.888509808,train
O=C(c1cc(-c2ccccn2)ns1)N1CCCC(c2cc(O)cc(F)c2)C1,4.49011357,train
c1ccc(-c2nnn(Cc3nc(-c4ccc5[nH]cnc5c4)no3)n2)cc1,4.530712933,train
Cc1ccc(CNC(=O)Nc2nnc(-c3ccccn3)s2)c(OC(C)C)c1,4.489058912,train
CC(CC(=O)NCc1ccc(C(=O)Nc2ccncc2)cc1)C1CCCCC1,5.8201217,train
Cc1ccccc1OCC(O)CN1CC23CCCCC2(CN(C)C3)C1,4.789957305,train
CCC(C)NC(=O)c1ccc(NC(=O)Nc2ccn(Cc3ccccc3C)n2)cc1,4.355014435,train
N#Cc1cccc(CC(=O)NCCNc2ccc3ccccc3n2)c1,4.964212883,val
Cc1ccc(C)c(NC(=O)C(c2ccccc2)N2CCC(c3nnc4ccccn34)CC2)c1,5.250052155,train
CC(NC(=O)CC(C)(C)C)C(=O)NCC1CCN(c2ccc(F)c(F)c2)C1,4.639137015,train
COc1cc(Cl)ccc1NC(=O)c1cccc(Nc2cnccn2)c1,5.37366578,train
O=C(CC1CC2CCC1O2)Nc1ccc(Oc2ccncc2)c(Cl)c1,7.28737555,train
O=C(Nc1ccc(-n2cccn2)c(F)c1)c1ccnn1-c1ccccc1,5.132540715,train
O=C(NCCNc1cnccn1)c1c[nH]nc1-c1ccc2c(c1)OCCO2,4.70978301,train
OC(CN[C@@H]1CCCC[C@H]1O)Cc1ccc2ccccc2c1,4.675714062,train
COc1cc(Cl)ccc1S(=O)(=O)NC(C)c1nc2ccccc2n1C(F)F,4.951603272,train
Cc1ccc(NC(=O)NC[C@H]2C[C@@H]2C(F)(F)F)c(N(C)C)n1,4.539199395,train
O=C(NC1CCN(c2cccc(OC(F)(F)F)c2)C1)N1CCN(c2ncccn2)CC1,3.833653485,train
O=S(=O)(c1ccc(CNC2CCC23CCC3)cc1)N1CCOCC1,5.407307175,train
O=S(=O)(N[C@]12CCC[C@H]1CNC2)c1onc(C2CC2)c1Cl,6.520498622,train
Cn1ccc(NC(=O)N(Cc2cccc(F)c2)C2CCC2)cc1=O,4.358671278,train
CN(C(=O)c1cc2c(Cl)cncc2s1)C(CO)Cc1ccccc1,4.760507628,val
CC(c1ccccc1)N1CCC(Nc2ccc3nnc(C(F)F)n3n2)CC1,4.7499652,train
OC1CCCCC1c1cn(Cc2ccc(OCc3ccncc3)cc2)nn1,4.82414302,train
CC(CC(=O)NC1CCC2(CC1)N=N2)c1ccc(F)cc1,3.606227758,train
CCCN1Cc2cccc(NS(=O)(=O)c3ccc(OC)c(F)c3C)c2C1,4.697239085,train
O=C(NCC(O)(c1ccccc1)C(F)(F)F)c1cc2ccccc2s1,5.538714165,train
Cc1ccc(C(CNC(=O)C2CCS2(=O)=O)N(C)C)cc1,5.255717423,train
Cn1cc(-c2cncc(C(=O)Nc3ccccc3N3CCC(O)CC3)c2)cn1,4.537143373,train
O=C(Cc1ccc2cn[nH]c2c1)NC1CC1c1ccccc1Cl,4.9488393,train
O=C(NC1CCCN(c2cccc(F)c2)C1)c1ccnn1C1CCC1,4.321523303,train
CN1CC(C(=O)N2CCN(c3cncc(F)c3)CC2)c2ccccc2C1=O,5.090295705,train
Cc1onc(-c2cccnc2)c1C(=O)N[C@H]1c2ccccc2C[C@H]1O,4.87622875,train
CNc1snc(C)c1C(=O)N[C@H]1C[C@H](c2ccc(F)cc2F)C1,4.618860472,val
C[C@H]1CNC[C@@H](C(=O)NCCc2c[nH]c3c(Cl)cccc23)O1,4.414045225,train
Cc1cc(NC(=O)CN(C)c2ccc(F)c(Cl)c2)n(C2CCS(=O)(=O)C2)n1,4.249133468,train
Cc1cnc(C(=O)N[C@H]2c3ccccc3C[C@@H]2O)cc1C,5.025232475,train
O=C(c1[nH]c2ccc(Cl)cc2c1Cl)N1CCC(O)(c2ccc(F)cc2)C1,4.60309639,train
O=C(c1occ2c1CCC2)N1CCN(CCc2ccncc2)CC1,4.813807308,train
CN1CCN(c2ccc(CNc3nccc(-n4ccnc4)n3)cc2)CC1,4.570598765,train
Cc1nn(CC(F)(F)F)c(C)c1CC(=O)NC1CCCc2cnn(C(C)C)c21,4.5906571,train
O=S(=O)(c1ccc(CNC2(Cc3ccc(F)cc3)CCOCC2)o1)N1CCCC1,4.45230737,train
O=C(c1ccc(Cn2cncn2)cc1)N1C[C@H](C2CC2)C[C@@H]1C1CC1,5.233587242,train
O=C(NCC1(Cc2ccccc2)CCC1)c1cccc2cn[nH]c12,4.419100412,val
CC(C)NS(=O)(=O)N1CCN(CC(O)CC2CCCC2)CC1,6.4572854,val
CN(Cc1ccccc1)S(=O)(=O)c1ccc(NC(=O)CN2CCCC2)cc1,4.597468725,train
Cc1cc(NC(=O)c2ccc(F)cc2Cl)sc1C(=O)NCC(=O)O,4.1664496,train
c1nc(NCc2ccc3c(c2)OCO3)c2nnn(C3CC3)c2n1,3.773737057,train
Cc1nc(N(C)CCN(C)C(=O)CCc2ncc[nH]2)ccc1[N+](=O)[O-],5.45933297,train
O=C(Nc1cc(F)cc(N2CCOCC2)c1)N[C@]12CCC[C@H]1CNC2,4.610813282,train
CCOc1cc(N2CCC(Cc3c[nH]cn3)CC2)nc(C)n1,4.80404251,val
C[C@]1(c2ccccc2)C[C@H]1C(=O)N1CC[C@H](Nc2ccncc2C#N)C1,4.617108802,train
CN(Cc1ccncc1)C(=O)c1n[nH]c2ncc(Br)cc12,4.488583055,train
CC(C)(C)C1CCN(C(=O)c2ccc(-c3cn[nH]c3)cc2)CCO1,4.663499348,val
Cn1c(N2CCC(C(=O)NCc3ccc(F)cc3)CC2)nc2c(F)cccc21,3.36846468,train
O=C(c1ccc(NCC2CC2)nc1)N1CC=C(c2c[nH]c3cc(F)ccc23)CC1,4.641966668,train
Cc1nnc(-c2cccc(-c3noc(C4CC(=O)N(c5ccc6c(c5)CCC6)C4)n3)c2)[nH]1,4.449237828,train
CC(C)C(Cc1ccccc1)NCc1cc(O)n2ncc(C#N)c2n1,4.6067638,val
O=C(CC1CCCCC1)NC1CCC(C(=O)NCc2c[nH]cn2)CC1,4.492107222,train
Cc1cccc2ncnc(Nc3ccc4[nH]ccc4c3)c12,4.131899835,val
FC1(F)CC(c2nnc(Nc3ccc4c(c3)OCO4)[nH]2)C1,4.984880085,train
Fc1ccc(C2CCC2c2nc(-c3cnc(OCC(F)F)cn3)no2)cc1,4.888629918,train
CCc1nc(C)c(C(=O)N2c3ccncc3N3CCC2C3)o1,4.674481532,train
COc1ccccc1CC(C)(C)NS(=O)(=O)c1cnc(N)c(C)c1,5.51239525,train
O=C(c1[nH]cc2c1CCS2(=O)=O)N1CCN(c2ccnc3ccccc23)CC1,5.124832377,train
COc1ccccc1C1CCN(c2ncnc3c2CCCC3)C1,4.516704758,train
Cc1c(Br)cccc1CCNc1ncnc2c1nnn2C,4.8163598,train
Cn1nc(-c2ccncc2)cc1NC(=O)C1CCC(F)(F)C1,4.788874928,train
CC(C)(C)c1ccc(O)c(NC(=O)c2cccc(Cn3cncn3)c2)c1,4.834340362,train
COc1ccccc1C1CN(C(=O)c2ccc(CCF)cc2)CCN1,6.566994755,train
CCc1c[nH]c2ncnc(N3CCc4c(CC(N)=O)cccc4C3)c12,4.327968535,train
c1ccc2sc(CN3CCC(Cc4c[nH]cn4)CC3)nc2c1,6.956523055,train
CC(C)n1c(-c2ccc(Oc3cnccn3)cc2)nc2ccccc21,5.280776795,train
Cc1n[nH]c(CN2Cc3cnn(-c4ccccc4)c3CC(C)(C)C2)n1,4.962064125,val
O=C(NCc1cn2c(n1)CCCC2)NC1CC(c2cccc(Cl)c2)C1,4.375300795,train
O=C(CNC1CCCOc2c(Br)cccc21)NCC1CC1,5.398617677,train
Cc1[nH]ccc1C(=O)N(Cc1cnc(C)n1C)CC1CC12CCC2,4.465121873,train
Clc1ccc(CNc2cccc(-c3nnc[nH]3)c2)c(Cl)c1,4.524866402,val
CN(Cc1ccnn1-c1ccc(F)cc1)CC(O)Cc1ccccc1,5.222860963,train
Cn1cc(C(=O)NCc2ncc(-c3ccccc3)[nH]2)c(-c2ccncc2)n1,5.212197905,train
CCc1cnc(NC(=O)c2cccc(S(=O)(=O)N3CC(C)OC(C)C3)c2)s1,4.37692649,train
CC(C)CCN(Cc1ccc(Cl)c(Cl)c1)C(=O)c1csc(-c2nnc[nH]2)n1,4.628636855,train
N#Cc1ccc(CNC(=O)NCC(O)COc2cccc(C(F)(F)F)c2)c(F)c1,4.381336222,train
CC(C)(C)C1(CNC(=O)c2cccc(Br)c2Cl)CCNC1,5.212809662,train
O=C(NCc1c[nH]c2ccc(F)cc12)c1cc2c(nn1)CCCC2,4.461024222,train
Cc1n[nH]c2ccc(C(=O)NCC3(Cc4ccc(F)cc4)CCCC3O)cc12,4.393644702,train
Cc1nn(C)c2ncc(C(=O)N3CCCC3c3cccc(F)c3)cc12,4.482635808,train
O=C(Nc1cnc(C2CC2)nc1)N1CC2(CCC2)C1c1ccccc1,4.407693238,train
COC(=O)C12CC(C(=O)NC(C3CCC3)C3CCC3)(C1)C2,4.393291288,val
Cn1c(N2CCOC(Cc3ccccc3)C2)nc2cnccc21,5.719939133,train
COc1ccc2nc(CSc3ncc(Oc4ccccc4)cn3)[nH]c2n1,4.312396428,train
O=C(NCC1CCN(c2ccc(Cl)cc2)C1)c1cccc(C2(O)COC2)c1,4.582288155,train
O=C(CCc1cn[nH]c1)N1CC2CCN(C(=O)CC3CCCCC3)C(C2)C1,5.427175735,train
COc1ccc(C)nc1NC(=O)N1CCCc2ccccc2CC1,4.656172,train
Cc1nn(C)c(Cn2cnc(C(C)(C)C)c2)c1S(N)(=O)=O,4.361597745,train
Cc1cc(Br)cc(S(=O)(=O)Nc2cccc3cc[nH]c23)c1,4.511637978,train
Cc1nc(NCc2cnn(C)c2)sc1Cc1c(F)cccc1F,4.479598365,train
Fc1ccc2c(c1)[nH]c1ncnc(N[C@H]3CCC[C@H]3n3cccn3)c12,4.481437738,train
Fc1cccnc1N1CCCN(c2ncnc3[nH]ccc23)CC1,2.723357548,train
Cc1c(C#N)c(NC(=O)CN2CCN(C(=O)c3ccco3)CC2)n(-c2ccccc2)c1C,4.599470948,train
Cc1oc(-c2ccccc2)nc1CN1CCN(C(=O)c2ccco2)CC1,4.515234905,train
CC(C)(C)NS(=O)(=O)c1ccc(Cl)c(C(=O)NCCc2nc3ccccc3s2)c1,4.411374415,train
O=C(CC1OCCc2ccsc21)Nc1ccc(-n2cnnn2)c(F)c1,5.926127487,train
Cc1ccc2c(c1)CCN(c1ncc(S(N)(=O)=O)cc1C(F)(F)F)C2,4.818200187,train
CC(C)(C)c1ccc(C(=O)N2CSCC2C(=O)Nc2ccncc2)cc1,4.6207381,train
CC(Nc1cc(C(N)=O)nc(C2CC2)n1)c1ccc(Oc2cccnc2)cc1,4.774912345,train
c1ccc(N2CCC(CNc3ncnc4ccccc34)C2)cc1,5.25034773,train
C[C@@H](NC(=O)c1n[nH]c2ccccc12)C1CCN(C(=O)c2cnn(-c3ccncc3)c2)CC1,4.773710355,train
CC(C)n1ncc2cc(C(=O)OCC(=O)NCCOc3ccc4c(c3)OCO4)cnc21,4.753949513,train
CCC1(CC)CNC(=O)C1NC(=O)c1cc(-c2ccncc2)nn1C,4.340274397,train
COc1ccc(CCN(C)C(=O)CN2CC(C)(C)C2(C)C)cc1OC,4.257312953,train
COc1ccc(NC(=O)CCC(C)CN(C)C)cc1-n1cnnn1,4.54375474,train
Cc1c(C(=O)Nc2ccc3ccn(C)c3c2)nnn1Cc1ccncc1,4.776920635,train
CC(CNC(=O)c1cc(-c2ccccn2)nc2ccccc12)N(C)C1CC1,2.687034527,train
COCc1nccc(N(Cc2nc(C)cn2C)CC2CCCCC2)n1,4.787198853,train
O=C([C@H]1[C@@H]2CNC[C@@H]21)N(Cc1ccccc1Cl)CC1CC1,4.498398825,train
Cc1ccc(-c2cn(C(C)C(=O)Nc3cccc(C#N)c3)nn2)cc1,4.553215905,train
COC(Cc1ccc(F)cc1)CN1CCN(c2nc[nH]c3nccc2-3)CC1,5.21145335,train
CN1CCOc2ccc(NC(=O)c3cc4cc(F)ccc4[nH]3)cc21,4.794212472,train
CCCC1CN(c2nc(-c3cccnc3)nc3c2CCC3)CCN1,5.434629078,train
Cc1cc2cc(CNC(=O)c3cccc([N+](=O)[O-])c3)ccc2[nH]1,4.35521201,train
O=C(NCc1cnc2n1CCCC2)c1ccccc1Oc1ccccc1,4.94170629,train
OC(CN1CCC(O)(c2ccc(F)cc2)C1)CC1(O)CCC1,4.449540458,train
COc1ccc(-c2noc(C(C)Cn3ccnc3)n2)cc1,4.508502163,train
CC(C)N1CCN(C2CCN(C(=O)Cc3cccc4cnccc34)C2)CC1,4.55352133,train
O=C(CCc1nc(-c2ccncc2)no1)N1CCCCC1Cc1ccc(O)cc1,4.666479735,train
FC(F)(F)c1cc(NCC2CCOCC2)nc(-c2cccnc2)n1,5.545770915,val
COc1ccc2ccccc2c1CNC(=O)NC1CCN(C(C)(C)C)C1,4.59084409,train
CCN(CC)c1ccc(CNC(=O)N2CCC(C)C(n3ccnc3)C2)cn1,5.464633283,train
COc1cccc2c1CN(C(=O)c1ccc(NC3CC3)nc1)C2,4.876253692,train
c1ccc2[nH]c(-c3cn(CCCn4ccnc4)nn3)cc2c1,5.329190077,val
Cc1cnccc1CNC(=O)C1CCC(NC(=O)CC2CCCC2)CC1,4.24919818,train
CC(=O)Nc1cccc(-c2nc(-c3ccc(O)cc3O)cs2)c1,4.705701895,val
CC1CCC(C)N(CC(=O)NCc2ccc(C#N)cc2)C1,4.430621412,val
c1cncc(CC2CCCN(c3nsc4cccnc34)C2)c1,4.341341117,train
O=C(N1CCc2ccccc2C1)N1CCC(n2cnc3c2CCCC3)C1,4.656436292,train
CC1CCC(N(C)C(=O)CN2CCN(c3ccc(F)cn3)CC2)CC1,5.7650655,val
CC(Cc1ccc(F)cc1)C(=O)Nc1ccc(-n2ccnc2)nc1,6.860436905,train
O=C(Nc1cccc(OC2CCCC2)c1)c1cc(=O)[nH]c2c(Br)cccc12,5.134060717,val
O=C(COc1ccccc1-n1ccnc1)Nc1ccc(Cl)cc1,6.964228025,train
CC1Cc2cc(C[C@@H](C)NC(=O)CC3CNC4(CCC4)CO3)ccc2O1,5.278456785,train
COc1ccc(-c2nc(-c3cccc(C(N)=O)c3)no2)c(F)c1,4.548551055,val
FC(F)Oc1cc(CNc2nnc(-c3ccon3)s2)ccn1,4.670069745,train
c1nc(NCc2ccn(C3CCCC3)n2)c2ccsc2n1,4.377796763,train
COc1ccc2c(-c3ccccc3)c(C(=O)NC3CC(Cl)(Cl)C3)oc2c1,6.174025712,train
CC(=O)N1CC(C(=O)N2CCc3cc(Cl)cc(Cl)c3C2C)Oc2ccccc21,4.65184998,train
COc1cccc(F)c1NS(=O)(=O)c1c[nH]c2cc(Cl)ccc12,4.355937828,train
Cc1ccc(S(=O)(=O)NCCN(C)Cc2nocc2C(C)C)cc1,5.136309263,train
CC(C)(C)NS(=O)(=O)c1cccc(NC(=O)c2cc(=O)c3cc(O)ccc3o2)c1,4.045335458,train
CC(C)(C)NS(=O)(=O)NC(=O)C(C)(C)c1cccc(C#N)c1,2.657355235,train
COc1ccc(CC(C)(CO)NCc2c3c(nn2C)CCSC3)cc1,5.225372408,train
COc1ccccc1N1CCC(NC(=O)Cc2noc3ccccc23)C1,5.084647272,train
O=c1[nH]nc(-c2nc(C3CCCc4ccccc43)no2)c2ccccc12,4.320597295,train
COc1cc(Br)c(CCNc2c(F)cncc2F)cc1OC,4.666706588,train
CC(C)(C)C(CN1CCc2ccccc2C1)NC(=O)CNCC1CC1,4.346709813,train
C=C1CCN(C(=O)NCc2ccc(S(=O)(=O)NC3CC3)cc2)CC1,4.428092525,train
CCOC1CC(N(C)CC(=O)Nc2nccs2)C12CCCCC2,5.635094695,val
Cc1ccc(C(CNC(=O)c2ccc3ncnn3c2)N(C)C)cc1,4.9048933,train
CCN1CCCc2cc(-c3nc4cc(S(N)(=O)=O)ccc4n3C)ccc21,1.996967245,train
O=C(N[C@H]1CNC[C@@H]1c1ccccc1)c1cccnc1O,6.415027865,val
CCn1nnc2c(=O)n(CC(O)Cc3ccccc3C(F)(F)F)cnc21,3.963849222,train
CC(C)n1ncc2c(=O)n(CC(=O)N3CCc4sccc4C3)cnc21,4.737068955,train
O=C(Nc1cccc2cccnc12)c1ccc(-c2ccccn2)[nH]c1=O,5.082417,train
FC(F)COc1ccccc1CNCCc1ccc2[nH]ccc2c1,5.937773682,train
CN1CCC(C(=O)N2CCc3ccccc3C2CNC(=O)Cc2cccc3ccccc23)CC1,4.53474154,train
CC(C)CC(c1nc(Cc2cncn2C)no1)N1CCCCC1=O,4.705921467,train
Cc1cnccc1OC1CCN(C(=O)c2cnc3c(c2)nnn3C)CC1,5.122424898,train
O=C(CCc1ccccc1Cl)N1CCCC1CN1CCOCC1,4.305725717,train
CN1CCN(C(=O)c2nnc(-c3cscn3)o2)CC1C(C)(C)C,4.505605992,train
Cn1ccnc1CN1CCC(c2c[nH]c3ccccc23)CC1,5.157569278,train
Cc1c(C(=O)Nc2cccnc2N2CCC(CO)CC2)sc2nccn12,4.286534615,train
O=C(NC[C@]12CNC[C@@]1(C(F)(F)F)C2)N1Cc2ccccc2C1,5.420927847,train
CNC(=O)c1cccnc1N1CCc2ccccc2C(C)(C)C1,4.441242615,train
COC(=O)c1cc(S(=O)(=O)NCC(C)c2nccs2)[nH]n1,4.16467666,train
c1ccc([C@@H]2C[C@H](c3nc(-c4cnc5cnccn45)no3)CCN2)cc1,5.41617366,train
CCC(CC(=O)NCc1cncc(C(=O)OC)c1)c1ccccc1,4.995725925,train
Cc1cccc2ncc(CNC3CCCN(C(=O)Cc4ccccc4)C3)n12,4.297870983,train
COc1ccc2c(NCCCc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)ncnc2c1,5.705052688,train
O=C(Cc1n[nH]c2ccccc12)N1CCc2cc(Cl)ccc21,3.275732415,train
Cc1ccc2c(c1)SC(C(=O)NCC(N1CCNCC1)C(F)(F)F)C2,6.041904175,train
O=C(CCn1cccn1)NCC1CCN(CCc2ccccc2)C1,4.270086723,train
CC(NC(=O)CN1CCC(CO)CC1)c1ccc(F)c2ccccc12,4.423325173,train
O=C(N[C@@H]1CC(Cn2ccnc2)C[C@H]1O)c1c[nH]c(-c2ccccc2)c1,4.533304372,train
CC1Cc2cc(S(=O)(=O)Nc3ccc4nc(C5CC5)oc4c3)ccc2O1,3.894826983,train
CC1(C)CCC(CCNC(=O)c2csc3cncn23)OC1,4.673697915,train
O=C(NCc1ccc(-n2ccnc2)nc1)c1n[nH]c(=O)c2ccccc12,5.890073305,train
CN(C)c1ncc(CNc2cc(C(F)(F)F)nc(-c3cccnc3)n2)n1C,4.217057325,train
COc1cc(C(=O)NCCN2CCc3sccc3C2)ccc1C,5.630972565,val
Cc1ccc(CN2C(=O)CCC2C(=O)Nc2ccc(N3CCc4sccc4C3)nc2)cc1,6.114660975,train
OC1(C(F)(F)F)CCN(c2cncc(OC3CCCCC3)n2)C1,4.504881528,train
C=C[C@@H]1OCC[C@H]1NC(=O)c1oc2ccc(Br)cc2c1C,5.210147088,train
COC1CCCC(CC(=O)Nc2c(C)c(C(F)(F)F)nn2C)C1,4.502267348,train
C[C@H]1CN(C(=O)C(F)(F)c2c(F)cccc2F)CCN1S(C)(=O)=O,4.42952973,train
COc1ccc(C(CCO)NC(=O)NCCc2c[nH]c3ccccc23)cc1,4.33602246,train
O[C@H]1CC(Cn2cccn2)C[C@@H]1NCc1cccc(-n2cccn2)c1,5.11346502,train
O=C(CSC1CC1)Nc1ccc(-c2noc(C(F)(F)F)n2)cc1,4.198262335,val
CNC(=O)Cn1cc(NCc2cccc(-c3ccc(C)cc3)c2)cn1,2.679489873,train
O=S(=O)(CCC1CCCC1)Nc1ccc(-n2cncn2)cc1,5.44679821,val
COc1ccc2cc(C(=O)NC(C)C3(N4CCOCC4)CCCC3)[nH]c2c1,5.64158656,train
O=C(C1SCCc2sccc21)N1CCC(c2ccncc2)CC1,5.949935865,train
CN(C)S(=O)(=O)c1cccc(NC(=O)CN2C(=O)NC3(CCCc4ccccc43)C2=O)c1,3.58770821,val
COc1ccc2c(c1)C1(CC1)CN(c1ncnc3ccc(S(C)(=O)=O)cc13)C2,4.66078161,train
CC(C(=O)Nc1cc(Cl)ccc1Cl)N(C)CC1CCCC1O,5.767607358,train
c1cc(-c2noc(C34CCCN(CCC3)C4)n2)cc(-n2ccnc2)c1,5.581530458,val
Cc1c(NC(=O)C(C)N2CCCN(Cc3nccn3C(C)C)CC2)cccc1[N+](=O)[O-],6.19462461,train
CN(C)CCN1CCC(NC(=O)N[C@H]2CCC[C@H]2n2ccnc2)CC1,4.48479351,train
O=C(NC1CN(c2ccncn2)C1)c1ccc2c(n1)CCCN2,4.5785356,val
CCOc1cc(NC2CCN(CC3CCCC3)CC2)ncn1,4.561342823,val
CCc1ccc2nccc(N3CCC(n4ccnn4)CC3)c2c1,6.627326948,train
CC(C)C1CCC(CNCc2nnc(C3CCOCC3)[nH]2)CC1,4.27060501,train
NC(=O)c1ccc(NC(=O)NCCN2CCc3sccc3C2)cc1,4.186298222,train
N#Cc1cnc2c(F)c(F)c(F)cc2c1NCc1nnc(-c2ccncc2)[nH]1,5.099409902,train
CN(C)C1(CNC(=O)NCc2ccnc(-n3ccnc3)c2)CCOCC1,5.686741785,train
CN(C)S(=O)(=O)N1CC(Nc2nc(C3CC3)nc3c2CCC3)C1,4.486849278,val
O[C@H]1CC(Cn2cccn2)C[C@@H]1Nc1ccc(-n2ccnc2)nn1,5.341752797,train
Cc1cc(NC(=O)NCc2cccc(Oc3ccccc3F)c2)n(C2CCS(=O)(=O)C2)n1,4.465390203,train
CCN(Cc1c(CO)cnc(C)c1O)C(=O)c1ccc(F)c(Cl)c1,5.03008099,train
O=C(NCCCc1nc2ccccc2[nH]1)N1CCCC(n2ccnc2)C1,5.120050242,val
CC(=O)NCC1CN(Cc2c3c(nn2C)CCC3)CCO1,4.92974714,train
CCc1ccc(N2CCN(c3cc(=O)n(C)c(=O)[nH]3)CC2)cc1Cl,4.509963645,train
CC(C)(C)c1cnc(NC(=O)N2CCC(c3ccncc3)CC2)s1,5.030358642,train
CC(C)CC(=O)Nc1ccc(NCc2cccc3nnn(C)c23)cc1,4.794912433,train
O=C1NC(=O)c2cc(S(=O)(=O)N3CC4(CCCC4)c4ccccc43)ccc21,2.063591292,train
Cc1c(CN[C@@H]2CC(Cn3ccnc3)C[C@H]2O)n(C)c2ccccc12,5.596417898,train
Fc1ccc2c(C3CCN(c4cnc5c(n4)CCCC5)CC3)noc2c1,4.367943325,train
Cc1cc(-c2nc(C3(c4ccncc4)CCC3)no2)ccc1-n1cnnn1,5.171940467,train
Cc1nccn1CC1CCCN1C(=O)[C@H]1C[C@@H]1c1ccccc1,4.03523712,train
COc1ccc2nccc(N3CCCC(n4cncn4)C3)c2c1,4.431587353,val
Cc1c(C(=O)Nc2cccc(-c3ccn[nH]3)c2)sc2cncn12,6.708815683,train
Cn1c(N2CCC(S(N)(=O)=O)CC2)nc2cccc(F)c21,5.051544527,train
CC1(C)CC(C)(c2nc(-c3cccc(-n4ccnc4)n3)no2)CN1,5.262383873,val
CC1Cc2ccccc2N1Cc1ccoc1C(=O)Nc1ccncc1,5.31376738,train
N#Cc1cccnc1NCC1CCCCC1N1CCCC1,6.374114087,train
COc1cc(C)c(NC(=O)Cn2sc3ccccc3c2=O)cc1C(F)(F)F,1.949747343,train
Cc1ccc(-n2cnnc2)c(C(=O)N2CCc3cc(F)ccc32)c1,4.275172858,train
O=C(CCSc1ccc(Cl)cc1)Nc1cccc(S(=O)(=O)Nc2cn[nH]c2)c1,5.177992225,train
Cc1nc(-c2ccccc2)c(C(=O)Nc2ccc(F)c(C(N)=O)c2)s1,2.040057763,train
N#Cc1ccc2c(c1)CCC2NCc1cnccc1C(F)(F)F,4.82888536,train
c1ccc(C(Cn2ccnc2)NC2CCc3cnoc3C2)cc1,5.138365075,train
O=S(=O)(NCCN1CCCC1)c1cnc2ccccc2c1,5.277414505,train
CC(NC(=O)CCc1ccc2[nH]ccc2c1)c1ccccc1NS(=O)(=O)c1cccs1,2.051381348,train
OC[C@H](NCc1cn2ccc(Br)cc2n1)c1ccccc1,5.662576332,val
Cc1nc2sccn2c(=O)c1CCN1CCN(C)CC1C,5.53211655,train
CC(C)C(=O)NC1CCCN(C(=O)C2(Cc3cccc(Br)c3)CCNC2)C1,4.29023471,train
CN(C)C(=O)c1cc(N2CCC(CNc3ccccn3)C2)ccn1,4.3664758,train
O=C1CCCN1c1cccc(CNC2CCOC3(CCCC3)C2)c1,4.934151263,train
COc1ccccc1-c1ccc(NCCCN2CCCOC(C)C2)nn1,4.635299593,train
O=C(NCC1(c2ccccc2)CCCO1)c1nnc(-c2ccccc2)o1,4.45224196,train
Cc1noc(C)c1CCNC(=O)N1CCC(CCc2ccc(F)cc2F)CC1,3.758702395,train
Cc1ccc2c(c1)nc(-c1cnn(Cc3ccccc3)c1)n2C,4.880917068,train
