Molecule_Name,inchikey,canonical_smiles
OCNT-2312074,JBYHKBDJPAJRIB-UHFFFAOYSA-N,COC(=O)C(NC(=O)c1cc(C)n(-c2cccc(F)c2)n1)c1cccs1
OCNT-2312103,ZXXMWZBQFMKETN-UHFFFAOYSA-N,O=C(NCCNCc1cccc2[nH]ccc12)c1ccn[nH]1
OCNT-2312107,UHEMPWQRYZEJBV-UHFFFAOYSA-N,CCC1(Cn2cc(-c3cnc(N(C)C)nc3)nn2)COC1
OCNT-2312162,VGDYEJHSCSQLGY-LBPRGKRZSA-N,COc1ccc(-c2cc3ncnc(N[C@H]4CCOC4)c3s2)cc1
OCNT-2312189,OQOYJJXISGSEFD-UHFFFAOYSA-N,c1cnc(N2CCN(c3nnc(-c4cc5ccccc5[nH]4)[nH]3)CC2)nc1
OCNT-2312204,YCLBQJAVZIWBNG-UHFFFAOYSA-N,COc1ccc(N(Cc2cccs2)C(=O)CC2CCNCC2)cc1
OCNT-2312258,GTFXEPGXKWPROT-WKILWMFISA-N,COC(=O)C[C@H]1CC[C@H](CNC(=O)Cc2ccc3c(c2)CCCO3)CC1
OCNT-2312272,ZFONBGVUTOBBAZ-UHFFFAOYSA-N,Cn1ncc2cc(C#N)c(N3CCC(Nc4ccncc4)CC3)nc21
OCNT-2312280,PJEMYXKINDARDB-UHFFFAOYSA-N,CCCS(=O)(=O)Nc1ccccc1C(=O)NCc1cccc2c1OCC2
OCNT-2312308,GYNQRMHTTCULMF-UHFFFAOYSA-N,O=C(OCC(=O)N1N=C(c2cccs2)CC1c1ccco1)c1ccncc1
OCNT-2312322,SFBJQTXZKXTYKE-UHFFFAOYSA-N,COc1ccccc1N1CCN(C(=O)c2cc(-c3ccc(Cl)cc3)n(C)n2)CC1
OCNT-2312351,IDXOTOSTBGIMFM-LLVKDONJSA-N,CN[C@H](C)CC(=O)N1CC=C(c2ccc(Cl)c(Cl)c2)CC1
OCNT-2312358,WCXGBOSREZEJPV-UHFFFAOYSA-N,O=C(c1cc(-c2ccccc2O)[nH]n1)N1CCC(O)(Cc2ccc(F)cc2)C1
OCNT-2312373,ZUSNMOKJMOPBJW-UHFFFAOYSA-N,COc1cccc(Cc2noc(Cc3cnn(-c4ccccc4)n3)n2)n1
OCNT-2312376,UIPHQHVWOXUIQY-UHFFFAOYSA-N,Cc1ncc(C(=O)NCCc2csc(-c3ccccc3)n2)c(C)n1
OCNT-2312385,KKWSFYUJRQXGAA-UHFFFAOYSA-N,O=C(NCC(O)c1ccc(Cl)c(F)c1)C1CC(c2c(F)cccc2F)=NO1
OCNT-2312387,RDFSDZSZRPSGPR-JTQLQIEISA-N,Cc1ccc(Br)cc1C(=O)Nc1nc2c(s1)C[C@@H](N)CC2
OCNT-2312389,FFPBQUADYURRAR-UHFFFAOYSA-N,CC1CCCCC1CC(=O)NCc1nc2cnccc2s1
OCNT-2312392,PQAMIQVSIIWVLA-UHFFFAOYSA-N,O=c1[nH]c(C(F)(F)F)ccc1-c1noc(CC2CCOC2)n1
OCNT-2312400,VHWWQLJLNMECEF-UHFFFAOYSA-N,Cc1ccccc1CCN(Cc1ncc[nH]1)C(=O)c1ccc2c(c1)SCC(=O)N2
OCNT-2312407,YCGWTNODMPQGJL-UHFFFAOYSA-N,O=C(NCc1nc2c([nH]1)CCCC2)c1ccc2ccncc2c1
OCNT-2312422,UNUXWZHOGXQRBK-UHFFFAOYSA-N,O=C(c1ccc2[nH]ccc2c1)N1CCN(CCC2CCOC2)CC1
OCNT-2312443,RNYJQENSIQGTFO-UHFFFAOYSA-N,Cn1cccc1C1CCCCN1C(=O)c1cc(-c2ccccc2)no1
OCNT-2312465,JUDIGWCSUCRCTM-UHFFFAOYSA-N,Cn1c(=O)oc2cc(NS(=O)(=O)c3ccc(Cl)c(F)c3)ccc21
OCNT-2312480,USKDSEPSXFSQII-UHFFFAOYSA-N,O=C(C1CCN(c2ccc3nnnn3n2)CC1)N1CCCC(c2nc3ccccc3s2)C1
OCNT-2312493,LPKCTGUWFTZGHX-UHFFFAOYSA-N,O=C(CC1CC(F)C1)OCCOc1ccnc2ccccc12
OCNT-2312511,PVQWMGIQWLAPQO-KGLIPLIRSA-N,Cn1nnnc1C1CCN(C(=O)[C@H]2C[C@@H]2c2ccc(F)cc2F)CC1
OCNT-2312530,JGAKLUHQBWJHCU-UHFFFAOYSA-N,O=S(=O)(c1c[nH]c2ncccc12)N1CCN(c2cc(C3CC3)n[nH]2)CC1
OCNT-2312537,OFBSKHGQUHTUAK-UHFFFAOYSA-N,COC(CNC(=O)c1ccc(Oc2cccc(C)c2)cn1)OC
OCNT-2312558,JMUPJYABPJKPMN-UHFFFAOYSA-N,Cn1nc(O)cc1C(=O)NC1CCN(C(=O)c2ccccc2)C1
OCNT-2312567,IRHNGEVFACBSDS-UHFFFAOYSA-N,O=C(CN1CCOC(c2ccc(Cl)cc2)C1)NCc1ccccn1
OCNT-2312581,DXIJNEODHVKRKU-UHFFFAOYSA-N,COc1ccc(Cn2cc(C(=O)NC3CCc4[nH]ncc4C3)cn2)cc1
OCNT-2312592,BTIVUGONCMEKNX-UHFFFAOYSA-N,Cc1cc(C(F)(F)F)nn1CC(=O)NCCc1nc(-c2ccccc2)n[nH]1
OCNT-2312607,QIHYSNAOCJNIRD-UHFFFAOYSA-N,COc1c(C(=O)N2CCC(Cc3nccs3)C2)[nH]c2ccccc12
OCNT-2312608,DBDCGPKJFAXMNC-UHFFFAOYSA-N,C#CCC(Cc1ccccc1)Nc1ccc2nccnc2n1
OCNT-2312616,NNSLNWDCBLFAMQ-UHFFFAOYSA-N,COc1ccc2c(c1NC(=O)N1CCC(O)(C3CCC3)CC1)CCC2
OCNT-2312624,AEAYDVXZPKDZCK-KBPBESRZSA-N,Cn1cc([C@@H]2CN(C(=O)CCCc3nccs3)C[C@H]2CO)cn1
OCNT-2312656,XWDHGERTKVTTNK-OCCSQVGLSA-N,CO[C@H]1COC[C@H]1NC(=O)c1c(Cl)cccc1OCC1CC1
OCNT-2312659,FPZDMQCYMFEBKJ-UHFFFAOYSA-N,CCOC(=O)c1ccc(N2CCc3ccccc3C2C)nc1
OCNT-2312668,XITUDUKCDZPINF-UHFFFAOYSA-N,CCc1nc(CNC(=O)c2ccc(-n3nc(C)cc3C)cc2)c[nH]1
OCNT-2312714,WUAZOSQKECLJFW-UHFFFAOYSA-N,Cc1ccc(C)c(NC(=O)N2CCCC3(CCOC3)C2)c1
OCNT-2312721,LFVLCVXPWUQACU-WFASDCNBSA-N,COC(=O)c1ccnc(C(=O)N[C@H]2Cc3ccccc3O[C@@H]2C(F)(F)F)c1
OCNT-2312728,WFMZVSWBAHEUAY-UHFFFAOYSA-N,COc1ccccc1CNC(=O)CN1CCC(CCN2CCOCC2)CC1
OCNT-2312731,DWVAWAZUSUBEMQ-UHFFFAOYSA-N,O=C(CC1COCCN1)NS(=O)(=O)c1cccc2ncccc12
OCNT-2312732,QPKBSKVSPWCCIR-UHFFFAOYSA-N,Cc1csc(N2CCN(C(=O)c3cc(F)ccc3F)CC2)n1
OCNT-2312741,ZZFSIEKTPZLRNW-UHFFFAOYSA-N,COc1ccc2c(c1)C(Nc1nccc3nccnc13)CCC2
OCNT-2312742,JBILOGVIBNCUSD-UHFFFAOYSA-N,O=C(NCc1ccc(N2CCCC2)nc1)N1CCOCC1CCO
OCNT-2312743,CTEXNEUTVYKFTD-WBVHZDCISA-N,COCCn1nc(C)c(NC(=O)N[C@H]2c3ccccc3C[C@H]2O)c1C
OCNT-2312749,ZAFLASWCWZQRCU-UHFFFAOYSA-N,CC1OCCC1(C)NC(=O)c1ccc(-c2ccccc2F)o1
OCNT-2312760,MJSHQBKOOKTKQV-LBPRGKRZSA-N,c1n[nH]c([C@@H]2CCCN2Cc2csc(-c3ccsc3)n2)n1
OCNT-2312779,IAZSTIBERROYCJ-UHFFFAOYSA-N,Cc1oc(Br)cc1C(=O)N1CCN(C(=O)C2CC2)CC1(C)C
OCNT-2312781,AQTJUFQKRCVXHV-UHFFFAOYSA-N,CC(C)c1cccc(NC(=O)CN2CCC(c3ccn(C)n3)CC2)c1
OCNT-2312807,SDSCCHIAXZKJFU-UHFFFAOYSA-N,Cc1cccc(CC2(O)CCN(C(=O)c3cn4ccccc4n3)CC2)c1
OCNT-2312822,WYEUZHWYVCUYQY-UHFFFAOYSA-N,CC(=O)Nc1cc(S(=O)(=O)NC2CCN(C(=O)CC(C)C)CC2)ccc1F
OCNT-2312830,MEDIVWVWIKCMBU-UHFFFAOYSA-N,Cc1nc(CC2CCN(C(=O)Cc3ccc(C)c(Cl)c3)CC2)no1
OCNT-2312847,XVEOZZDPTYFUNW-UHFFFAOYSA-N,O=S(=O)(c1ccc2c(c1)OCO2)N(CC1CC1)CC1CC1
OCNT-2312853,KBMGYZFUIIVYPK-UHFFFAOYSA-N,Cn1cc(C2CCCN(C(=O)c3cc(-c4ccccc4)ccn3)C2)cn1
OCNT-2312860,OWRGYPSJKIWUAT-UHFFFAOYSA-N,NC(=O)C1CCC(CNC(=O)N2CCC(c3nc4ccccc4s3)CC2)O1
OCNT-2312906,WGYQLXGWKYLPFA-UHFFFAOYSA-N,COc1cccc(C(O)CNC(=O)COc2ccc3ccccc3c2)c1
OCNT-2312921,ZIGNJPLWUJFGKO-UHFFFAOYSA-N,CN(Cc1c(F)cccc1F)C(=O)c1cccc(Cn2ccnc2)c1
OCNT-2312967,XLHZRAFTJKNKHX-UHFFFAOYSA-N,Cc1c(Cl)cccc1N1CCN(C(=O)c2c[nH]c(=O)n2C)CC1
OCNT-2312969,BVPRAXPGVAOBHM-UHFFFAOYSA-N,COc1ccc(-c2ccc(NCc3c[nH]nc3C)nc2)cc1Cl
OCNT-2312973,XZTFOQBCMPUHSK-UHFFFAOYSA-N,CCNc1ncc(C(=O)NC(C)(C)c2ncon2)cc1Cl
OCNT-2312992,YUDPHUQAJSBUDT-UHFFFAOYSA-N,CN(C)c1cc(C#N)cc(C(=O)N2CCC3C(CCCN3C3CC3)C2)c1
OCNT-2313019,WRAOZYOLOJSJKB-UHFFFAOYSA-N,O=c1c2nnn(C3CC3)c2ncn1Cc1cccc(Cl)c1
OCNT-2313031,RZFIMRUQWQTVLX-UHFFFAOYSA-N,O=C1CCN(C(=O)c2cccc(S(=O)(=O)N3CCCCCC3)c2)c2cnccc2N1
OCNT-2313046,IPBKBWMBTUWLTQ-UHFFFAOYSA-N,CCc1ccc(-c2nc(CN3CCC(N(C)S(C)(=O)=O)CC3)cs2)cc1
OCNT-2313067,BKMRUBBEUPJYLU-UHFFFAOYSA-N,CCC(C)(C)NC(=O)NCC1CCN(Cc2nc(C)c(C)o2)CC1
OCNT-2313094,WFTNCVLBOBLEGN-UONOGXRCSA-N,COCCn1nc2c(c1C(=O)N1CC(=O)Nc3ccccc3C1)C[C@H](C)O[C@@H]2C
OCNT-2313099,XMGSKHFJBUJBTI-UHFFFAOYSA-N,COc1ccc(OC)c(C(=O)Nc2nccnc2C2CC2)c1
OCNT-2313103,WNBIMBZYKXPHFP-UHFFFAOYSA-N,CCn1cccc(NC(=O)N2CCCC(C(C)C)CC2)c1=O
OCNT-2313107,OXSKBKVLTNYZJZ-UHFFFAOYSA-N,NS(=O)(=O)c1sccc1CNC1Cc2ccc(Cl)cc2C1
OCNT-2313120,HNPLJDLBILRTDZ-UHFFFAOYSA-N,Cc1cccc(Cn2nccc2NC(=O)c2cnc3snc(C)c3c2)c1
OCNT-2313133,DMKVLYVYLQRBKM-UHFFFAOYSA-N,CCC(OC)C(=O)N(C)C(C)c1cccc(-c2nn[nH]n2)c1
OCNT-2313145,BLHIRVBNLSHBMK-UHFFFAOYSA-N,OCC(F)(F)CN1CCN(c2nc3ccccc3n3cncc23)CC1
OCNT-2313174,KUEFKGHTPSBWEL-UHFFFAOYSA-N,CC(C)N(Cc1nc2ccccc2c(=O)[nH]1)C(=O)Cc1cccc(C(F)(F)F)c1
OCNT-2313175,BQFFKKCJFAURMU-UHFFFAOYSA-N,COc1ccc(Nc2nc(C(=O)NC(C)c3cccc(N4CCNC4=O)c3)cs2)cc1
OCNT-2313198,JOBIHDLHMORTRY-UHFFFAOYSA-N,O=C(NCC1CCC2(CCOCC2)O1)c1coc(-c2ccccc2)n1
OCNT-2313211,LYSMXLVEIFJYBM-SJORKVTESA-N,Cc1n[nH]c(C)c1CC(=O)N[C@H]1CN(CC(F)(F)F)C[C@@H]1c1ccccc1
OCNT-2313243,JTRQTLSPUXJTCE-UHFFFAOYSA-N,O=C(Nc1cnc2c(F)cccc2c1)c1ccc(-n2cnnc2)cc1
OCNT-2313255,FSRWABFDKDBIDA-UHFFFAOYSA-N,Cc1cnn(C2CCN(C(=O)c3sc4ncccc4c3N)C2)c1
OCNT-2313271,LDIZCMIHDANSED-UHFFFAOYSA-M,CC(C)C1(C(=O)[O-])CC1C(=O)NC(C)(C)Cc1ccc(C#N)cc1
OCNT-2313287,PSPNJHJLCZRMIA-UHFFFAOYSA-N,Cc1nnccc1NC(=O)NCc1cc(C(F)(F)F)nn1C
OCNT-2313300,AMGUHAQZHHPZGU-UHFFFAOYSA-N,CCc1[nH]ccc1C(=O)Nc1ccc(-n2ccnc2)cc1
OCNT-2313314,RTATWVVYZGOVFV-UHFFFAOYSA-N,CC(C)(CNC(=O)c1cc[nH]c(=O)c1)Sc1ccc(Br)cc1
OCNT-2313326,FYIVOYFZRCZICX-UHFFFAOYSA-N,CC(C)n1ncc2cc(NC(=O)c3cn(Cc4cccc(F)c4)nn3)ccc21
OCNT-2313366,RCUPFXKTPISMDD-UHFFFAOYSA-N,Cc1nc(N2CCc3ccc(F)cc32)c2cnn(C)c2n1
OCNT-2313374,OFYRXFGVIZMXNC-UHFFFAOYSA-N,NC(=O)c1cccc(NC(=O)NCC2C3CC4CC(C3)CC2C4)c1
OCNT-2313386,OSXYWHPJKFSHBZ-UHFFFAOYSA-N,COc1ccc(CNC(=O)CNC(=O)CCCc2c[nH]c3ccccc23)cc1
OCNT-2313393,JTFCFWFAKZPANV-UHFFFAOYSA-N,NC(=O)c1cn(CC(=O)N2CCC(c3ccco3)C2)c2ccccc12
OCNT-2313401,CFKFIYOZBUCKGU-UHFFFAOYSA-N,NC(=O)c1cc(N2CC(Cc3ccc(Br)cc3)C2)ncn1
OCNT-2313421,UEZFUSJYOQQFGV-UHFFFAOYSA-N,Cn1nc(NC(=O)CNC(=O)c2ccc(Br)cc2)cc1C1CC1
OCNT-2313433,QSCFSMUONJJUJB-UHFFFAOYSA-N,Clc1ccc(NCC2CCCN(c3ncnc4nc[nH]c34)C2)cc1
OCNT-2313460,PPLFVYMZLYWYGR-UHFFFAOYSA-N,CC(CO)(CNc1ncnc2sccc12)Cc1cccs1
OCNT-2313504,RUWDIHYCVZUURS-UHFFFAOYSA-N,c1cnc2ccc(CNc3ncnc4sccc34)cc2c1
OCNT-2313509,YTUXANBXYDOALA-UHFFFAOYSA-N,CC(=O)NC1CCN(C(=O)NCCc2nc3c(s2)CCCC3)C1
OCNT-2313515,AMFIZLVJCNIIFQ-UHFFFAOYSA-N,CC1(C)OCCC1Nc1nc2c(cnn2-c2ccccc2)c(=O)[nH]1
OCNT-2313521,KAIWQGPNSLOCDD-UHFFFAOYSA-N,COCCNCC(=O)Nc1ncc(Cc2ccc(C(F)(F)F)cc2)s1
OCNT-2313522,NXAQFXFUPZLHKK-UHFFFAOYSA-N,O=C(c1ccc2[nH]ccc2c1)N1CCC(c2c[nH]cn2)CC1
OCNT-2313532,DBEMDJCSEVHWPT-UHFFFAOYSA-N,O=C(Nc1ccnn1Cc1ccc(Cl)s1)c1ncoc1C1CC1
OCNT-2313558,OIPJIZBECNFXGT-UHFFFAOYSA-N,Cc1nnccc1NC(=O)NCCC1OCCc2ccccc21
OCNT-2313567,DHNZZMXDGCZABY-UHFFFAOYSA-N,Cn1cnc2c(C(=O)Nc3c[nH]nc3-c3ccccn3)ccnc21
OCNT-2313581,RJDNHGAQACJKRG-UHFFFAOYSA-N,Cc1ccc(C(CNC(=O)CNc2cccnc2)N(C)C)cc1
OCNT-2313639,UUDRQUDXXFGXLQ-UHFFFAOYSA-N,O=C(NCCOc1cccc(C(F)(F)F)n1)c1ccnc(NC(=O)C2CC2)c1
OCNT-2313642,GGXUBOXSDLLLRW-UHFFFAOYSA-N,Cn1nc(C(F)(F)F)cc1CNC(=O)c1ccnn1C1CCCC1
OCNT-2313643,YQHXRQUOFRLUFK-UHFFFAOYSA-N,O=C(CNC(=O)C1CC1)Nc1nc2ccccc2n1CCc1ccccn1
OCNT-2313645,FRCQMDKKZZBGTP-UHFFFAOYSA-N,O=C(NC1COc2cc(F)cc(F)c21)c1ccccc1OC(F)F
OCNT-2313652,CEMCKNGTJNXVBU-DNVCBOLYSA-N,Cc1ccccc1CC(=O)N[C@H]1c2ccccc2OC[C@H]1CO
OCNT-2313664,PDHFEWSJRAAGIE-GUYCJALGSA-N,O=C(NC1CC1)c1cccc(S(=O)(=O)N[C@]23CCC[C@H]2CNC3)c1
OCNT-2313666,SSOPMQGHWIWDLU-UHFFFAOYSA-N,O=C(NCC(F)(F)C1(O)CCCCC1)c1cnc2n1CCC2
OCNT-2313667,NWIQZCQGBSFWSR-UHFFFAOYSA-N,COc1cncc(NC(=O)N2CCN(C3CCCN(C)C3)CC2)c1
OCNT-2313671,WGKDQQWFANDLEP-UHFFFAOYSA-N,O=C(CN1C(=O)COc2ccc(Cl)cc21)N1CCC(c2ccco2)C1
OCNT-2313675,YDFOSAZBCLLMBO-UHFFFAOYSA-N,CC(=O)Nc1ccc(C(=O)Nc2ccc(NC(N)=O)cc2)cc1
OCNT-2313684,KTXGZAHGTOTYGL-UHFFFAOYSA-N,O=C(NCc1cnn2ccccc12)c1cc2ccc(Cl)cc2[nH]1
OCNT-2313708,NDFPYBQHVQZPMN-UHFFFAOYSA-N,CCCc1cc(C(=O)NCC2CCC3(CCOCC3)O2)cc(=O)[nH]1
OCNT-2313710,BIFLDVCMWKAYEW-UHFFFAOYSA-N,Cc1cccc2oc(C(=O)N3Cc4cnn(C)c4CC(C)(C)C3)cc12
OCNT-2313789,OORSXFVBXLFCHO-UHFFFAOYSA-N,O=c1c2c(-c3ccc(Cl)cc3)csc2ncn1CCC1CCNC1
OCNT-2313792,UFRFFDWQHAVRIU-UHFFFAOYSA-N,CC(C)(C)Cc1ncc(C(=O)Nc2cc3n(n2)CCCC3)s1
OCNT-2313804,UTFJVWIFVHWOCG-QMTHXVAHSA-N,C[C@H]1OCCO[C@H]1C(=O)Nc1cnn(-c2ccccc2)c1C(F)F
OCNT-2313808,MKQBWARPRLEMRM-UHFFFAOYSA-N,O=C(NCC1CCN1C1CCOCC1)c1csc(-c2ccoc2)n1
OCNT-2313826,OSJLPZDRGKVMAN-KBPBESRZSA-N,COC(=O)c1ccc(C(=O)N[C@H]2CC[C@H]2c2ccccc2)n1C
OCNT-2313839,GPJFIUFMOSAZGL-UHFFFAOYSA-N,O=C1CN(C(=O)NCc2ccc(OC(F)F)cn2)C2CCCCC2N1
OCNT-2313845,CEZWATQPKVMJIE-UHFFFAOYSA-N,Cc1cc(SCC(=O)Nc2ccc(N(C)C)cc2)nc2ccccc12
OCNT-2313867,XCJBZSLPRJLGAD-UHFFFAOYSA-N,Cc1ccc2c(C)cc(N3CCN(c4ccnc(C)n4)CC3)nc2c1
OCNT-2313871,LYIQMTLUFSULDO-UHFFFAOYSA-N,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)NCCN1CCN(c2ncccn2)CC1
OCNT-2313887,PEIDMFGKYSEABD-UHFFFAOYSA-N,CC(=O)Nc1cccc(NC2CCN(c3ccc(C)cc3)C2=O)c1
OCNT-2313897,QVFHSMGCYHVHEX-UHFFFAOYSA-N,COc1cccc(C(C)C(=O)N2CCc3nccc(O)c3C2)c1
OCNT-2313909,UZRQOSFDZJTFGF-UHFFFAOYSA-N,COc1cc(OC)c(S(=O)(=O)n2nc(C)cc2C)cc1S(=O)(=O)n1nc(C)cc1C
OCNT-2313910,LSRTWYOTIFENKS-UHFFFAOYSA-N,Cc1nc(-c2ccc(F)cc2)sc1C(C)NC(=O)C1CC(F)(F)CN1
OCNT-2313912,MFQUCJFOGBKLIU-UHFFFAOYSA-N,CCn1nc(COc2ccccc2)nc1-c1cc2n(n1)CCC2
OCNT-2313939,LCJHPXYBKAHYBP-YPMHNXCESA-N,COc1cn(C)c(C(=O)N[C@H]2C[C@@H]2c2ccc(F)cc2F)cc1=O
OCNT-2313944,NUKPHKXLLJXVFK-UHFFFAOYSA-N,CNC(=O)C1(C)CCN(C(=O)NCC(c2ccc(Cl)cc2Cl)c2c[nH]c3ccccc23)C1
OCNT-2313949,HYDMJJIQJHFVMR-UHFFFAOYSA-N,COCC1COCCN1C(=O)c1ncc2c(F)cccn12
OCNT-2313954,WGRJKHRILGAHPP-UHFFFAOYSA-N,CCc1nc2c(C(=O)N3CCCCC3c3cncn3C)ccnc2[nH]1
OCNT-2313984,CVPBNALLHHKCFW-UHFFFAOYSA-N,Cc1ccc(CC(C)(C)NCc2ccc3cc[nH]c3n2)cc1
OCNT-2314011,UXHPOOLMZAWLIS-UHFFFAOYSA-N,O=S(=O)(c1cccc(NCc2ccco2)n1)N1CCCC2CC21
OCNT-2314017,LEQSLZQFYHLUIU-UHFFFAOYSA-N,O=C(C1CCc2ncncc2C1)N1CCN(c2cccc(Cl)c2)CC1
OCNT-2314033,RJCXPEGJXBHJKB-UHFFFAOYSA-N,O=C(NCC1CCCCC1O)c1cc(=O)[nH]c2ccc(F)cc12
OCNT-2314036,GJSVSPJKICEEPA-UHFFFAOYSA-N,Cn1cc(C(=O)N2CCCC(c3nc(-c4ccc(F)cc4)no3)C2)c(=O)[nH]c1=O
OCNT-2314041,ZUYXKEDIFSQYBY-UHFFFAOYSA-N,Cn1cc(C2CCCCN2C(=O)c2cc3ccccc3[nH]c2=O)cn1
OCNT-2314054,VQVPXYROELRNLE-LBPRGKRZSA-N,C[C@H](Nc1cc(-c2ccccc2)nc2ncnn12)c1ccc(Cl)cn1
OCNT-2314062,NEGKAPWDJURIMH-UHFFFAOYSA-N,C#CCNS(=O)(=O)c1cccc(-c2nc(-c3ccc4[nH]ccc4c3)no2)c1
OCNT-2314067,BBVBTGGZKHONFX-UHFFFAOYSA-N,O=C(c1cc(-c2ccc3ccccc3c2)[nH]n1)N1CCC(n2cc(C3CC3)nn2)C1
OCNT-2314073,DIYUFBAIKTZZNR-UHFFFAOYSA-N,O=S(=O)(c1ccccc1F)N1CCN(Cc2cocn2)CC1
OCNT-2314074,GHSVIASTMJPJAL-UHFFFAOYSA-N,Cc1c(S(=O)(=O)N2CCCC(C)C2C(=O)O)oc2ccc(F)cc12
OCNT-2314127,ZWKPLPQOZQTTCU-WDEVSDKISA-N,N#Cc1cnc(N[C@@H]2CC(Cn3cccn3)C[C@H]2O)c(Cl)c1
OCNT-2314135,UHKMGEDTTFFMSI-UHFFFAOYSA-N,Cc1nn(C)cc1C(=O)Nc1ccc(Cc2ccncc2)cc1
OCNT-2314148,RVTZNVLWCXLJPL-UHFFFAOYSA-N,COc1cccc(CC(=O)N2CCC(c3ccccc3OC)C2)c1
OCNT-2314151,LXJKAAXWGFNAFK-UHFFFAOYSA-N,CCNc1ccc(NC(=O)C(F)(F)Cc2c(C)[nH]c3ccccc23)cn1
OCNT-2314172,VEUVBVWSGSYXGX-FZMZJTMJSA-N,C[C@H]1CC[C@@H](C(=O)O)N1S(=O)(=O)c1ccc(N2CCCC2=O)cc1
OCNT-2314176,ZERPZYBRMRUZEU-UHFFFAOYSA-N,FC(F)(F)COc1ccc(Cn2cc(Cn3ccnc3)nn2)cc1
OCNT-2314182,IVCDGKPHARCRJC-UHFFFAOYSA-N,COc1cccc(-c2ccc(CNC(=O)c3ccncn3)cc2)c1
OCNT-2314199,JATURAANLPDRKL-UHFFFAOYSA-N,NC(=O)c1ccccc1Oc1ccc(NC(=O)c2ccc3nc(C(F)(F)F)cn3c2)cc1
OCNT-2314210,MVNQOYNSBTYFJP-UHFFFAOYSA-N,Cc1nc(NCc2cc(F)c(Cl)cc2F)c2cnn(C)c2n1
OCNT-2314213,VLJKAMHQYUPXEX-UHFFFAOYSA-N,CC(CNC(=O)c1ccccc1Cn1cc(-c2cccc(Cl)c2)nn1)C(=O)OC(C)(C)C
OCNT-2314215,DIPOULUMVHFNBF-UHFFFAOYSA-N,COc1ccc2c(c1)CCCC2Cn1c(=O)[nH]c2cccnc2c1=O
OCNT-2314254,PNZYMSWQEYPOPA-UHFFFAOYSA-N,O=C(NCCN1CCc2sccc2C1)c1cc2ccccc2[nH]1
OCNT-2314266,VHVGLSGEIFKTCG-UHFFFAOYSA-N,Cc1cccc2cc(C(=O)Nc3cccc4c3CNCC4)nn12
OCNT-2314267,KLULEELEFHAFLA-UHFFFAOYSA-N,Cc1cc(-c2noc(C3CCCN3S(=O)(=O)c3cccs3)n2)ccc1O
OCNT-2314275,UOAZSMRAKRPPSF-UHFFFAOYSA-N,CN(C)CC(CNc1ccnc2nccn12)c1ccc(Cl)cc1
OCNT-2314279,NVQLRNPGJMCFJN-UHFFFAOYSA-N,CCc1cnc(NC(=O)N2CCc3cc(OC)c(OC)cc3C2)s1
OCNT-2314283,LKHLFUHYEJGOEG-UHFFFAOYSA-N,COc1cccc(CC(=O)N2CCN(C(=O)c3cnc4ccccc4c3)CC2)c1
OCNT-2314295,KFADPKUTZZVLIQ-OAHLLOKOSA-N,C[C@H](c1ccccc1)N(CC(N)=O)S(=O)(=O)c1cnn(-c2ccccc2)c1
OCNT-2314306,FAIPFRSDTGEWBZ-UHFFFAOYSA-N,CC(C)C1CN(C(=O)c2ccc(C#N)s2)c2ccccc2N1
OCNT-2314310,CRRWDCQIGUFMTL-UHFFFAOYSA-N,Cc1nc(-c2ccc3c(c2)CCN3C(=O)c2cccc(COc3ccccc3C(N)=O)c2)cs1
OCNT-2314321,WDVWPZGOCHWSJT-ZETCQYMHSA-N,C[C@H](NC(=O)Nc1nc2cc3c(cc2s1)OCO3)C(C)(C)O
OCNT-2314341,KBTGNWQIXXNKTI-UHFFFAOYSA-N,CC1(C)CC(c2ccccc2)CN1C(=O)c1cn[nH]c(=O)c1
OCNT-2314354,MILIOGNESIKGOH-UHFFFAOYSA-N,O=C(NCC1CC2(CCNCC2)CO1)c1ccnc2[nH]ccc12
OCNT-2314381,AVLOASHADGUSOL-UHFFFAOYSA-N,Cn1cc(CN(CC2CCc3ccccc32)c2nccc(C#N)n2)cn1
OCNT-2314387,ZPNRFLVQUATPER-UHFFFAOYSA-N,O=C(c1cc(F)cnc1O)N1CCC(Cc2cccc(F)c2)CC1
OCNT-2314397,UAHSWNYRQYPIEV-UHFFFAOYSA-N,CC1CCc2n[nH]cc2C1c1nc(C2COc3ccccc3O2)no1
OCNT-2314402,XTZRHLYNKPNFJU-UHFFFAOYSA-N,COc1ccccc1NC(=O)Nc1ccn(Cc2cccnc2)n1
OCNT-2314405,BFEUJJDBPNVUAZ-UHFFFAOYSA-N,Cn1cc(NC(=O)Cc2ccc(C3CCC3)cc2)c(-c2ccccn2)n1
OCNT-2314433,PDCGVJNVWODTOB-UHFFFAOYSA-N,Cc1cc(C)c(C#N)c(NCc2ccc3c(c2)CNC3)n1
OCNT-2314454,XXQZZAVTJKDDAX-UHFFFAOYSA-N,COc1ccc(OC(F)F)c(CNC(=O)c2n[nH]c3nc[nH]c(=O)c23)c1
OCNT-2314482,SCENQOKIKYBZGN-UHFFFAOYSA-N,O=C(Nc1cnc2cccnn12)c1cc(C2CC2)nc2ccc(F)cc12
