inchikey,isoform,max_response,n_replicates_eff
MTPDACKXWMOHEB-UHFFFAOYSA-N,CYP2C9,3.649,1
MTPDACKXWMOHEB-UHFFFAOYSA-N,CYP2D6,17.63,1
MTPDACKXWMOHEB-UHFFFAOYSA-N,CYP3A4,-3.6669,1
MTSSENIRHIPGNK-UHFFFAOYSA-N,CYP1A2,2.3653,1
MTSSENIRHIPGNK-UHFFFAOYSA-N,CYP2C9,-23.4503,1
MTSSENIRHIPGNK-UHFFFAOYSA-N,CYP2D6,-1.4527,1
MTSSENIRHIPGNK-UHFFFAOYSA-N,CYP3A4,-3.0093,1
MTSVMLMUKIIFQW-IOJHDDLYSA-N,CYP1A2,-6.741,2
MTSVMLMUKIIFQW-IOJHDDLYSA-N,CYP2C9,4.7485,2
MTSVMLMUKIIFQW-IOJHDDLYSA-N,CYP2D6,16.9555,2
MTSVMLMUKIIFQW-IOJHDDLYSA-N,CYP3A4,-13.22345,2
MTTKTWXJJTWGAO-UHFFFAOYSA-N,CYP1A2,10.9643,1
MTTKTWXJJTWGAO-UHFFFAOYSA-N,CYP2C9,-18.4327,1
MTTKTWXJJTWGAO-UHFFFAOYSA-N,CYP2D6,-6.4365,1
MTTKTWXJJTWGAO-UHFFFAOYSA-N,CYP3A4,-2.4497,1
MTTSOESQIKQVMS-HMAPJEAMSA-N,CYP1A2,-55.4772,1
MTTSOESQIKQVMS-HMAPJEAMSA-N,CYP2C9,-26.6964,1
MTTSOESQIKQVMS-HMAPJEAMSA-N,CYP2D6,0.2896,1
MTTSOESQIKQVMS-HMAPJEAMSA-N,CYP3A4,-91.8801,1
MTVOJCCQWYUXSY-UHFFFAOYSA-N,CYP1A2,-66.1202,1
MTVOJCCQWYUXSY-UHFFFAOYSA-N,CYP2C9,-96.6701,1
MTVOJCCQWYUXSY-UHFFFAOYSA-N,CYP2D6,-59.4507,1
MTVOJCCQWYUXSY-UHFFFAOYSA-N,CYP3A4,-99.0253,1
MTVVHDQIPCZQRQ-UHFFFAOYSA-N,CYP1A2,-13.279,1
MTVVHDQIPCZQRQ-UHFFFAOYSA-N,CYP2C9,-64.7871,1
MTVVHDQIPCZQRQ-UHFFFAOYSA-N,CYP2D6,2.4092,1
MTVVHDQIPCZQRQ-UHFFFAOYSA-N,CYP3A4,-82.3991,1
MTXOAJNODHZMNY-UHFFFAOYSA-N,CYP1A2,4.6746,1
MTXOAJNODHZMNY-UHFFFAOYSA-N,CYP2C9,-85.5879,1
MTXOAJNODHZMNY-UHFFFAOYSA-N,CYP2D6,-72.1149,1
MTXOAJNODHZMNY-UHFFFAOYSA-N,CYP3A4,-84.752,1
MTXSIJUGVMTTMU-JTQLQIEISA-N,CYP1A2,-14.922,2
MTXSIJUGVMTTMU-JTQLQIEISA-N,CYP2C9,2.5999999999999996,2
MTXSIJUGVMTTMU-JTQLQIEISA-N,CYP2D6,-25.693,2
MTXSIJUGVMTTMU-JTQLQIEISA-N,CYP3A4,-5.4847,2
MTXZZJCYHSYXTB-XLPZGREQSA-N,CYP1A2,-24.05,1
MTXZZJCYHSYXTB-XLPZGREQSA-N,CYP2C9,-38.3,1
MTXZZJCYHSYXTB-XLPZGREQSA-N,CYP2D6,-45.97,1
MTXZZJCYHSYXTB-XLPZGREQSA-N,CYP3A4,-19.6218,1
MTZVJHSZYMWIAG-UHFFFAOYSA-N,CYP1A2,-110.9,1
MTZVJHSZYMWIAG-UHFFFAOYSA-N,CYP2C9,-86.03,1
MTZVJHSZYMWIAG-UHFFFAOYSA-N,CYP2D6,-89.85,1
MTZVJHSZYMWIAG-UHFFFAOYSA-N,CYP3A4,-83.5931,1
MUBCSPNQWKADCS-UHFFFAOYSA-N,CYP1A2,-26.437,1
MUBCSPNQWKADCS-UHFFFAOYSA-N,CYP2C9,-29.6034,1
MUBCSPNQWKADCS-UHFFFAOYSA-N,CYP2D6,-20.2465,1
MUBCSPNQWKADCS-UHFFFAOYSA-N,CYP3A4,-35.9689,1
MUDPGMWUQBQPRT-UHFFFAOYSA-N,CYP1A2,-98.6699,1
MUDPGMWUQBQPRT-UHFFFAOYSA-N,CYP2C9,-114.5,1
MUDPGMWUQBQPRT-UHFFFAOYSA-N,CYP2D6,-103.047,1
MUDPGMWUQBQPRT-UHFFFAOYSA-N,CYP3A4,-92.8622,1
MUDRLQRJCGJJTB-UHFFFAOYSA-N,CYP1A2,-112.4,1
MUDRLQRJCGJJTB-UHFFFAOYSA-N,CYP2C9,-8.504,1
MUDRLQRJCGJJTB-UHFFFAOYSA-N,CYP2D6,-11.87,1
MUDRLQRJCGJJTB-UHFFFAOYSA-N,CYP3A4,-52.1834,1
MUEZRLPDKPSWGQ-UHFFFAOYSA-N,CYP1A2,-29.9652,1
MUEZRLPDKPSWGQ-UHFFFAOYSA-N,CYP2C9,67.5713,1
MUEZRLPDKPSWGQ-UHFFFAOYSA-N,CYP2D6,-2.6976,1
MUEZRLPDKPSWGQ-UHFFFAOYSA-N,CYP3A4,-41.9845,1
MUFBISDLIAVLLP-UHFFFAOYSA-N,CYP1A2,-20.5124,1
MUFBISDLIAVLLP-UHFFFAOYSA-N,CYP2C9,-23.669,1
MUFBISDLIAVLLP-UHFFFAOYSA-N,CYP2D6,4.6424,1
MUFBISDLIAVLLP-UHFFFAOYSA-N,CYP3A4,-9.3209,1
MUFNMFPFXBNQNF-UHFFFAOYSA-N,CYP1A2,-88.0384,1
MUFNMFPFXBNQNF-UHFFFAOYSA-N,CYP2C9,-73.2682,1
MUFNMFPFXBNQNF-UHFFFAOYSA-N,CYP2D6,-51.4614,1
MUFNMFPFXBNQNF-UHFFFAOYSA-N,CYP3A4,-16.1798,1
MUFYHTGUVQFKAV-UHFFFAOYSA-N,CYP1A2,-85.9452,1
MUFYHTGUVQFKAV-UHFFFAOYSA-N,CYP2C9,-52.3646,1
MUFYHTGUVQFKAV-UHFFFAOYSA-N,CYP2D6,-61.7722,1
MUFYHTGUVQFKAV-UHFFFAOYSA-N,CYP3A4,28.6733,1
MUHBZXWIFFRFDF-PXNMLYILSA-N,CYP1A2,-112.067,1
MUHBZXWIFFRFDF-PXNMLYILSA-N,CYP2C9,-22.5996,1
MUHBZXWIFFRFDF-PXNMLYILSA-N,CYP2D6,-47.3129,1
MUHBZXWIFFRFDF-PXNMLYILSA-N,CYP3A4,-66.2605,1
MUIMLQCLZPRCSU-UHFFFAOYSA-N,CYP1A2,-68.5497,1
MUIMLQCLZPRCSU-UHFFFAOYSA-N,CYP2C9,-66.983,1
MUIMLQCLZPRCSU-UHFFFAOYSA-N,CYP2D6,-19.5633,1
MUIMLQCLZPRCSU-UHFFFAOYSA-N,CYP3A4,-58.5862,1
MULYWAQNBZWZHL-UDWIEESQSA-N,CYP1A2,-0.9779,1
MULYWAQNBZWZHL-UDWIEESQSA-N,CYP2C9,-111.409,1
MULYWAQNBZWZHL-UDWIEESQSA-N,CYP2D6,-3.8512,1
MULYWAQNBZWZHL-UDWIEESQSA-N,CYP3A4,0.7855,1
MUNWAHDYFVYIKH-NTSWFWBYSA-N,CYP1A2,-5.52,1
MUNWAHDYFVYIKH-NTSWFWBYSA-N,CYP2C9,15.88,1
MUNWAHDYFVYIKH-NTSWFWBYSA-N,CYP2D6,3.695,1
MUNWAHDYFVYIKH-NTSWFWBYSA-N,CYP3A4,8.5774,1
MUNZOSQRJHMWSO-UHFFFAOYSA-N,CYP1A2,-22.4793,1
MUNZOSQRJHMWSO-UHFFFAOYSA-N,CYP2C9,-1.6994,1
MUNZOSQRJHMWSO-UHFFFAOYSA-N,CYP2D6,12.406,1
MUNZOSQRJHMWSO-UHFFFAOYSA-N,CYP3A4,-1.6657,1
MUOZHNMMWBGHDP-UHFFFAOYSA-N,CYP1A2,-28.5292,1
MUOZHNMMWBGHDP-UHFFFAOYSA-N,CYP2C9,-49.8184,1
MUOZHNMMWBGHDP-UHFFFAOYSA-N,CYP2D6,-16.323,1
MUOZHNMMWBGHDP-UHFFFAOYSA-N,CYP3A4,-94.6519,1
MUPFIGLSLOVQLZ-UHFFFAOYSA-N,CYP1A2,-1.6144,1
MUPFIGLSLOVQLZ-UHFFFAOYSA-N,CYP2C9,-8.237,1
MUPFIGLSLOVQLZ-UHFFFAOYSA-N,CYP2D6,18.963,1
MUPFIGLSLOVQLZ-UHFFFAOYSA-N,CYP3A4,-11.513,1
MUPMMKQQHLLQBN-HXUWFJFHSA-N,CYP1A2,-8.644,1
MUPMMKQQHLLQBN-HXUWFJFHSA-N,CYP2C9,1.308,1
MUPMMKQQHLLQBN-HXUWFJFHSA-N,CYP2D6,2.564,1
MUPMMKQQHLLQBN-HXUWFJFHSA-N,CYP3A4,-53.1236,1
MUQNGPZZQDCDFT-RSYBUCNYSA-N,CYP1A2,-15.12,1
MUQNGPZZQDCDFT-RSYBUCNYSA-N,CYP2C9,-18.2,1
MUQNGPZZQDCDFT-RSYBUCNYSA-N,CYP2D6,-10.57,1
MUQNGPZZQDCDFT-RSYBUCNYSA-N,CYP3A4,-40.9075,1
MURZSIQUBHOHPQ-UHFFFAOYSA-N,CYP1A2,-8.089,1
MURZSIQUBHOHPQ-UHFFFAOYSA-N,CYP2C9,21.08,1
MURZSIQUBHOHPQ-UHFFFAOYSA-N,CYP2D6,3.23,1
MURZSIQUBHOHPQ-UHFFFAOYSA-N,CYP3A4,-0.5859,1
MUSIUABUSKETPW-VQHVLOKHSA-N,CYP1A2,-57.0929,1
MUSIUABUSKETPW-VQHVLOKHSA-N,CYP2C9,-42.5703,1
MUSIUABUSKETPW-VQHVLOKHSA-N,CYP2D6,-4.8638,1
MUSIUABUSKETPW-VQHVLOKHSA-N,CYP3A4,-102.713,1
MUSVQCJDRASAFK-UHFFFAOYSA-N,CYP1A2,-61.3446,1
MUSVQCJDRASAFK-UHFFFAOYSA-N,CYP2C9,-90.9057,1
MUSVQCJDRASAFK-UHFFFAOYSA-N,CYP2D6,-4.9205,1
MUSVQCJDRASAFK-UHFFFAOYSA-N,CYP3A4,-8.6908,1
MUSWGUJDGYZRMQ-UHFFFAOYSA-N,CYP1A2,-76.2709,1
MUSWGUJDGYZRMQ-UHFFFAOYSA-N,CYP2C9,-76.874,1
MUSWGUJDGYZRMQ-UHFFFAOYSA-N,CYP2D6,-8.565,1
MUSWGUJDGYZRMQ-UHFFFAOYSA-N,CYP3A4,-29.9807,1
MUUKUXFNFXJKBD-AWEZNQCLSA-N,CYP1A2,-2.845,1
MUUKUXFNFXJKBD-AWEZNQCLSA-N,CYP2C9,-4.593,1
MUUKUXFNFXJKBD-AWEZNQCLSA-N,CYP2D6,-3.573,1
MUUKUXFNFXJKBD-AWEZNQCLSA-N,CYP3A4,-14.1019,1
MUXKOHPMHXDQGE-UHFFFAOYSA-N,CYP1A2,-39.7165,1
MUXKOHPMHXDQGE-UHFFFAOYSA-N,CYP2C9,-89.1218,1
MUXKOHPMHXDQGE-UHFFFAOYSA-N,CYP2D6,-37.2929,1
MUXKOHPMHXDQGE-UHFFFAOYSA-N,CYP3A4,-100.651,1
MUYGBBOWNZCBDV-UHFFFAOYSA-N,CYP1A2,-112.168,1
MUYGBBOWNZCBDV-UHFFFAOYSA-N,CYP2C9,-95.9854,1
MUYGBBOWNZCBDV-UHFFFAOYSA-N,CYP2D6,-65.6191,1
MUYGBBOWNZCBDV-UHFFFAOYSA-N,CYP3A4,-37.8167,1
MUYXXSFTSDPSQP-UHFFFAOYSA-N,CYP1A2,-7.366,1
MUYXXSFTSDPSQP-UHFFFAOYSA-N,CYP2C9,-9.351,1
MUYXXSFTSDPSQP-UHFFFAOYSA-N,CYP2D6,-24.44,1
MUYXXSFTSDPSQP-UHFFFAOYSA-N,CYP3A4,-5.7549,1
MVAWJSIDNICKHF-UHFFFAOYSA-N,CYP1A2,-23.47,1
MVAWJSIDNICKHF-UHFFFAOYSA-N,CYP2C9,-8.665,1
MVAWJSIDNICKHF-UHFFFAOYSA-N,CYP2D6,-22.39,1
MVAWJSIDNICKHF-UHFFFAOYSA-N,CYP3A4,-44.4801,1
MVBWBQNHPLNREC-UHFFFAOYSA-N,CYP1A2,-54.32,1
MVBWBQNHPLNREC-UHFFFAOYSA-N,CYP2C9,-86.12,1
MVBWBQNHPLNREC-UHFFFAOYSA-N,CYP2D6,-13.83,1
MVBWBQNHPLNREC-UHFFFAOYSA-N,CYP3A4,-34.0142,1
MVCLSAMNMAWXFQ-UHFFFAOYSA-N,CYP1A2,-45.1459,1
MVCLSAMNMAWXFQ-UHFFFAOYSA-N,CYP2C9,-36.3711,1
MVCLSAMNMAWXFQ-UHFFFAOYSA-N,CYP2D6,-1.3073,1
MVCLSAMNMAWXFQ-UHFFFAOYSA-N,CYP3A4,5.873,1
MVDCYGWRXQLGBK-UHFFFAOYSA-N,CYP1A2,-67.95,1
MVDCYGWRXQLGBK-UHFFFAOYSA-N,CYP2C9,-82.07,1
MVDCYGWRXQLGBK-UHFFFAOYSA-N,CYP2D6,-95.16,1
MVDCYGWRXQLGBK-UHFFFAOYSA-N,CYP3A4,-71.2916,1
MVDRMKBFPQALTL-UHFFFAOYSA-N,CYP1A2,-83.06,1
MVDRMKBFPQALTL-UHFFFAOYSA-N,CYP2C9,-9.311,1
MVDRMKBFPQALTL-UHFFFAOYSA-N,CYP2D6,-0.9065,1
MVDRMKBFPQALTL-UHFFFAOYSA-N,CYP3A4,-26.1603,1
MVDSFPIEJILRME-VIFPVBQESA-N,CYP1A2,-0.6789,1
MVDSFPIEJILRME-VIFPVBQESA-N,CYP2C9,-20.02,1
MVDSFPIEJILRME-VIFPVBQESA-N,CYP2D6,-0.8253,1
MVDSFPIEJILRME-VIFPVBQESA-N,CYP3A4,-3.3269,1
MVEATXROYCMTPN-UHFFFAOYSA-N,CYP1A2,-55.1776,1
MVEATXROYCMTPN-UHFFFAOYSA-N,CYP2C9,-82.2942,1
MVEATXROYCMTPN-UHFFFAOYSA-N,CYP2D6,-56.3786,1
MVEATXROYCMTPN-UHFFFAOYSA-N,CYP3A4,-61.1364,1
MVFAZLWCBJPGAR-UHFFFAOYSA-N,CYP1A2,-44.1653,1
MVFAZLWCBJPGAR-UHFFFAOYSA-N,CYP2C9,41.538,1
MVFAZLWCBJPGAR-UHFFFAOYSA-N,CYP2D6,-0.372,1
MVFAZLWCBJPGAR-UHFFFAOYSA-N,CYP3A4,-81.5582,1
MVFGUOIZUNYYSO-NSHDSACASA-N,CYP1A2,-19.88,2
MVFGUOIZUNYYSO-NSHDSACASA-N,CYP2C9,14.29,2
MVFGUOIZUNYYSO-NSHDSACASA-N,CYP2D6,-14.45,2
MVFGUOIZUNYYSO-NSHDSACASA-N,CYP3A4,-5.4781,2
MVFRNLSTNCCXEE-NRFANRHFSA-N,CYP1A2,-17.77,1
MVFRNLSTNCCXEE-NRFANRHFSA-N,CYP2C9,24.0,1
MVFRNLSTNCCXEE-NRFANRHFSA-N,CYP2D6,2.186,1
MVFRNLSTNCCXEE-NRFANRHFSA-N,CYP3A4,-58.2405,1
MVGGSMXYHZCBHH-UHFFFAOYSA-N,CYP1A2,-48.3483,1
MVGGSMXYHZCBHH-UHFFFAOYSA-N,CYP2C9,-98.2933,1
MVGGSMXYHZCBHH-UHFFFAOYSA-N,CYP2D6,-100.646,1
MVGGSMXYHZCBHH-UHFFFAOYSA-N,CYP3A4,-107.256,1
MVGROEOMVASFLP-UHFFFAOYSA-N,CYP1A2,-5.8625,1
MVGROEOMVASFLP-UHFFFAOYSA-N,CYP2C9,-24.2862,1
MVGROEOMVASFLP-UHFFFAOYSA-N,CYP2D6,-9.3711,1
MVGROEOMVASFLP-UHFFFAOYSA-N,CYP3A4,-8.6477,1
MVGSNCBCUWPVDA-MFOYZWKCSA-N,CYP1A2,-82.5,1
MVGSNCBCUWPVDA-MFOYZWKCSA-N,CYP2C9,-6.178,1
MVGSNCBCUWPVDA-MFOYZWKCSA-N,CYP2D6,8.351,1
MVGSNCBCUWPVDA-MFOYZWKCSA-N,CYP3A4,-44.9612,1
MVHTXZAUTOTWNR-UHFFFAOYSA-N,CYP1A2,-116.0,1
MVHTXZAUTOTWNR-UHFFFAOYSA-N,CYP2C9,10.29,1
MVHTXZAUTOTWNR-UHFFFAOYSA-N,CYP2D6,-45.3,1
MVHTXZAUTOTWNR-UHFFFAOYSA-N,CYP3A4,-88.7413,1
MVIGKCNFOQLCAI-UHFFFAOYSA-N,CYP1A2,-21.0826,1
MVIGKCNFOQLCAI-UHFFFAOYSA-N,CYP2C9,86.7838,1
MVIGKCNFOQLCAI-UHFFFAOYSA-N,CYP2D6,8.266,1
MVIGKCNFOQLCAI-UHFFFAOYSA-N,CYP3A4,-35.5285,1
MVMFYTDVZDLDRF-UHFFFAOYSA-N,CYP1A2,-17.4639,1
MVMFYTDVZDLDRF-UHFFFAOYSA-N,CYP2C9,-51.2084,1
MVMFYTDVZDLDRF-UHFFFAOYSA-N,CYP2D6,7.3435,1
MVMFYTDVZDLDRF-UHFFFAOYSA-N,CYP3A4,-27.4582,1
MVMJPGJHGAKLFX-UHFFFAOYSA-N,CYP1A2,-54.9263,1
MVMJPGJHGAKLFX-UHFFFAOYSA-N,CYP2C9,-32.2256,1
MVMJPGJHGAKLFX-UHFFFAOYSA-N,CYP2D6,-104.18,1
MVMJPGJHGAKLFX-UHFFFAOYSA-N,CYP3A4,-77.7918,1
MVMQESMQSYOVGV-OAHLLOKOSA-N,CYP1A2,-36.75,1
MVMQESMQSYOVGV-OAHLLOKOSA-N,CYP2C9,-100.4,1
MVMQESMQSYOVGV-OAHLLOKOSA-N,CYP2D6,-101.3,1
MVMQESMQSYOVGV-OAHLLOKOSA-N,CYP3A4,-14.3762,1
MVPDHUMZJWGNIU-UHFFFAOYSA-N,CYP1A2,-28.6173,1
MVPDHUMZJWGNIU-UHFFFAOYSA-N,CYP2C9,-79.1625,1
MVPDHUMZJWGNIU-UHFFFAOYSA-N,CYP2D6,-17.9372,1
MVPDHUMZJWGNIU-UHFFFAOYSA-N,CYP3A4,-45.2762,1
MVPRPHAFDAFJPH-UHFFFAOYSA-N,CYP1A2,-25.8368,1
MVPRPHAFDAFJPH-UHFFFAOYSA-N,CYP2C9,-13.5738,1
MVPRPHAFDAFJPH-UHFFFAOYSA-N,CYP2D6,16.3076,1
MVPRPHAFDAFJPH-UHFFFAOYSA-N,CYP3A4,-54.2333,1
MVQGZOHGUOCIDG-UHFFFAOYSA-N,CYP1A2,-34.21,1
MVQGZOHGUOCIDG-UHFFFAOYSA-N,CYP2C9,-9.766,1
MVQGZOHGUOCIDG-UHFFFAOYSA-N,CYP2D6,-36.93,1
MVQGZOHGUOCIDG-UHFFFAOYSA-N,CYP3A4,-103.073,1
MVUWTSPZNFFTNH-UHFFFAOYSA-N,CYP1A2,-80.122,1
MVUWTSPZNFFTNH-UHFFFAOYSA-N,CYP2C9,-64.6418,1
MVUWTSPZNFFTNH-UHFFFAOYSA-N,CYP2D6,-44.3939,1
MVUWTSPZNFFTNH-UHFFFAOYSA-N,CYP3A4,-40.6449,1
MVVJWBNJBLIQCI-UHFFFAOYSA-N,CYP1A2,-1.698,1
MVVJWBNJBLIQCI-UHFFFAOYSA-N,CYP2C9,1.704,1
MVVJWBNJBLIQCI-UHFFFAOYSA-N,CYP2D6,-13.36,1
MVVJWBNJBLIQCI-UHFFFAOYSA-N,CYP3A4,33.7786,1
MVWIPZLDZGAODL-UHFFFAOYSA-N,CYP1A2,-4.2543,1
MVWIPZLDZGAODL-UHFFFAOYSA-N,CYP2C9,-95.7453,1
MVWIPZLDZGAODL-UHFFFAOYSA-N,CYP2D6,-22.983,1
MVWIPZLDZGAODL-UHFFFAOYSA-N,CYP3A4,-61.7584,1
MVWVZBVKGFTXOW-UHFFFAOYSA-N,CYP1A2,-41.8713,1
MVWVZBVKGFTXOW-UHFFFAOYSA-N,CYP2C9,-60.0007,1
MVWVZBVKGFTXOW-UHFFFAOYSA-N,CYP2D6,-15.7917,1
MVWVZBVKGFTXOW-UHFFFAOYSA-N,CYP3A4,-99.8875,1
MVXCPTMUVMYDJO-UHFFFAOYSA-N,CYP1A2,-93.4678,1
MVXCPTMUVMYDJO-UHFFFAOYSA-N,CYP2C9,-89.2128,1
MVXCPTMUVMYDJO-UHFFFAOYSA-N,CYP2D6,-30.1332,1
MVXCPTMUVMYDJO-UHFFFAOYSA-N,CYP3A4,-77.0153,1
MVYDQXZUIUTFFD-UHFFFAOYSA-N,CYP1A2,-19.9,1
MVYDQXZUIUTFFD-UHFFFAOYSA-N,CYP2C9,0.0576,1
MVYDQXZUIUTFFD-UHFFFAOYSA-N,CYP2D6,-2.309,1
MVYDQXZUIUTFFD-UHFFFAOYSA-N,CYP3A4,-13.8773,1
MVZGFNHAYUEDHQ-UHFFFAOYSA-N,CYP1A2,-25.7367,1
MVZGFNHAYUEDHQ-UHFFFAOYSA-N,CYP2C9,11.9124,1
MVZGFNHAYUEDHQ-UHFFFAOYSA-N,CYP2D6,0.4375,1
MVZGFNHAYUEDHQ-UHFFFAOYSA-N,CYP3A4,-78.8082,1
MWBBAOUJSUEBDM-WDSKDSINSA-N,CYP1A2,-6.089,1
MWBBAOUJSUEBDM-WDSKDSINSA-N,CYP2C9,7.713,1
MWBBAOUJSUEBDM-WDSKDSINSA-N,CYP2D6,-4.027,1
MWBBAOUJSUEBDM-WDSKDSINSA-N,CYP3A4,2.9209,1
MWCNONFICGHCLB-UHFFFAOYSA-N,CYP1A2,-47.4616,1
MWCNONFICGHCLB-UHFFFAOYSA-N,CYP2C9,-18.4314,1
MWCNONFICGHCLB-UHFFFAOYSA-N,CYP2D6,-21.6981,1
MWCNONFICGHCLB-UHFFFAOYSA-N,CYP3A4,3.109,1
MWETYYAIQGBUMS-UHFFFAOYSA-N,CYP1A2,-7.6844,1
MWETYYAIQGBUMS-UHFFFAOYSA-N,CYP2C9,-92.1667,1
MWETYYAIQGBUMS-UHFFFAOYSA-N,CYP2D6,-0.01,1
MWETYYAIQGBUMS-UHFFFAOYSA-N,CYP3A4,-19.1132,1
MWFIIXUAZJHOJI-UHFFFAOYSA-N,CYP1A2,-42.6596,1
MWFIIXUAZJHOJI-UHFFFAOYSA-N,CYP2C9,-60.272,1
MWFIIXUAZJHOJI-UHFFFAOYSA-N,CYP2D6,-5.6484,1
MWFIIXUAZJHOJI-UHFFFAOYSA-N,CYP3A4,-13.1766,1
MWHBOCMKBJUAIM-UHFFFAOYSA-N,CYP1A2,-28.2,1
MWHBOCMKBJUAIM-UHFFFAOYSA-N,CYP2C9,8.175,1
MWHBOCMKBJUAIM-UHFFFAOYSA-N,CYP2D6,1.492,1
MWHBOCMKBJUAIM-UHFFFAOYSA-N,CYP3A4,-3.3036,1
MWIASLNTAGRGGA-HRKISDNUSA-N,CYP1A2,-1.315,1
MWIASLNTAGRGGA-HRKISDNUSA-N,CYP2C9,8.887,1
MWIASLNTAGRGGA-HRKISDNUSA-N,CYP2D6,-4.723,1
MWIASLNTAGRGGA-HRKISDNUSA-N,CYP3A4,-88.4448,1
MWIGRGMJHVFEFD-UHFFFAOYSA-N,CYP1A2,-97.3958,1
MWIGRGMJHVFEFD-UHFFFAOYSA-N,CYP2C9,-105.95,1
MWIGRGMJHVFEFD-UHFFFAOYSA-N,CYP2D6,-3.1318,1
MWIGRGMJHVFEFD-UHFFFAOYSA-N,CYP3A4,-61.314,1
MWISQAMLADFEOT-UHFFFAOYSA-N,CYP1A2,-1.727,1
MWISQAMLADFEOT-UHFFFAOYSA-N,CYP2C9,1.952,1
MWISQAMLADFEOT-UHFFFAOYSA-N,CYP2D6,-1.418,1
MWISQAMLADFEOT-UHFFFAOYSA-N,CYP3A4,-50.9342,1
MWLGNPMKQJTFKH-YFKPBYRVSA-N,CYP1A2,-9.795,1
MWLGNPMKQJTFKH-YFKPBYRVSA-N,CYP2C9,-1.853,1
MWLGNPMKQJTFKH-YFKPBYRVSA-N,CYP2D6,1.311,1
MWLGNPMKQJTFKH-YFKPBYRVSA-N,CYP3A4,-4.3404,1
MWLHLHGTQWVLGE-UHFFFAOYSA-N,CYP1A2,-7.1637,1
MWLHLHGTQWVLGE-UHFFFAOYSA-N,CYP2C9,4.5999,1
MWLHLHGTQWVLGE-UHFFFAOYSA-N,CYP2D6,5.8053,1
MWLHLHGTQWVLGE-UHFFFAOYSA-N,CYP3A4,-96.8303,1
MWNXECGGOBMPBZ-UHFFFAOYSA-N,CYP1A2,-9.259,1
MWNXECGGOBMPBZ-UHFFFAOYSA-N,CYP2C9,10.74,1
MWNXECGGOBMPBZ-UHFFFAOYSA-N,CYP2D6,-3.893,1
MWNXECGGOBMPBZ-UHFFFAOYSA-N,CYP3A4,-59.658,1
MWORENZCEPQGMT-UHFFFAOYSA-N,CYP1A2,-40.13,1
MWORENZCEPQGMT-UHFFFAOYSA-N,CYP2C9,-54.08,1
MWORENZCEPQGMT-UHFFFAOYSA-N,CYP2D6,-16.26,1
MWORENZCEPQGMT-UHFFFAOYSA-N,CYP3A4,25.3402,1
MWPPELUBOBZLKD-UHFFFAOYSA-N,CYP1A2,-23.76,1
MWPPELUBOBZLKD-UHFFFAOYSA-N,CYP2C9,-45.68,1
MWPPELUBOBZLKD-UHFFFAOYSA-N,CYP2D6,-5.226,1
MWPPELUBOBZLKD-UHFFFAOYSA-N,CYP3A4,-57.3272,1
MWQRCJCBHFELLF-UHFFFAOYSA-N,CYP1A2,-106.1,1
MWQRCJCBHFELLF-UHFFFAOYSA-N,CYP2C9,-37.18,1
MWQRCJCBHFELLF-UHFFFAOYSA-N,CYP2D6,-5.169,1
MWQRCJCBHFELLF-UHFFFAOYSA-N,CYP3A4,-46.1876,1
MWTCQRUHLHPMAV-PMVDBGLNSA-N,CYP1A2,-17.28,1
MWTCQRUHLHPMAV-PMVDBGLNSA-N,CYP2C9,13.33,1
MWTCQRUHLHPMAV-PMVDBGLNSA-N,CYP2D6,-10.32,1
MWTCQRUHLHPMAV-PMVDBGLNSA-N,CYP3A4,-1.3878,1
MWUWPBOVIGVXOG-UHFFFAOYSA-N,CYP1A2,-28.1918,1
MWUWPBOVIGVXOG-UHFFFAOYSA-N,CYP2C9,-112.019,1
MWUWPBOVIGVXOG-UHFFFAOYSA-N,CYP2D6,-12.6459,1
MWUWPBOVIGVXOG-UHFFFAOYSA-N,CYP3A4,-106.457,1
MWWKSUWOTCVNTE-UHFFFAOYSA-N,CYP1A2,-101.6,1
MWWKSUWOTCVNTE-UHFFFAOYSA-N,CYP2C9,-9.536,1
MWWKSUWOTCVNTE-UHFFFAOYSA-N,CYP2D6,-84.05,1
MWWKSUWOTCVNTE-UHFFFAOYSA-N,CYP3A4,-80.5999,1
MWWXYVRLUBXHBW-UHFFFAOYSA-N,CYP1A2,-10.41,1
MWWXYVRLUBXHBW-UHFFFAOYSA-N,CYP2C9,-4.368,1
MWWXYVRLUBXHBW-UHFFFAOYSA-N,CYP2D6,-7.839,1
MWWXYVRLUBXHBW-UHFFFAOYSA-N,CYP3A4,6.3915,1
MWXCQLJKVDDGJR-UHFFFAOYSA-N,CYP1A2,-8.6197,1
MWXCQLJKVDDGJR-UHFFFAOYSA-N,CYP2C9,-22.2143,1
MWXCQLJKVDDGJR-UHFFFAOYSA-N,CYP2D6,3.3203,1
MWXCQLJKVDDGJR-UHFFFAOYSA-N,CYP3A4,-17.7936,1
MWYJTJSJYKOZSD-UHFFFAOYSA-N,CYP1A2,-75.7966,1
MWYJTJSJYKOZSD-UHFFFAOYSA-N,CYP2C9,-45.9345,1
MWYJTJSJYKOZSD-UHFFFAOYSA-N,CYP2D6,-11.0357,1
MWYJTJSJYKOZSD-UHFFFAOYSA-N,CYP3A4,-85.5068,1
MWYRGSGWTGXQSM-UHFFFAOYSA-N,CYP1A2,-72.4516,1
