inchikey,Molecule_Name,CYP2D6_pIC50_direct_inhibition,density,weight_unclipped,weight,repeat,fold
SMRUWTFDCWAZON-UHFFFAOYSA-N,OCNT-2309342,4.887505255,0.5436847090902712,0.3421929722764323,0.3421929722764323,1,4
UNXHWBNUCBKFTR-UHFFFAOYSA-N,OCNT-2309368,5.279088677,0.40446176064256806,0.4599818936882381,0.4599818936882381,1,4
ZPRUSZIYKMPBOQ-UHFFFAOYSA-N,OCNT-2309371,4.49137587,0.7681648884836562,0.24219420774633038,0.24219420774633038,1,4
APLZTWIKOAAHGG-OAHLLOKOSA-N,OCNT-2309372,5.00270215,0.49142723520804926,0.37858114743291305,0.37858114743291305,1,4
PRZNERQKPPAXRZ-MOPGFXCFSA-N,OCNT-2309379,4.354577762,0.6545387593105415,0.2842384563762396,0.2842384563762396,1,4
GJLFZZVHBYMJBF-UHFFFAOYSA-N,OCNT-2309390,4.479350962,0.7644768739428054,0.24336260902872828,0.24336260902872828,1,4
ZYJGGUBSMFRWAS-IRQCGSAXSA-N,OCNT-2309398,4.5833125,0.7590485749964456,0.24510300488439563,0.24510300488439563,1,4
MZOUBTFGGXQHPW-UHFFFAOYSA-N,OCNT-2309402,4.361858233,0.6642477665145009,0.28008387225911113,0.28008387225911113,1,4
FDTLDSJQJPLLPT-UHFFFAOYSA-N,OCNT-2309424,4.272804338,0.5270015682389679,0.353025679233815,0.353025679233815,1,4
XDVBFTZRKVTXJJ-UHFFFAOYSA-N,OCNT-2309429,4.231383845,0.4554746408988942,0.4084642038856021,0.4084642038856021,1,4
FKZOSNVMEGROHU-UHFFFAOYSA-N,OCNT-2309434,5.434160313,0.341184417428663,0.5452918629372833,0.5452918629372833,1,4
HAKCDVKQMMAHCO-UHFFFAOYSA-N,OCNT-2309435,4.78945537,0.6104485555184649,0.3047678381789861,0.3047678381789861,1,4
QOMNZKKELSCABI-UHFFFAOYSA-N,OCNT-2309445,4.303172358,0.5775341793179851,0.32213692842309266,0.32213692842309266,1,4
PYIWSJVAJVCDJD-UHFFFAOYSA-N,OCNT-2309448,4.57077991,0.7637551049853913,0.24359259318915574,0.24359259318915574,1,4
BMKQCIAAGVYKPA-UHFFFAOYSA-N,OCNT-2309461,4.396423975,0.7053070766684184,0.2637788457527579,0.2637788457527579,1,4
NHLYQLGKEWBBCF-UHFFFAOYSA-N,OCNT-2309465,2.394134305,0.01873069777717789,9.932629782299458,5.0,1,4
JZQDBNRJLWKWSB-UHFFFAOYSA-N,OCNT-2309466,4.458210463,0.7549855417274484,0.24642205221462382,0.24642205221462382,1,4
XCLSMLMSUUDBJC-UHFFFAOYSA-N,OCNT-2309476,4.673651312,0.7033791724245126,0.26450184179261277,0.26450184179261277,1,4
RLHVXEPQNQUDCI-UHFFFAOYSA-N,OCNT-2309483,4.437077415,0.7416322176707493,0.25085895967297744,0.25085895967297744,1,4
GCTJEOJLGZLREK-UHFFFAOYSA-N,OCNT-2309487,4.77270833,0.6235953224393006,0.2983426589171643,0.2983426589171643,1,4
NHKYFFIMWRXZCG-UHFFFAOYSA-N,OCNT-2309491,4.341911315,0.6368608786165071,0.29212830122177513,0.29212830122177513,1,4
FKXADKCFWZZCLK-UHFFFAOYSA-N,OCNT-2309502,3.393216993,0.02836160852302314,6.559750884151063,5.0,1,4
VHRWMNXPYKUVDY-UHFFFAOYSA-N,OCNT-2309505,4.2697782,0.5218405192308025,0.3565171345051538,0.3565171345051538,1,4
BAVBWDPYCHMZSH-UHFFFAOYSA-N,OCNT-2309511,4.911090125,0.5307727675436174,0.35051739267983206,0.35051739267983206,1,4
WROCZHPTMZEAPU-UHFFFAOYSA-N,OCNT-2309518,4.763546113,0.6309253230515102,0.2948765563649095,0.2948765563649095,1,4
PQDNSHRLKSHCPF-IUODEOHRSA-N,OCNT-2309520,5.013470625,0.4877094581751729,0.3814670465505401,0.3814670465505401,1,4
HIVZUFUERULVAL-UHFFFAOYSA-N,OCNT-2309527,4.418213612,0.7264800415720406,0.2560911187350195,0.2560911187350195,1,4
ABJJHLHSXMHIRM-UHFFFAOYSA-N,OCNT-2309539,5.380498507,0.36422207450180416,0.5108012380614942,0.5108012380614942,1,4
GKWFLKZYXIKUQH-UHFFFAOYSA-N,OCNT-2309546,4.434372137,0.739644908950895,0.25153297796469914,0.25153297796469914,1,4
LXSXXEMTYWLERB-UHFFFAOYSA-N,OCNT-2309549,4.462573875,0.7572610081819928,0.24568158742452387,0.24568158742452387,1,4
GUMSGYXZMJPIFJ-YPMHNXCESA-N,OCNT-2309554,5.617211242,0.25743401338847716,0.722690386309204,0.722690386309204,1,4
QMJAELYZTXCCRL-UHFFFAOYSA-N,OCNT-2309565,4.969772243,0.503818054007705,0.3692703846258001,0.3692703846258001,1,4
VJOLPRXCRRLZKY-UHFFFAOYSA-N,OCNT-2309576,4.935606362,0.5186591313284,0.35870396440981384,0.35870396440981384,1,4
XUWIQIYEULASKP-UHFFFAOYSA-N,OCNT-2309582,5.067188322,0.47087530875630085,0.39510478278472244,0.39510478278472244,1,4
DDMGYMGEWRCEQD-UHFFFAOYSA-N,OCNT-2309589,4.379761063,0.6865991924782492,0.2709660725252616,0.2709660725252616,1,4
ICQPYVZPTBHWKX-UHFFFAOYSA-N,OCNT-2309593,5.51965537,0.302804753589504,0.6144060962697389,0.6144060962697389,1,4
ZECSDSYFPHZCCH-UHFFFAOYSA-N,OCNT-2309595,4.681517073,0.6973137212076137,0.2668025609228697,0.2668025609228697,1,4
IFNGIJKNTWRPTP-UHFFFAOYSA-N,OCNT-2309602,4.276122025,0.5326391654755103,0.34928915979874814,0.34928915979874814,1,4
FLNIOMXTQNQBJO-RNCFNFMXSA-N,OCNT-2309614,5.54515675,0.29104909031919757,0.6392223606705285,0.6392223606705285,1,4
QVQOHIBPHPVPPB-UHFFFAOYSA-N,OCNT-2309641,4.624523775,0.7376412120639735,0.252216231335936,0.252216231335936,1,4
BYZMEVYWUJTTRC-UHFFFAOYSA-N,OCNT-2309646,4.56322221,0.7661256287760583,0.2428388760235942,0.2428388760235942,1,4
RXWSOBRRXFTSLA-UHFFFAOYSA-N,OCNT-2309655,4.595812623,0.7534559408841608,0.24692231687300562,0.24692231687300562,1,4
RSUDJUKPYSQPJM-UHFFFAOYSA-N,OCNT-2309661,3.403934743,0.028638706538690148,6.496281050036435,5.0,1,4
LEPILDQORMQWAC-UHFFFAOYSA-N,OCNT-2309670,5.028736595,0.482669771960123,0.3854500476160292,0.3854500476160292,1,4
MCMWQUUFOTYOLS-UHFFFAOYSA-N,OCNT-2309676,4.456160227,0.7538593702689772,0.24679017588979021,0.24679017588979021,1,4
YSSUBBRJQCDCQC-UHFFFAOYSA-N,OCNT-2309692,3.26384948,0.024133161523944707,7.709105431555458,5.0,1,4
DONMNQYGZGXTJP-UHFFFAOYSA-N,OCNT-2309697,4.890540237,0.5419521379145883,0.34328693175884856,0.34328693175884856,1,4
HVVUYBCZZBMJOT-OAHLLOKOSA-N,OCNT-2309702,4.638122052,0.7289253251656738,0.25523202468313483,0.25523202468313483,1,4
LWSCUHAHWXGQOH-UHFFFAOYSA-N,OCNT-2309728,4.978560573,0.5003448670540603,0.3718337067795799,0.3718337067795799,1,4
BPSIMDRRYLTHLE-UHFFFAOYSA-N,OCNT-2309730,4.851135392,0.5660851386270149,0.3286521300242607,0.3286521300242607,1,4
IWGOKMFJOUAZQS-UHFFFAOYSA-N,OCNT-2309752,5.17905231,0.4382555914623279,0.4245127505711234,0.4245127505711234,1,4
PZMBVFVMDYSNFQ-UHFFFAOYSA-N,OCNT-2309755,4.395583258,0.7044140600109978,0.2641132497865569,0.2641132497865569,1,4
FGDFAEAOTKYXNH-UHFFFAOYSA-N,OCNT-2309758,4.817660003,0.5892651776375808,0.3157238772036717,0.3157238772036717,1,4
JEIGWQHMZMNNGN-UHFFFAOYSA-N,OCNT-2309776,7.08157569,0.019966559205407002,9.317834118082088,5.0,1,4
YRTLYQAIURDYMT-UHFFFAOYSA-N,OCNT-2309787,5.005770848,0.4903528396337683,0.37941064382088524,0.37941064382088524,1,4
CLSZSOXETXFYPQ-UHFFFAOYSA-N,OCNT-2309804,4.77042854,0.6254112217531731,0.29747641250075385,0.29747641250075385,1,4
UAPMKFKSRAQMIU-UHFFFAOYSA-N,OCNT-2309817,4.965197052,0.5056787154392247,0.3679116421248845,0.3679116421248845,1,4
FKWGYVQNEUUREI-UHFFFAOYSA-N,OCNT-2309819,5.471543947,0.3246236094802309,0.5731101532717608,0.5731101532717608,1,4
XLZQKDNFGFOCIC-UHFFFAOYSA-N,OCNT-2309836,4.636173695,0.7302160924005234,0.25478086352936963,0.25478086352936963,1,4
FGUQAYRHKXYOTM-UHFFFAOYSA-N,OCNT-2309846,5.762859247,0.19242922576696136,0.9668234429740654,0.9668234429740654,1,4
GQSXIGPOISNNMZ-UHFFFAOYSA-N,OCNT-2309864,4.437198148,0.7417194467007714,0.2508294577045149,0.2508294577045149,1,4
CPCWNLRNPXRRHG-UHFFFAOYSA-N,OCNT-2309866,6.220280083,0.09291830865240104,2.002243575922428,2.002243575922428,1,4
FWIIXEUDIUGFOZ-UHFFFAOYSA-N,OCNT-2309867,4.750066065,0.6418401325712256,0.28986203439717406,0.28986203439717406,1,4
ZCEYLWXXNMDZEQ-UHFFFAOYSA-N,OCNT-2309871,5.25134928,0.4144717115314841,0.44887282149463414,0.44887282149463414,1,4
RTWDTWBKBKIPLM-UHFFFAOYSA-N,OCNT-2309879,5.033517508,0.4811404736120859,0.3866751952670773,0.3866751952670773,1,4
FXPCYBRAZNMLOB-UHFFFAOYSA-N,OCNT-2309880,4.329587508,0.6187794398939144,0.30066462230345525,0.30066462230345525,1,4
OOQDJWRFWDBFGF-UHFFFAOYSA-N,OCNT-2309885,4.642903758,0.7257021329808021,0.2563656328536229,0.2563656328536229,1,4
OURCMYKQWKGRFD-UHFFFAOYSA-N,OCNT-2309893,4.750333077,0.641622755693495,0.28996023743540916,0.28996023743540916,1,4
QGVJVDSSUBWUGO-UHFFFAOYSA-N,OCNT-2309900,5.4999317,0.31181181881319137,0.5966582257624694,0.5966582257624694,1,4
DZNPQDPYYZENCJ-UHFFFAOYSA-N,OCNT-2309901,4.399624023,0.708655483608056,0.26253248706637455,0.26253248706637455,1,4
YVSNGUCAHVBFFA-UHFFFAOYSA-N,OCNT-2309922,5.516911278,0.30406264088481644,0.6118643383595556,0.6118643383595556,1,4
JOYGWYISRWPUIM-UHFFFAOYSA-N,OCNT-2309940,4.478287435,0.7640913818211016,0.2434853880192127,0.2434853880192127,1,4
HFMYCXSQSVPMLT-UHFFFAOYSA-N,OCNT-2309963,4.91648705,0.5279940815649647,0.3523620682137442,0.3523620682137442,1,4
WYZFXWKRUGQONW-UHFFFAOYSA-N,OCNT-2309973,6.112826623,0.10571977520322008,1.759794572275828,1.759794572275828,1,4
WBWNBROSFREOPO-WFASDCNBSA-N,OCNT-2309977,4.780683557,0.6172897945122461,0.3013901869734483,0.3013901869734483,1,4
ZPRQFKSHIREKOP-UHFFFAOYSA-N,OCNT-2309987,6.246195765,0.08992462673447692,2.0689002928440074,2.0689002928440074,1,4
OCQARKZPXFUWDY-VTVVEXCCSA-N,OCNT-2309990,5.231734955,0.42125134676959175,0.44164864518903685,0.44164864518903685,1,4
PFNJCNWOBAUXCO-UHFFFAOYSA-N,OCNT-2310006,4.813623608,0.5922118185587976,0.31415294452853937,0.31415294452853937,1,4
YMARYWNDXSNPMK-UHFFFAOYSA-N,OCNT-2310010,5.115861845,0.4568540858934377,0.40723086939457254,0.40723086939457254,1,4
VTXQAUDKIYUBRI-UHFFFAOYSA-N,OCNT-2310018,3.165873505,0.020176079976717085,9.221072021896264,5.0,1,4
YDDBBPMIFIWYPM-UHFFFAOYSA-N,OCNT-2310024,4.575766957,0.7619951892409141,0.24415519836835464,0.24415519836835464,1,4
SGCPYVGCKOGTOH-UHFFFAOYSA-N,OCNT-2310035,5.727459315,0.20729633491509214,0.8974837237766445,0.8974837237766445,1,4
OQNCBOFIXGDOFI-UHFFFAOYSA-N,OCNT-2310041,4.71020044,0.6744271157471994,0.27585647468922947,0.27585647468922947,1,4
PITGDDHCRBKQAQ-AWEZNQCLSA-N,OCNT-2310050,5.234369557,0.42035524774344574,0.44259013675593684,0.44259013675593684,1,4
QVXOTODHQDGDHT-QGZVFWFLSA-N,OCNT-2310061,4.454191563,0.752743707431545,0.2471559506218342,0.2471559506218342,1,4
PSFPWBSLDGMLAJ-UHFFFAOYSA-N,OCNT-2310066,5.80726313,0.1751878242669279,1.0619749823559461,1.0619749823559461,1,4
MLQRNUKEFWJQOH-UHFFFAOYSA-N,OCNT-2310067,6.041477758,0.11574329050397142,1.6073941372736738,1.6073941372736738,1,4
VZNLEGJZPWCFOH-UHFFFAOYSA-N,OCNT-2310095,5.200771175,0.4314497456418278,0.4312091696985133,0.4312091696985133,1,4
GJSIXZKKNDJEAL-UHFFFAOYSA-N,OCNT-2310123,4.767935308,0.6274033930929389,0.2965318463894377,0.2965318463894377,1,4
NXEKYIWIFDTJEQ-UHFFFAOYSA-N,OCNT-2310153,4.78452492,0.6142809773651793,0.30286642992404894,0.30286642992404894,1,4
KGAOPTNPBILCQP-UHFFFAOYSA-N,OCNT-2310161,6.273570915,0.08674780831967499,2.1446661326503054,2.1446661326503054,1,4
VKSJXCSFVDMTMF-UHFFFAOYSA-N,OCNT-2310174,4.724097408,0.6630852191949914,0.2805749264185267,0.2805749264185267,1,4
MQSRMNFIJLKRSM-UHFFFAOYSA-N,OCNT-2310178,4.82825322,0.5816808301054752,0.31984049835562245,0.31984049835562245,1,4
ZRRPLSAYPNSFPN-UHFFFAOYSA-N,OCNT-2310180,5.36237939,0.3717678106524004,0.500433553562274,0.500433553562274,1,4
RMNZTHHCDTUWDA-UHFFFAOYSA-N,OCNT-2310197,4.303319457,0.5777719412178485,0.3220043642006824,0.3220043642006824,1,4
QWRGZZMJFDQUSJ-UHFFFAOYSA-N,OCNT-2310201,5.075189547,0.4685319688926268,0.3970808801469067,0.3970808801469067,1,4
YFWYLSQWPNJHAE-UHFFFAOYSA-N,OCNT-2310250,4.515868185,0.7719469741792426,0.2410075987183655,0.2410075987183655,1,4
HTHQNIFHKWWWJY-UHFFFAOYSA-N,OCNT-2310252,3.21653553,0.022230552075495773,8.368891872456942,5.0,1,4
WCATUHMRMHHKBE-UHFFFAOYSA-N,OCNT-2310292,5.395895972,0.3577111927084365,0.5200985889655656,0.5200985889655656,1,4
IJNUWPZEBUHKFT-UHFFFAOYSA-N,OCNT-2310303,5.481127608,0.320319683935874,0.5808106585859781,0.5808106585859781,1,4
HVARVXFCDPEOMH-UHFFFAOYSA-N,OCNT-2310310,5.851700248,0.15979852870062383,1.1642478068956155,1.1642478068956155,1,4
YCKIUQTYJLWMQM-UHFFFAOYSA-N,OCNT-2310311,5.449095072,0.33461379478795333,0.5559994521527278,0.5559994521527278,1,4
YQQFMMGTYBYGGL-UHFFFAOYSA-N,OCNT-2310312,5.550957415,0.28836020195186185,0.6451829528677653,0.6451829528677653,1,4
QTPBGMVTBOLBLI-NKUTVCTDSA-N,OCNT-2310336,5.0412681,0.47870479416805223,0.3886426224499751,0.3886426224499751,1,4
UIUOCURODLIUQA-HOCLYGCPSA-N,OCNT-2310337,5.558205412,0.2849937997918757,0.652803979317135,0.652803979317135,1,4
UWEBGWUZVATUQB-CYBMUJFWSA-N,OCNT-2310340,4.4006855,0.7097483281635678,0.2621282491305448,0.2621282491305448,1,4
GQMDVEHOCDKMQP-UHFFFAOYSA-N,OCNT-2310353,4.91651345,0.527980647297626,0.35237103393293995,0.35237103393293995,1,4
UZKDRZIBIHEIJW-UHFFFAOYSA-N,OCNT-2310355,4.59424021,0.7542061140505381,0.2466767149177218,0.2466767149177218,1,4
BJEJLVYFCONOIU-UHFFFAOYSA-N,OCNT-2310378,5.334976388,0.3829135514359292,0.4858670733568364,0.4858670733568364,1,4
IBJZPRORRZJCSC-UHFFFAOYSA-N,OCNT-2310398,4.655835553,0.7166224154943007,0.25961382530369226,0.25961382530369226,1,4
UKDDZRBOIOQMJY-UHFFFAOYSA-N,OCNT-2310401,5.908671838,0.1430426464370613,1.3006267097183992,1.3006267097183992,1,4
MUOUIEPROLPZDM-UHFFFAOYSA-N,OCNT-2310418,4.6058799,0.7483526385556126,0.24860617441522084,0.24860617441522084,1,4
TUTNRJIYQDWINN-UHFFFAOYSA-N,OCNT-2310433,6.077275615,0.11045515519387965,1.6843495105166097,1.6843495105166097,1,4
RFHWZVNSOBPKEO-UHFFFAOYSA-N,OCNT-2310437,4.706699085,0.6772675750385904,0.27469953300842226,0.27469953300842226,1,4
QYQRNOKPPBKPEE-UHFFFAOYSA-N,OCNT-2310440,6.62229506,0.0493787575407124,3.7677150226279923,3.7677150226279923,1,4
VTMZRYUXSIFDIG-UHFFFAOYSA-N,OCNT-2310442,5.686585445,0.22539690603194745,0.8254110043483808,0.8254110043483808,1,4
XVCFYPXRSADGLR-UHFFFAOYSA-N,OCNT-2310447,5.852477645,0.15954716240906938,1.1660820773975213,1.1660820773975213,1,4
LEQOABJBJQUSIJ-UHFFFAOYSA-N,OCNT-2310448,2.541736832,0.02387160938514149,7.793571165781901,5.0,1,4
IYYSRPHITYNJJB-UHFFFAOYSA-N,OCNT-2310450,5.994918962,0.1237164150831048,1.5038027610149725,1.5038027610149725,1,4
XJMQMZVTGVHTOH-UHFFFAOYSA-N,OCNT-2310453,4.211133418,0.42048976821674217,0.4424485460700915,0.4424485460700915,1,4
OKIZSZJYXQZGPI-UHFFFAOYSA-N,OCNT-2310465,2.321939205,0.016494184817227333,11.279435064322353,5.0,1,4
VWNSZFGHZDFUAQ-UHFFFAOYSA-N,OCNT-2310469,4.427315033,0.7341667433857055,0.2534098530898801,0.2534098530898801,1,4
KHXGLECBIVVOEH-UHFFFAOYSA-N,OCNT-2310478,5.602696508,0.264222385491047,0.7041231053874932,0.7041231053874932,1,4
LGYSCTIZOHPFJD-UHFFFAOYSA-N,OCNT-2310481,4.891956715,0.5411507413178808,0.34379530947655385,0.34379530947655385,1,4
FIFZZZAYJPOCGX-UHFFFAOYSA-N,OCNT-2310486,4.394962288,0.7037509203153531,0.2643621219017091,0.2643621219017091,1,4
SJMZHOSSMCLHCV-UHFFFAOYSA-N,OCNT-2310494,4.850859632,0.566266379314326,0.32854694077039054,0.32854694077039054,1,4
IUGBKTDUGLZNFN-UHFFFAOYSA-N,OCNT-2310498,4.90725313,0.5327877096526563,0.3491917760380338,0.3491917760380338,1,4
DJASTDXLHIIVHO-UHFFFAOYSA-N,OCNT-2310500,4.397598207,0.7065450986536725,0.263316647358191,0.263316647358191,1,4
HANYAPMMDGMJBS-UHFFFAOYSA-N,OCNT-2310513,4.804007323,0.5993510328855122,0.3104108884056693,0.3104108884056693,1,4
XDYLETNFYYCZIL-UHFFFAOYSA-N,OCNT-2310518,5.015409928,0.48705497227930045,0.381979647418855,0.381979647418855,1,4
DLKJZMONGZUVHF-UHFFFAOYSA-N,OCNT-2310539,2.867100462,0.019141077009259686,9.719677032533028,5.0,1,4
NOCBHRIGICTARN-UHFFFAOYSA-N,OCNT-2310555,3.457433948,0.029908710393881644,6.22043157778231,5.0,1,4
ZDGFSUMOXCBGQT-UHFFFAOYSA-N,OCNT-2310560,4.577813117,0.761229406780213,0.2444008139041369,0.2444008139041369,1,4
HSFFJASGMZOXAD-UHFFFAOYSA-N,OCNT-2310562,4.484070133,0.7660707590690395,0.2428562693228716,0.2428562693228716,1,4
XVRHQCGPDQBZJL-UHFFFAOYSA-N,OCNT-2310580,4.67877771,0.6994391727855663,0.26599180289532476,0.26599180289532476,1,4
QQULOXRKJYHTLY-UHFFFAOYSA-N,OCNT-2310581,6.626563685,0.04901068932013949,3.7960104043751457,3.7960104043751457,1,4
MPLFNWDKKKLLJT-UHFFFAOYSA-N,OCNT-2310583,4.086618592,0.23059497612001237,0.8068045961592017,0.8068045961592017,1,4
XTNMZHDMZGRSBV-UHFFFAOYSA-N,OCNT-2310605,5.83714999,0.16461830241880365,1.1301604004610135,1.1301604004610135,1,4
FNSPOGKBLVJSPX-UHFFFAOYSA-N,OCNT-2310613,6.613189975,0.05017157036372833,3.708177464569639,3.708177464569639,1,4
PAIPIHSNHNHBEQ-UHFFFAOYSA-N,OCNT-2310632,4.829552772,0.5807657326055364,0.32034446273229344,0.32034446273229344,1,4
AZIRSKUMMWCLMP-UHFFFAOYSA-N,OCNT-2310634,4.655220685,0.7170652308886871,0.2594535037687915,0.2594535037687915,1,4
IZWCUJPEJUAMOS-UHFFFAOYSA-N,OCNT-2310635,4.32772043,0.6159699960021092,0.30203595595946897,0.30203595595946897,1,4
MSMMDODZVKXGBJ-UHFFFAOYSA-N,OCNT-2310639,5.842200027,0.16292082381914094,1.1419355870148113,1.1419355870148113,1,4
LVKGJVDHSRWRLM-UHFFFAOYSA-N,OCNT-2310648,4.572781035,0.7630672474219087,0.2438121767294002,0.2438121767294002,1,4
ZHOAWILOHNXOST-UHFFFAOYSA-N,OCNT-2310655,5.291339775,0.3998891394393373,0.465241658839975,0.465241658839975,1,4
WAIBMCXZPPOQPU-UHFFFAOYSA-N,OCNT-2310665,5.35394303,0.37523497624795715,0.4958095549757809,0.4958095549757809,1,4
AXXIEJDVBYZXLK-UHFFFAOYSA-N,OCNT-2310680,4.995445173,0.4940183637679638,0.3765954875965524,0.3765954875965524,1,4
WXEFSQURADWXMQ-UHFFFAOYSA-N,OCNT-2310740,5.290599582,0.4001679542607931,0.4649175042727186,0.4649175042727186,1,4
CTXBUXYAYCIUHD-UHFFFAOYSA-N,OCNT-2310757,4.335170543,0.627072719547356,0.29668821619148333,0.29668821619148333,1,4
BYAVFGPTBAFTNM-UHFFFAOYSA-N,OCNT-2310816,4.372450732,0.6777430857720058,0.2745068013094173,0.2745068013094173,1,4
VAHWRSZAURKYGM-UHFFFAOYSA-N,OCNT-2310826,5.837251747,0.16458384150860744,1.1303970358178663,1.1303970358178663,1,4
WIPMLMLIKXSIFW-UHFFFAOYSA-N,OCNT-2310829,5.394531835,0.35829147415560614,0.5192562480681522,0.5192562480681522,1,4
LZVXIPIFSGLYMM-UHFFFAOYSA-N,OCNT-2310830,4.32872505,0.6174838709191854,0.3012954594391283,0.3012954594391283,1,4
WEMDNGXFLHBHKC-UXHICEINSA-N,OCNT-2310833,4.483622207,0.7659276338111215,0.24290165072008127,0.24290165072008127,1,4
ZSRIHZUWEGOQNF-UHFFFAOYSA-N,OCNT-2310853,4.902863218,0.5351335427055458,0.3476610448379566,0.3476610448379566,1,4
RUVLBPWZPKTFQY-UHFFFAOYSA-N,OCNT-2310859,4.500507628,0.7701516891487874,0.241569406658673,0.241569406658673,1,4
HPRJCYLZBJNKRA-UHFFFAOYSA-N,OCNT-2310864,6.555268827,0.05547292577071588,3.353799786112245,3.353799786112245,1,4
XBCRVGWLQRTWNS-UHFFFAOYSA-N,OCNT-2310873,4.64620933,0.723429832629841,0.25717087987445697,0.25717087987445697,1,4
LVMMPXSCGLEWBU-VOBHOPKGSA-N,OCNT-2310875,4.357701845,0.6587468569841415,0.28242273130014517,0.28242273130014517,1,4
SZDKPJLXICNJPK-HUUCEWRRSA-N,OCNT-2310886,5.81857972,0.17108202168799055,1.087461351866332,1.087461351866332,1,4
PVJKSRBNYFPBRX-UHFFFAOYSA-N,OCNT-2310890,6.908166937,0.02935635155901833,6.337473040913149,5.0,1,4
COPXFKFWXTVARK-UHFFFAOYSA-N,OCNT-2310909,5.10595923,0.4596837606691043,0.40472407881897915,0.40472407881897915,1,4
NYYZVQXHZBMEEA-UHFFFAOYSA-N,OCNT-2310916,5.634777255,0.24923646383427736,0.7464601436030351,0.7464601436030351,1,4
NIKYSSZTCHVNNJ-UHFFFAOYSA-N,OCNT-2310919,3.88550366,0.07487048971533737,2.484892075532072,2.484892075532072,1,4
YBYGTINUNXLUDL-UHFFFAOYSA-N,OCNT-2310920,4.396432178,0.7053157627557752,0.2637755972699959,0.2637755972699959,1,4
OLJDXACHTKESBX-UHFFFAOYSA-N,OCNT-2310942,5.400657775,0.3556805251919678,0.5230679596090765,0.5230679596090765,1,4
MYNPLOLLAZKXJX-UHFFFAOYSA-N,OCNT-2310944,4.601958462,0.7504009997121796,0.24792755694116342,0.24792755694116342,1,4
ZCFOZFFAVPLQDU-UHFFFAOYSA-N,OCNT-2310945,5.838852068,0.16404326737449634,1.1341220493988502,1.1341220493988502,1,4
DBKUYEVWAUISPH-UHFFFAOYSA-N,OCNT-2310949,4.49104167,0.7680789373408584,0.24222131025874516,0.24222131025874516,1,4
QBAQGPOEDSHISC-UHFFFAOYSA-N,OCNT-2310958,4.220513683,0.4366485662005487,0.4260751116251199,0.4260751116251199,1,4
IGPQJBRCRUOAGN-DZGCQCFKSA-N,OCNT-2310977,4.43895606,0.7429753558698062,0.25040546111659806,0.25040546111659806,1,4
OLKIKNBFLHPWDB-UHFFFAOYSA-N,OCNT-2310981,4.141625582,0.30707558802061985,0.6058608819544281,0.6058608819544281,1,4
DPCRFIMDLMABSP-UHFFFAOYSA-N,OCNT-2310988,5.39853003,0.35658886886941055,0.5217355414786671,0.5217355414786671,1,4
SIPWPCZRIOWTLN-UHFFFAOYSA-N,OCNT-2310997,4.370187193,0.6749240053281965,0.275653384849423,0.275653384849423,1,4
QHQLPVPGLCMCMB-UHFFFAOYSA-N,OCNT-2311020,4.621851128,0.7392695193001765,0.2516607025283085,0.2516607025283085,1,4
IADLBRMVZTZASR-UHFFFAOYSA-N,OCNT-2311059,4.482889495,0.7656898270827328,0.24297709072833895,0.24297709072833895,1,4
AVEJIDBCLRGUQE-UHFFFAOYSA-N,OCNT-2311083,4.360058657,0.661879915065459,0.28108586217856113,0.28108586217856113,1,4
OLLKSWQPCSWOKP-UHFFFAOYSA-N,OCNT-2311090,5.597076215,0.26685177148954353,0.697185128456745,0.697185128456745,1,4
UFNHVBKKZASTOU-UHFFFAOYSA-N,OCNT-2311092,5.274863845,0.4060175174783202,0.45821935895852434,0.45821935895852434,1,4
LPRYCBITNRSRNR-UHFFFAOYSA-N,OCNT-2311094,5.045499138,0.4773959717707559,0.3897081198544039,0.3897081198544039,1,4
ZOFBVPDRICPZHC-UHFFFAOYSA-N,OCNT-2311101,4.965271618,0.5056480937982808,0.36793392255734814,0.36793392255734814,1,4
XKPXTMLDEUTWQU-UHFFFAOYSA-N,OCNT-2311106,4.558680257,0.7673725722038475,0.2424442745595365,0.2424442745595365,1,4
SIHYQFFHCDJFTH-UHFFFAOYSA-N,OCNT-2311111,4.223151438,0.4412092184680268,0.4216708962492576,0.4216708962492576,1,4
MYIRHVYGVKSNLG-UHFFFAOYSA-N,OCNT-2311113,4.53185207,0.7718279631697195,0.241044760571777,0.241044760571777,1,4
YINKADFCKUPJHC-UHFFFAOYSA-N,OCNT-2311121,5.74590107,0.19944155158068497,0.932830120455526,0.932830120455526,1,4
AOUPYPZTBWHPFA-LLVKDONJSA-N,OCNT-2311123,5.983926412,0.12582096881740928,1.4786492929873636,1.4786492929873636,1,4
WAFLWFBYNRXLIA-UHFFFAOYSA-N,OCNT-2311132,3.531004917,0.03157399274671925,5.892352230434292,5.0,1,4
DAOAPMJKVUJXID-UHFFFAOYSA-N,OCNT-2311133,4.73258698,0.6561300229621227,0.28354911385542164,0.28354911385542164,1,4
XJLBILODBIISFG-AEFFLSMTSA-N,OCNT-2311138,5.416734522,0.3487684637676572,0.5334343724058348,0.5334343724058348,1,4
ROQPQFXWBJCFRO-UHFFFAOYSA-N,OCNT-2311155,4.254193955,0.4950376899975967,0.37582004429955745,0.37582004429955745,1,4
JIARRPUHLRJLKP-MOPGFXCFSA-N,OCNT-2311160,5.583530928,0.2731856178400679,0.681020794783437,0.681020794783437,1,4
